,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,ret
0,-0.1691381935884831,0.01020846708561645,0.05462760412627034,-0.04197691514694635,9.881787118088186,9.178637884473261,-0.6008772987719447,-0.1818514449963301,-0.0048199476172466355,-0.3512268994199607,-0.1095971789677702,0.0,0.0,-0.4864149121196741,-0.679691833086679,0.5467105221950164,0.164649
1,-0.17560934931748923,0.08420729365281111,-0.4070176640625644,-0.2493845041048234,1.1101093326009375,0.9876073649318069,0.43775059199390204,-0.18185159551308858,-0.033784474802085636,-0.6111413910189416,1.9483315400720667,0.0,0.0,0.8920928095898872,-0.03251460592138289,-0.2158491701084554,0.067813
2,-0.15972330855488412,0.10797604764086723,-0.4148353863662172,-0.046354808316004845,1.6155190024320487,1.6189038416171422,-0.1779763843325252,0.29408704973672434,-0.004535135676418272,-1.298020124375546,2.719980759735,0.0,0.0,0.4631380883319122,-0.1307375307416309,-0.3222739911422937,0.046136
3,-0.10170388595099265,0.10654754118618294,-0.286035904401356,0.52550643630088,-0.06874004072952818,0.11490039981715304,1.260099301063232,-0.18185193994141954,-0.0040555932509484865,-0.7823645505598481,-0.8992160968048853,0.0,0.0,-0.18668472793510368,-0.5406621706767957,5.351581277619643,0.07357899999999999
4,-0.13702680785366808,0.10465414495164922,-0.23355354635452907,0.6833456405904925,1.3128452360591858,2.2623424226428166,0.2773818249258937,-0.18185212326161934,-0.020562664727084796,0.6336065035563875,3.2009155799849025,0.0,0.0,-0.11512368506389814,-0.24508073385437895,-0.5205074172411489,0.091282
5,-0.14468584794189457,0.06671469555099181,-0.36733874028134283,0.07167920442795447,0.6297212688350852,0.6989883926877609,0.8885827018615551,-0.18185188119692017,-0.04510667003569439,-0.034858655231472045,2.7661871656915302,0.0,0.0,-0.21240941036403516,0.21220041075092533,-0.9780726842561301,0.097866
6,-0.12969356039723473,0.12138769641260104,-0.31607679456564475,0.6808873309517861,-0.17740620693630926,0.29426505008204357,2.341965955444502,-0.18185194258442783,-0.005247821916385669,-1.3789657754596292,2.662736115369903,0.0,0.0,0.33436994200548176,-0.4190279220699665,-0.5789047393105995,0.34228200000000003
7,-0.10234709376151752,0.15283422444117484,-0.10946267635089776,2.696474966075771,-0.10907814879278857,0.8808285129344873,1.4244122059355433,-0.18185236498226148,0.006135309309477236,-0.43603740109114586,0.21266103684051293,0.0,0.0,-0.22974682130424978,-0.33971609016545873,5.51245913319686,0.17608
8,-0.14310410562955342,0.08448015126406104,-0.22923512367809432,-0.15036417325037874,4.426839109048998,4.25520634402022,-0.36824509580977544,-0.18185148733276343,-0.01984864610579298,0.322304853046545,1.2199688710963155,0.0,0.0,-0.1904070503471145,-0.30257920912710934,-0.6352694006231937,0.05644
9,-0.1414460965913359,0.1071239116443532,-0.37034078355743827,1.670771000239353,-0.3076941333155985,0.09341846641867857,1.225924011765752,-0.18185231315630032,-0.0040555932509484865,-1.0162679580469103,0.7251684997841767,0.0,0.0,-0.13950165803738054,-0.21323737210227023,-0.04028621260138924,0.075269
