Stkcd,0,1,2,3
1,47.7642611937835,-355.9142469031428,111.71207226356417,111.71207226356417
2,-17.787717037906532,145.13720561418594,32.73717101057184,32.73717101057184
4,2.718394010494932,-39.60212080672602,0.0737467504149852,0.0737467504149852
5,-16.685889492956246,-33.41518035064128,31.37510568833842,31.37510568833842
6,-2.6845717422724915,229.75665258911846,91.88926193816818,91.88926193816818
7,-1.2399947564737597,-2.4617684160855644,6.538920500266722,6.538920500266722
8,-62.733693819483406,-53.8678313875584,-21.835628185472903,-21.835628185472903
9,43.86867089139439,293.9267031835781,58.31287810800775,58.31287810800775
10,-17.062400548275047,-89.2092701925535,-40.09315990000586,-40.09315990000586
11,-38.568676081333436,231.64651691943718,-91.15238760840418,-91.15238760840418
12,83.56942792869073,287.8697972601927,92.35974895493851,92.35974895493851
14,42.51754845863215,-63.03633201701581,30.437680745772436,30.437680745772436
16,-219.29526959801785,-624.3662103956183,-304.65991800198407,-304.65991800198407
17,-2.439442985743049,-7.175904972121994,-6.572380940574137,-6.572380940574137
18,230.5931157204638,272.2376009611812,-214.81538646199073,-214.81538646199073
19,2.273828400504572,38.05577696562713,-49.4789030786497,-49.4789030786497
20,-10.411659494540109,-11.553865601158137,22.844677247770385,22.844677247770385
21,13.988512171818378,49.7379783954482,21.930968383536992,21.930968383536992
23,-7.7439822850596585,68.39632301308997,-3.9926881144185544,-3.9926881144185544
25,-3.2212103682131246,-0.9152535214806681,3.45431082509861,3.45431082509861
26,71.33371448716244,127.39058482536659,56.63997575035043,56.63997575035043
27,46.47772704362807,200.78537710998629,79.84002126392329,79.84002126392329
28,12.099908432518184,85.51081928397244,74.53922423943033,74.53922423943033
30,9.023564780446435,52.30873740096732,-10.900631414688045,-10.900631414688045
31,-236.50885253331865,-210.58197199974074,6.689120121161364,6.689120121161364
32,-2.9618759984495155,71.0475093022722,5.147436731838953,5.147436731838953
34,52.03331562407257,40.98323072726065,18.7052879329806,18.7052879329806
35,,29.850484754261412,53.41708099445729,53.41708099445729
36,157.41508083119854,446.4583323108116,81.6816073367428,81.6816073367428
37,25.649034443526133,146.64192367284463,12.556995749448468,12.556995749448468
38,,-97.4249392659838,-26.31303311000535,-26.31303311000535
39,-50.839643243988846,10.487117978520569,-129.28546310651012,-129.28546310651012
40,-191.8823350133378,-356.5789107665518,187.3092713673899,187.3092713673899
42,-8.40013569667388,402.38897567462675,50.998842445846456,50.998842445846456
43,-30.29502564103301,256.7838404429183,-71.3812316280752,-71.3812316280752
45,-38.910869716137036,-172.20604353811382,7.317644356314229,7.317644356314229
46,141.1578815464343,379.3971167550139,53.02621921961574,53.02621921961574
48,,151.66430715119375,126.53897424707075,126.53897424707075
49,-6.827472312573187,20.754396835870082,143.05917411800797,143.05917411800797
50,32.83073819755575,177.44383154085995,36.93010067277478,36.93010067277478
55,-8.22676958758348,142.37675000108226,-107.10047820962954,-107.10047820962954
56,8.478547151712098,43.886031651418904,5.269745783472431,5.269745783472431
58,5.154723965129432,28.487899240957905,23.692550896015746,23.692550896015746
59,5.831345937340135,249.7873851496283,-72.92768669760666,-72.92768669760666
60,41.41416572706874,139.48609845104693,22.91175940422521,22.91175940422521
61,52.24675298168718,151.56517885152246,52.39836220262758,52.39836220262758
62,6.014376081421562,-2.164222501257985,37.67313046557061,37.67313046557061
63,-112.67696116671672,-136.8605149605077,11.32818477435557,11.32818477435557
65,-58.08598652896208,30.861005036624285,-126.5204627212216,-126.5204627212216
66,-12.446661761034353,3.2232965901252673,-24.37325965562998,-24.37325965562998
68,-22.82236148719991,-11.594144660858008,-5.862742087451972,-5.862742087451972
69,-155.85721726955373,-191.65066964684596,-149.84152817485264,-149.84152817485264
70,-168.14458800579817,-18.225823661347928,-62.898644024533404,-62.898644024533404
78,-74.60823131432186,-143.93163880274793,44.52831487089327,44.52831487089327
88,3.9622321815177917,10.372187920914428,7.713733860019772,7.713733860019772
89,36.25702194411864,66.0157756819556,25.502459941380483,25.502459941380483
90,-224.04170003516276,-74.52914913037398,33.73069631754655,33.73069631754655
96,-4.058827253158896,15.992566922604421,-4.7436349995255265,-4.7436349995255265
99,-21.052832406529593,68.34162443444497,31.75620456404903,31.75620456404903
100,111.34596000196994,315.8927941633744,136.3204361331268,136.3204361331268
150,13.945642254668845,40.363098978053934,33.785030683669596,33.785030683669596
151,-28.154278572729034,-151.6566276186841,-60.670978942690816,-60.670978942690816
153,13.532173976976257,143.04941035572196,15.836944608904188,15.836944608904188
155,10.103481631507291,141.21945409011374,135.41040830013895,135.41040830013895
156,29.780271489882384,105.12503264224993,38.54455189479822,38.54455189479822
157,60.57033271481505,221.56267675991685,92.65187052104964,92.65187052104964
158,-46.90208176270534,100.56903111336032,-71.39836662704809,-71.39836662704809
159,-1.6584804063405625,-4.503889065990693,-35.91401622169908,-35.91401622169908
166,-255.80036689585387,-151.35151324308023,137.13563660366776,137.13563660366776
301,10.268049058492961,63.09213318173184,75.7374368378586,75.7374368378586
333,22.010286896443077,114.05949508275744,60.604364493909664,60.604364493909664
338,160.15946620884785,477.5397747542501,73.701499420978,73.701499420978
400,-61.44694393712685,51.67769372359225,-6.055613848766226,-6.055613848766226
401,98.95332780326204,391.4661521145164,155.0616592031336,155.0616592031336
402,-359.14257952868587,-469.077350622888,299.54487350277276,299.54487350277276
403,0.9180072862507528,16.993472069020186,5.8466327773789475,5.8466327773789475
