MarkettypeID,date,Portfolios,RM,SMB,HML,RMW,CMA
P9713,2002/4/18,2,-0.013048,0.002144,-0.002477,0.004482,-0.004389
P9713,2002/4/18,3,-0.013048,0.002511,-0.002111,0.004387,-0.002797
P9714,2002/4/18,2,-0.010048,0.00041,0.000498,0.001982,-0.001886
P9714,2002/4/18,1,-0.010048,0.000363,0.000801,0.002363,-0.001169
P9713,2002/4/18,1,-0.013048,0.001956,-0.003518,0.005241,-0.004721
P9714,2002/4/18,3,-0.010048,0.000945,0.000728,0.00217,-0.00144
P9709,2002/4/19,3,0.003953,0.001152,0.001679,-0.001769,-0.000098
P9709,2002/4/19,2,0.003953,0.001735,0.002397,-0.001411,0.001662
P9709,2002/4/19,1,0.003953,0.00168,0.005034,-0.002736,0.001727
P9713,2002/4/19,3,0.004953,0.000646,0.003238,-0.002279,0.000622
P9713,2002/4/19,2,0.004953,0.000921,0.004051,-0.002023,0.002654
P9713,2002/4/19,1,0.004953,0.000977,0.007368,-0.003314,0.002718
P9714,2002/4/19,3,0.003953,0.001152,0.001679,-0.001769,-0.000098
P9714,2002/4/19,1,0.003953,0.00168,0.005034,-0.002736,0.001727
P9714,2002/4/19,2,0.003953,0.001735,0.002397,-0.001411,0.001662
P9709,2002/4/22,1,-0.004048,-0.000676,0.003397,0.00004,0.002531
P9709,2002/4/22,2,-0.004048,-0.000493,0.001921,0.000227,0.001757
P9709,2002/4/22,3,-0.004048,-0.000041,0.002553,0.001152,0.001359
P9713,2002/4/22,3,-0.005048,0.000546,0.001337,0.002172,0.000618
P9714,2002/4/22,1,-0.004048,-0.000676,0.003397,0.00004,0.002531
P9713,2002/4/22,1,-0.005048,-0.000144,0.00188,0.000633,0.000833
P9713,2002/4/22,2,-0.005048,0.000048,0.000742,0.001172,0.0005
P9714,2002/4/22,3,-0.004048,-0.000041,0.002553,0.001152,0.001359
P9714,2002/4/22,2,-0.004048,-0.000493,0.001921,0.000227,0.001757
P9709,2002/4/23,3,-0.003048,0.001946,0.002185,0.002022,0.000862
P9709,2002/4/23,2,-0.003048,0.001895,0.002126,0.001901,0.000413
P9709,2002/4/23,1,-0.003048,0.001899,0.002356,0.001654,-0.000451
P9713,2002/4/23,3,-0.002048,0.00137,0.003047,0.000878,0.001739
P9713,2002/4/23,2,-0.002048,0.001284,0.002955,0.000616,0.001597
P9714,2002/4/23,2,-0.003048,0.001895,0.002126,0.001901,0.000413
P9713,2002/4/23,1,-0.002048,0.001286,0.003227,-0.000019,0.001093
P9714,2002/4/23,3,-0.003048,0.001946,0.002185,0.002022,0.000862
P9714,2002/4/23,1,-0.003048,0.001899,0.002356,0.001654,-0.000451
P9709,2002/4/24,3,-0.009048,-0.003236,0.000159,0.001753,0.000937
P9709,2002/4/24,2,-0.009048,-0.003101,-0.00008,0.001461,0.00001
P9709,2002/4/24,1,-0.009048,-0.003029,-0.000229,0.003372,-0.001563
P9713,2002/4/24,2,-0.008048,-0.003982,0.001167,0.000692,0.000871
P9713,2002/4/24,1,-0.008048,-0.003839,0.001584,0.002607,-0.00034
P9713,2002/4/24,3,-0.008048,-0.003898,0.001639,0.001021,0.001417
P9714,2002/4/24,3,-0.009048,-0.003236,0.000159,0.001753,0.000937
P9714,2002/4/24,1,-0.009048,-0.003029,-0.000229,0.003372,-0.001563
P9714,2002/4/24,2,-0.009048,-0.003101,-0.00008,0.001461,0.00001
P9709,2002/4/25,2,0.003953,0.002598,-0.001401,-0.002337,0.001885
P9709,2002/4/25,3,0.003953,0.00216,-0.001577,-0.001747,0.001554
P9709,2002/4/25,1,0.003953,0.002572,-0.001666,-0.003525,0.003327
P9713,2002/4/25,2,0.003953,0.002248,-0.000909,-0.002397,0.002136
P9713,2002/4/25,1,0.003953,0.002197,-0.000985,-0.003596,0.003634
P9714,2002/4/25,3,0.003953,0.00216,-0.001577,-0.001747,0.001554
P9713,2002/4/25,3,0.003953,0.001993,-0.00118,-0.001803,0.001771
P9714,2002/4/25,2,0.003953,0.002598,-0.001401,-0.002337,0.001885
P9714,2002/4/25,1,0.003953,0.002572,-0.001666,-0.003525,0.003327
P9709,2002/4/26,3,0.016953,0.003473,0.000772,-0.002814,0.001632
P9709,2002/4/26,2,0.016953,0.002846,0.000932,-0.003666,0.002065
P9709,2002/4/26,1,0.016953,0.002877,0.000688,-0.004296,0.001918
P9713,2002/4/26,1,0.017953,0.002012,0.003229,-0.005808,0.003633
P9714,2002/4/26,3,0.016953,0.003473,0.000772,-0.002814,0.001632
P9713,2002/4/26,3,0.017953,0.002753,0.002273,-0.003265,0.002597
P9713,2002/4/26,2,0.017953,0.001924,0.002842,-0.004796,0.003615
P9714,2002/4/26,2,0.016953,0.002846,0.000932,-0.003666,0.002065
P9714,2002/4/26,1,0.016953,0.002877,0.000688,-0.004296,0.001918
P9709,2002/4/29,1,0.017953,0.00524,-0.001309,-0.006728,0.0077
P9709,2002/4/29,2,0.017953,0.005117,0.000749,-0.004699,0.006236
P9709,2002/4/29,3,0.017953,0.004995,0.000806,-0.003851,0.004425
P9713,2002/4/29,2,0.017953,0.005712,-0.000059,-0.004546,0.005731
P9713,2002/4/29,3,0.017953,0.005434,-0.000299,-0.003582,0.003946
P9713,2002/4/29,1,0.017953,0.005823,-0.002311,-0.006654,0.006683
P9714,2002/4/29,2,0.017953,0.005117,0.000749,-0.004699,0.006236
P9714,2002/4/29,3,0.017953,0.004995,0.000806,-0.003851,0.004425
P9714,2002/4/29,1,0.017953,0.00524,-0.001309,-0.006728,0.0077
P9709,2002/4/30,3,0.001953,0.000149,0.003052,0.000931,0.000264
P9709,2002/4/30,2,0.001953,-0.001247,0.00127,0.000917,-0.000611
P9709,2002/4/30,1,0.001953,-0.001241,0.000018,0.001375,-0.000428
P9713,2002/4/30,3,0.000953,0.000544,0.002083,0.00157,-0.000169
P9713,2002/4/30,2,0.000953,-0.000701,0.000247,0.001759,-0.001364
P9713,2002/4/30,1,0.000953,-0.000755,-0.001273,0.002188,-0.001719
P9714,2002/4/30,2,0.001953,-0.001247,0.00127,0.000917,-0.000611
P9714,2002/4/30,3,0.001953,0.000149,0.003052,0.000931,0.000264
P9714,2002/4/30,1,0.001953,-0.001241,0.000018,0.001375,-0.000428
P9709,2002/5/8,1,-0.009048,0.000822,-0.001019,-0.001123,0.000459
P9709,2002/5/8,3,-0.009048,0.001198,-0.000173,-0.000921,-0.000535
P9709,2002/5/8,2,-0.009048,0.000742,-0.000528,-0.000791,0.000355
P9713,2002/5/8,2,-0.009048,0.000623,-0.000927,-0.000075,-0.000219
P9713,2002/5/8,3,-0.009048,0.001142,-0.000617,-0.000185,-0.000904
P9713,2002/5/8,1,-0.009048,0.000638,-0.001457,-0.000464,-0.000133
P9714,2002/5/8,2,-0.009048,0.000742,-0.000528,-0.000791,0.000355
P9714,2002/5/8,1,-0.009048,0.000822,-0.001019,-0.001123,0.000459
P9714,2002/5/8,3,-0.009048,0.001198,-0.000173,-0.000921,-0.000535
P9709,2002/5/9,2,0.006953,-0.000981,-0.00116,-0.003424,0.002624
P9709,2002/5/9,1,0.006953,-0.001142,-0.002183,-0.005866,0.003183
P9709,2002/5/9,3,0.006953,-0.000251,-0.001464,-0.003693,0.002671
P9713,2002/5/9,3,0.005953,-0.000279,-0.001778,-0.003549,0.002105
P9714,2002/5/9,1,0.006953,-0.001142,-0.002183,-0.005866,0.003183
P9713,2002/5/9,1,0.005953,-0.000994,-0.002405,-0.005676,0.002617
P9713,2002/5/9,2,0.005953,-0.000849,-0.001418,-0.003304,0.002185
P9714,2002/5/9,2,0.006953,-0.000981,-0.00116,-0.003424,0.002624
P9714,2002/5/9,3,0.006953,-0.000251,-0.001464,-0.003693,0.002671
P9709,2002/5/10,1,-0.007048,-0.001907,-0.001412,0.004193,-0.006133
P9709,2002/5/10,3,-0.007048,-0.002036,-0.001525,0.002812,-0.003026
P9709,2002/5/10,2,-0.007048,-0.001951,-0.001556,0.002789,-0.003595
P9713,2002/5/10,2,-0.007048,-0.00177,-0.002151,0.0029,-0.004171
P9713,2002/5/10,1,-0.007048,-0.001749,-0.002199,0.004087,-0.006501
P9714,2002/5/10,1,-0.007048,-0.001907,-0.001412,0.004193,-0.006133
P9714,2002/5/10,3,-0.007048,-0.002036,-0.001525,0.002812,-0.003026
P9713,2002/5/10,3,-0.007048,-0.001851,-0.002016,0.002875,-0.003351
P9714,2002/5/10,2,-0.007048,-0.001951,-0.001556,0.002789,-0.003595
P9709,2002/5/13,2,-0.010048,0.005592,-0.000312,-0.002696,0.003693
P9709,2002/5/13,1,-0.010048,0.005683,-0.000431,-0.004059,0.005567
P9709,2002/5/13,3,-0.010048,0.00561,-0.000706,-0.001806,0.002733
P9713,2002/5/13,2,-0.009048,0.004998,-0.00036,-0.001999,0.003486
P9713,2002/5/13,1,-0.009048,0.005091,-0.000578,-0.003032,0.005071
P9713,2002/5/13,3,-0.009048,0.0052,-0.000812,-0.001008,0.00251
P9714,2002/5/13,2,-0.010048,0.005592,-0.000312,-0.002696,0.003693
P9714,2002/5/13,3,-0.010048,0.00561,-0.000706,-0.001806,0.002733
P9714,2002/5/13,1,-0.010048,0.005683,-0.000431,-0.004059,0.005567
P9709,2002/5/14,1,-0.004048,0.003791,-0.002924,-0.002748,0.000706
P9709,2002/5/14,2,-0.004048,0.003876,-0.00261,-0.002004,0.000386
P9709,2002/5/14,3,-0.004048,0.003159,-0.003447,-0.001706,0.000483
P9713,2002/5/14,1,-0.004048,0.003297,-0.002108,-0.003033,0.000606
P9714,2002/5/14,2,-0.004048,0.003876,-0.00261,-0.002004,0.000386
P9713,2002/5/14,3,-0.004048,0.002622,-0.002737,-0.002062,0.000238
P9713,2002/5/14,2,-0.004048,0.003382,-0.002095,-0.002095,0.000212
P9714,2002/5/14,1,-0.004048,0.003791,-0.002924,-0.002748,0.000706
P9714,2002/5/14,3,-0.004048,0.003159,-0.003447,-0.001706,0.000483
P9709,2002/5/15,3,-0.011048,-0.001855,0.001596,0.001145,-0.000387
P9709,2002/5/15,1,-0.011048,-0.001703,0.002185,0.002115,-0.001014
P9709,2002/5/15,2,-0.011048,-0.001847,0.001956,0.001645,-0.00033
P9713,2002/5/15,1,-0.008048,-0.002982,0.006137,-0.000212,0.002255
P9714,2002/5/15,1,-0.011048,-0.001703,0.002185,0.002115,-0.001014
P9713,2002/5/15,3,-0.008048,-0.002917,0.00423,-0.000424,0.001213
P9713,2002/5/15,2,-0.008048,-0.003208,0.0047,-0.000192,0.002089
P9714,2002/5/15,2,-0.011048,-0.001847,0.001956,0.001645,-0.00033
P9714,2002/5/15,3,-0.011048,-0.001855,0.001596,0.001145,-0.000387
P9709,2002/5/16,1,-0.034048,-0.005347,-0.003401,0.003078,-0.002616
P9709,2002/5/16,2,-0.034048,-0.005133,-0.001512,0.001974,-0.002389
P9709,2002/5/16,3,-0.034048,-0.004841,0.000106,0.001946,-0.000704
P9713,2002/5/16,2,-0.031048,-0.007042,0.002016,0.000176,0.000027
P9713,2002/5/16,1,-0.031048,-0.007041,0.001919,0.00108,0.000388
P9713,2002/5/16,3,-0.031048,-0.006456,0.003631,0.00024,0.000489
P9714,2002/5/16,1,-0.034048,-0.005347,-0.003401,0.003078,-0.002616
P9714,2002/5/16,2,-0.034048,-0.005133,-0.001512,0.001974,-0.002389
P9714,2002/5/16,3,-0.034048,-0.004841,0.000106,0.001946,-0.000704
P9709,2002/5/17,1,0.012953,-0.000756,0.001366,-0.002126,-0.000234
P9709,2002/5/17,2,0.012953,-0.000592,0.001272,-0.001732,-0.000362
P9709,2002/5/17,3,0.012953,0.000556,0.001392,-0.001861,-0.001104
P9713,2002/5/17,2,0.011953,0.00006,0.000309,-0.001083,-0.00083
P9713,2002/5/17,1,0.011953,-0.000172,-0.000006,-0.001546,-0.001035
P9713,2002/5/17,3,0.011953,0.001143,0.000353,-0.001401,-0.001337
P9714,2002/5/17,2,0.012953,-0.000592,0.001272,-0.001732,-0.000362
P9714,2002/5/17,1,0.012953,-0.000756,0.001366,-0.002126,-0.000234
P9714,2002/5/17,3,0.012953,0.000556,0.001392,-0.001861,-0.001104
P9709,2002/5/20,2,-0.015048,-0.000238,-0.005878,-0.002678,0.003268
P9709,2002/5/20,1,-0.015048,-0.000148,-0.007655,-0.004785,0.00456
P9709,2002/5/20,3,-0.015048,-0.000702,-0.00505,-0.001595,0.003138
P9713,2002/5/20,1,-0.014048,-0.000802,-0.005912,-0.004477,0.004425
P9714,2002/5/20,3,-0.015048,-0.000702,-0.00505,-0.001595,0.003138
P9713,2002/5/20,3,-0.014048,-0.001371,-0.004029,-0.001496,0.00304
P9713,2002/5/20,2,-0.014048,-0.000936,-0.004737,-0.002722,0.003273
P9714,2002/5/20,2,-0.015048,-0.000238,-0.005878,-0.002678,0.003268
P9714,2002/5/20,1,-0.015048,-0.000148,-0.007655,-0.004785,0.00456
P9709,2002/5/21,1,0.033953,0.004405,0.001996,-0.004201,0.001935
P9709,2002/5/21,2,0.033953,0.004438,0.00061,-0.003119,0.00146
P9709,2002/5/21,3,0.033953,0.003908,0.000066,-0.003306,-0.000615
P9713,2002/5/21,3,0.031953,0.005161,-0.002504,-0.002073,-0.001572
P9713,2002/5/21,1,0.031953,0.005677,-0.001397,-0.002593,-0.000441
P9714,2002/5/21,2,0.033953,0.004438,0.00061,-0.003119,0.00146
P9713,2002/5/21,2,0.031953,0.005867,-0.001663,-0.001762,-0.000304
P9714,2002/5/21,3,0.033953,0.003908,0.000066,-0.003306,-0.000615
P9714,2002/5/21,1,0.033953,0.004405,0.001996,-0.004201,0.001935
P9709,2002/5/22,2,-0.014048,-0.000605,0.00092,0.000431,0.000805
P9709,2002/5/22,1,-0.014048,-0.000939,0.000904,0.000668,0.003081
P9709,2002/5/22,3,-0.014048,-0.00121,0.000227,0.000913,0.000582
P9713,2002/5/22,2,-0.014048,-0.00114,0.00105,0.000418,0.001074
P9713,2002/5/22,1,-0.014048,-0.001421,0.001222,0.000605,0.00342
P9714,2002/5/22,1,-0.014048,-0.000939,0.000904,0.000668,0.003081
P9714,2002/5/22,3,-0.014048,-0.00121,0.000227,0.000913,0.000582
P9713,2002/5/22,3,-0.014048,-0.001532,0.000482,0.000636,0.000986
P9714,2002/5/22,2,-0.014048,-0.000605,0.00092,0.000431,0.000805
P9709,2002/5/23,1,0.008953,0.004378,0.005582,-0.004091,0.004989
P9709,2002/5/23,2,0.008953,0.004418,0.003769,-0.002056,0.003409
P9709,2002/5/23,3,0.008953,0.004345,0.002456,-0.001683,0.002503
P9713,2002/5/23,2,0.007953,0.004304,0.002483,-0.001616,0.002457
P9714,2002/5/23,2,0.008953,0.004418,0.003769,-0.002056,0.003409
P9713,2002/5/23,1,0.007953,0.004219,0.0035,-0.003489,0.003572
P9713,2002/5/23,3,0.007953,0.00416,0.001282,-0.001414,0.001896
P9714,2002/5/23,1,0.008953,0.004378,0.005582,-0.004091,0.004989
P9714,2002/5/23,3,0.008953,0.004345,0.002456,-0.001683,0.002503
P9709,2002/5/24,3,-0.015048,0.000034,-0.001563,-0.000124,0.002262
P9709,2002/5/24,1,-0.015048,0.000784,-0.000726,-0.000748,0.001575
P9709,2002/5/24,2,-0.015048,0.000596,-0.000907,-0.000519,0.001849
P9713,2002/5/24,3,-0.014048,-0.000705,-0.000726,0.000251,0.00241
P9714,2002/5/24,3,-0.015048,0.000034,-0.001563,-0.000124,0.002262
P9714,2002/5/24,2,-0.015048,0.000596,-0.000907,-0.000519,0.001849
P9713,2002/5/24,2,-0.014048,-0.000208,-0.000188,-0.000331,0.001977
P9713,2002/5/24,1,-0.014048,0.000013,0.000148,-0.000229,0.001824
P9714,2002/5/24,1,-0.015048,0.000784,-0.000726,-0.000748,0.001575
P9709,2002/5/27,1,0.003953,0.000254,0.001449,-0.006117,0.0048
P9709,2002/5/27,2,0.003953,0.000566,0.001067,-0.003987,0.002601
P9709,2002/5/27,3,0.003953,-0.000615,0.000467,-0.00423,0.001012
P9713,2002/5/27,3,0.002953,0.000662,-0.000965,-0.002757,-0.00036
P9713,2002/5/27,1,0.002953,0.001611,-0.000379,-0.004146,0.002026
P9713,2002/5/27,2,0.002953,0.00187,-0.000365,-0.00243,0.000851
P9714,2002/5/27,1,0.003953,0.000254,0.001449,-0.006117,0.0048
P9714,2002/5/27,2,0.003953,0.000566,0.001067,-0.003987,0.002601
P9714,2002/5/27,3,0.003953,-0.000615,0.000467,-0.00423,0.001012
P9709,2002/5/28,1,0.001953,-0.001693,-0.002571,0.002197,-0.002695
P9709,2002/5/28,2,0.001953,-0.001788,-0.000928,0.001388,-0.002287
P9709,2002/5/28,3,0.001953,-0.00213,-0.000441,0.000439,-0.002038
P9713,2002/5/28,1,0.001953,-0.00149,-0.003322,0.001841,-0.002825
P9713,2002/5/28,3,0.001953,-0.001976,-0.000862,0.000436,-0.002153
P9713,2002/5/28,2,0.001953,-0.001496,-0.001525,0.001367,-0.00235
P9714,2002/5/28,2,0.001953,-0.001788,-0.000928,0.001388,-0.002287
P9714,2002/5/28,1,0.001953,-0.001693,-0.002571,0.002197,-0.002695
P9714,2002/5/28,3,0.001953,-0.00213,-0.000441,0.000439,-0.002038
P9709,2002/5/29,3,-0.022048,-0.003123,-0.001454,0.004549,-0.001427
P9709,2002/5/29,1,-0.022048,-0.003176,-0.003386,0.005501,-0.003419
P9709,2002/5/29,2,-0.022048,-0.003222,-0.0026,0.004101,-0.002568
P9713,2002/5/29,1,-0.023048,-0.00297,-0.003641,0.005417,-0.004222
P9713,2002/5/29,2,-0.023048,-0.002992,-0.002917,0.004031,-0.003166
P9713,2002/5/29,3,-0.023048,-0.00282,-0.001491,0.004582,-0.002059
P9714,2002/5/29,3,-0.022048,-0.003123,-0.001454,0.004549,-0.001427
P9714,2002/5/29,2,-0.022048,-0.003222,-0.0026,0.004101,-0.002568
P9714,2002/5/29,1,-0.022048,-0.003176,-0.003386,0.005501,-0.003419
P9709,2002/5/30,1,-0.000048,-0.000892,-0.001691,0.001874,-0.000393
P9709,2002/5/30,2,-0.000048,-0.000971,-0.001326,0.000457,-0.000241
P9709,2002/5/30,3,-0.000048,-0.001021,-0.000762,0.001161,0.000136
P9713,2002/5/30,1,-0.000048,-0.001,-0.00122,0.000904,-0.000091
P9713,2002/5/30,3,-0.000048,-0.001102,-0.000267,0.000765,0.000172
P9713,2002/5/30,2,-0.000048,-0.001037,-0.000924,-0.000012,-0.000054
P9714,2002/5/30,3,-0.000048,-0.001021,-0.000762,0.001161,0.000136
P9714,2002/5/30,1,-0.000048,-0.000892,-0.001691,0.001874,-0.000393
P9714,2002/5/30,2,-0.000048,-0.000971,-0.001326,0.000457,-0.000241
P9709,2002/5/31,1,-0.006048,-0.002205,0.000382,0.002976,-0.000523
P9709,2002/5/31,2,-0.006048,-0.002079,0.00005,0.001725,-0.000465
P9709,2002/5/31,3,-0.006048,-0.001985,0.000837,0.001713,-0.000071
P9713,2002/5/31,2,-0.005048,-0.002193,0.000406,0.00186,-0.000449
P9713,2002/5/31,3,-0.005048,-0.00205,0.001067,0.001879,-0.000065
P9713,2002/5/31,1,-0.005048,-0.002287,0.000983,0.002849,-0.000459
P9714,2002/5/31,3,-0.006048,-0.001985,0.000837,0.001713,-0.000071
P9714,2002/5/31,1,-0.006048,-0.002205,0.000382,0.002976,-0.000523
P9714,2002/5/31,2,-0.006048,-0.002079,0.00005,0.001725,-0.000465
P9709,2002/6/3,1,-0.022048,-0.006153,0.000411,0.00597,-0.004076
P9709,2002/6/3,2,-0.022048,-0.005999,0.000814,0.003882,-0.002064
P9709,2002/6/3,3,-0.022048,-0.005806,0.001967,0.005092,-0.000679
P9713,2002/6/3,3,-0.022048,-0.005657,0.002187,0.005036,-0.000767
P9713,2002/6/3,1,-0.022048,-0.006032,0.000895,0.005829,-0.004032
P9713,2002/6/3,2,-0.022048,-0.00594,0.000929,0.003815,-0.00229
P9714,2002/6/3,2,-0.022048,-0.005999,0.000814,0.003882,-0.002064
P9714,2002/6/3,3,-0.022048,-0.005806,0.001967,0.005092,-0.000679
P9714,2002/6/3,1,-0.022048,-0.006153,0.000411,0.00597,-0.004076
P9709,2002/6/4,1,0.004953,-0.000645,-0.00029,0.000339,-0.00279
P9709,2002/6/4,2,0.004953,-0.000668,-0.000348,0.00018,-0.001471
P9709,2002/6/4,3,0.004953,0.000784,-0.000319,0.000115,-0.000174
P9713,2002/6/4,3,0.005953,-0.000068,0.001156,-0.000573,0.0006
P9713,2002/6/4,1,0.005953,-0.001421,0.00179,-0.000378,-0.00087
P9713,2002/6/4,2,0.005953,-0.001505,0.001098,-0.000551,-0.000215
P9714,2002/6/4,3,0.004953,0.000784,-0.000319,0.000115,-0.000174
P9714,2002/6/4,2,0.004953,-0.000668,-0.000348,0.00018,-0.001471
P9714,2002/6/4,1,0.004953,-0.000645,-0.00029,0.000339,-0.00279
P9709,2002/6/5,1,-0.021048,-0.007267,-0.002278,0.012231,-0.009152
P9709,2002/6/5,2,-0.021048,-0.007551,-0.001861,0.00848,-0.004693
P9709,2002/6/5,3,-0.021048,-0.006407,-0.000044,0.007993,-0.002745
P9713,2002/6/5,1,-0.020048,-0.007855,0.000737,0.01049,-0.006292
P9713,2002/6/5,3,-0.020048,-0.006818,0.002123,0.006417,-0.001596
P9713,2002/6/5,2,-0.020048,-0.008274,0.00022,0.006898,-0.002886
P9714,2002/6/5,2,-0.021048,-0.007551,-0.001861,0.00848,-0.004693
P9714,2002/6/5,3,-0.021048,-0.006407,-0.000044,0.007993,-0.002745
P9714,2002/6/5,1,-0.021048,-0.007267,-0.002278,0.012231,-0.009152
P9709,2002/6/6,1,0.043953,0.003907,0.001768,-0.007968,0.003621
P9709,2002/6/6,2,0.043953,0.004012,0.001065,-0.006128,0.001983
P9709,2002/6/6,3,0.043953,0.003822,0.000072,-0.006744,0.000391
P9713,2002/6/6,3,0.042953,0.004419,-0.001675,-0.005864,-0.000169
P9714,2002/6/6,2,0.043953,0.004012,0.001065,-0.006128,0.001983
P9713,2002/6/6,1,0.042953,0.004709,-0.000434,-0.007102,0.002308
P9713,2002/6/6,2,0.042953,0.004884,-0.000488,-0.005253,0.001215
P9714,2002/6/6,1,0.043953,0.003907,0.001768,-0.007968,0.003621
P9714,2002/6/6,3,0.043953,0.003822,0.000072,-0.006744,0.000391
P9709,2002/6/7,1,0.007953,0.002364,0.004115,-0.002418,0.002165
P9709,2002/6/7,2,0.007953,0.002381,0.002363,-0.000984,0.000933
P9709,2002/6/7,3,0.007953,0.001415,0.00219,-0.001789,0.000505
P9713,2002/6/7,3,0.006953,0.001815,0.000913,-0.001348,0.000018
P9714,2002/6/7,3,0.007953,0.001415,0.00219,-0.001789,0.000505
P9713,2002/6/7,1,0.006953,0.002756,0.002065,-0.001613,0.000974
P9713,2002/6/7,2,0.006953,0.00283,0.001075,-0.000555,0.000121
P9714,2002/6/7,2,0.007953,0.002381,0.002363,-0.000984,0.000933
P9714,2002/6/7,1,0.007953,0.002364,0.004115,-0.002418,0.002165
P9709,2002/6/10,1,-0.008048,-0.001686,0.001716,-0.00105,0.001158
P9709,2002/6/10,2,-0.008048,-0.00168,0.001034,0.000004,0.001246
P9709,2002/6/10,3,-0.008048,-0.001453,0.00142,-0.000088,0.001305
P9713,2002/6/10,2,-0.008048,-0.001781,0.001273,0.000253,0.001066
P9713,2002/6/10,3,-0.008048,-0.001526,0.001667,-0.00001,0.001177
P9713,2002/6/10,1,-0.008048,-0.001755,0.002063,-0.000514,0.001092
P9714,2002/6/10,2,-0.008048,-0.00168,0.001034,0.000004,0.001246
P9714,2002/6/10,1,-0.008048,-0.001686,0.001716,-0.00105,0.001158
P9714,2002/6/10,3,-0.008048,-0.001453,0.00142,-0.000088,0.001305
P9709,2002/6/11,3,0.008953,0.000955,-0.000595,-0.00125,0.001726
P9709,2002/6/11,2,0.008953,0.001582,0.000505,-0.00146,0.002489
P9709,2002/6/11,1,0.008953,0.001521,-0.000959,-0.00196,0.003712
P9713,2002/6/11,2,0.008953,0.001868,-0.000455,-0.000912,0.001715
P9713,2002/6/11,3,0.008953,0.001126,-0.001574,-0.000653,0.001101
P9713,2002/6/11,1,0.008953,0.001747,-0.002271,-0.001528,0.002481
P9714,2002/6/11,3,0.008953,0.000955,-0.000595,-0.00125,0.001726
P9714,2002/6/11,2,0.008953,0.001582,0.000505,-0.00146,0.002489
P9714,2002/6/11,1,0.008953,0.001521,-0.000959,-0.00196,0.003712
P9709,2002/6/12,1,-0.004048,-0.000372,-0.001046,0.000879,-0.001071
P9709,2002/6/12,2,-0.004048,-0.000374,-0.0003,0.000584,-0.000784
P9709,2002/6/12,3,-0.004048,0.000157,0.000762,0.000409,-0.000465
P9713,2002/6/12,2,-0.004048,-0.000457,-0.000277,0.000665,-0.00089
P9713,2002/6/12,3,-0.004048,0.000154,0.000687,0.000572,-0.000514
P9713,2002/6/12,1,-0.004048,-0.000452,-0.000985,0.001026,-0.001352
P9714,2002/6/12,2,-0.004048,-0.000374,-0.0003,0.000584,-0.000784
P9714,2002/6/12,1,-0.004048,-0.000372,-0.001046,0.000879,-0.001071
P9714,2002/6/12,3,-0.004048,0.000157,0.000762,0.000409,-0.000465
P9709,2002/6/13,3,-0.009048,-0.001528,0.000487,0.003046,-0.000635
P9709,2002/6/13,1,-0.009048,-0.00183,0.000806,0.003911,-0.001323
P9709,2002/6/13,2,-0.009048,-0.001821,0.000468,0.002901,-0.001352
P9713,2002/6/13,1,-0.009048,-0.002147,0.001697,0.003077,-0.000156
P9713,2002/6/13,3,-0.009048,-0.001748,0.001174,0.00256,0.000169
P9713,2002/6/13,2,-0.009048,-0.002189,0.001152,0.002159,-0.000484
P9714,2002/6/13,1,-0.009048,-0.00183,0.000806,0.003911,-0.001323
P9714,2002/6/13,3,-0.009048,-0.001528,0.000487,0.003046,-0.000635
P9714,2002/6/13,2,-0.009048,-0.001821,0.000468,0.002901,-0.001352
P9709,2002/6/14,2,-0.012048,-0.002148,0.002926,0.00216,0.000429
P9709,2002/6/14,1,-0.012048,-0.002043,0.003055,0.003477,0.000682
P9709,2002/6/14,3,-0.012048,-0.001423,0.004083,0.003061,0.000458
P9713,2002/6/14,3,-0.012048,-0.001526,0.004652,0.002934,0.00052
P9713,2002/6/14,1,-0.012048,-0.002273,0.00382,0.003319,0.000669
P9713,2002/6/14,2,-0.012048,-0.002389,0.003504,0.001994,0.000613
P9714,2002/6/14,3,-0.012048,-0.001423,0.004083,0.003061,0.000458
P9714,2002/6/14,1,-0.012048,-0.002043,0.003055,0.003477,0.000682
P9714,2002/6/14,2,-0.012048,-0.002148,0.002926,0.00216,0.000429
P9709,2002/6/17,2,0.001953,-0.001608,-0.000313,-0.002199,0.001897
P9709,2002/6/17,3,0.001953,-0.001682,-0.000526,-0.002266,0.001599
P9709,2002/6/17,1,0.001953,-0.001616,-0.000396,-0.002214,0.002154
P9713,2002/6/17,1,0.001953,-0.001026,-0.00163,-0.001749,0.001133
P9714,2002/6/17,3,0.001953,-0.001682,-0.000526,-0.002266,0.001599
P9713,2002/6/17,2,0.001953,-0.000973,-0.001267,-0.001728,0.001084
P9714,2002/6/17,2,0.001953,-0.001608,-0.000313,-0.002199,0.001897
P9713,2002/6/17,3,0.001953,-0.001195,-0.001456,-0.001837,0.000878
P9714,2002/6/17,1,0.001953,-0.001616,-0.000396,-0.002214,0.002154
P9709,2002/6/18,2,0.021953,0.002593,0.001502,-0.002819,0.001411
P9709,2002/6/18,1,0.021953,0.002766,0.00263,-0.002706,0.002021
P9709,2002/6/18,3,0.021953,0.002728,0.001154,-0.002516,0.000646
P9713,2002/6/18,1,0.020953,0.003383,0.000847,-0.002281,0.001069
P9714,2002/6/18,1,0.021953,0.002766,0.00263,-0.002706,0.002021
