MarkettypeID,date,Portfolios,RM,SMB,HML,RMW,CMA
P9713,2009/10/22,3,-0.005048,0.005929,-0.001435,-0.001185,0.002817
P9713,2009/10/22,2,-0.005048,0.008777,-0.000585,-0.002609,0.003714
P9714,2009/10/22,2,-0.006048,0.008992,-0.001091,-0.002165,0.00386
P9714,2009/10/22,3,-0.006048,0.006105,-0.002069,-0.000822,0.003018
P9714,2009/10/22,1,-0.006048,0.009364,-0.001312,-0.003382,0.002909
P9709,2009/10/23,1,0.018953,-0.005214,0.003236,0.002385,-0.003305
P9709,2009/10/23,3,0.018953,-0.004036,0.002084,0.000417,-0.000244
P9709,2009/10/23,2,0.018953,-0.00546,0.000917,0.000259,-0.00252
P9713,2009/10/23,1,0.017953,-0.00513,0.003005,0.002191,-0.003435
P9713,2009/10/23,2,0.017953,-0.005344,0.000824,0.000259,-0.00254
P9713,2009/10/23,3,0.017953,-0.003799,0.001738,0.000457,-0.000331
P9714,2009/10/23,2,0.018953,-0.00546,0.000917,0.000259,-0.00252
P9714,2009/10/23,3,0.018953,-0.004036,0.002084,0.000417,-0.000244
P9714,2009/10/23,1,0.018953,-0.005214,0.003236,0.002385,-0.003305
P9709,2009/10/26,3,0.000953,0.002332,0.000757,0.000478,-0.001326
P9709,2009/10/26,2,0.000953,0.000927,-0.002128,0.000077,-0.003712
P9709,2009/10/26,1,0.000953,0.000426,0.000147,0.000247,-0.003861
P9713,2009/10/26,3,0.000953,0.002289,0.000543,0.000505,-0.001437
P9714,2009/10/26,1,0.000953,0.000426,0.000147,0.000247,-0.003861
P9713,2009/10/26,1,0.000953,0.000296,-0.000194,-0.000046,-0.003811
P9713,2009/10/26,2,0.000953,0.000766,-0.0022,-0.000062,-0.003586
P9714,2009/10/26,3,0.000953,0.002332,0.000757,0.000478,-0.001326
P9714,2009/10/26,2,0.000953,0.000927,-0.002128,0.000077,-0.003712
P9709,2009/10/27,2,-0.028048,0.001405,-0.002607,0.000261,-0.002919
P9709,2009/10/27,3,-0.028048,0.000111,-0.001789,0.000162,-0.001349
P9709,2009/10/27,1,-0.028048,0.001175,-0.005223,0.000642,-0.003372
P9713,2009/10/27,1,-0.028048,0.001046,-0.004575,0.000598,-0.003356
P9714,2009/10/27,2,-0.028048,0.001405,-0.002607,0.000261,-0.002919
P9714,2009/10/27,1,-0.028048,0.001175,-0.005223,0.000642,-0.003372
P9714,2009/10/27,3,-0.028048,0.000111,-0.001789,0.000162,-0.001349
P9713,2009/10/27,3,-0.028048,-0.000248,-0.001193,0.00005,-0.001333
P9713,2009/10/27,2,-0.028048,0.001229,-0.002257,0.000249,-0.002896
P9709,2009/10/28,3,0.003953,0.001966,-0.001948,-0.002276,0.00291
P9709,2009/10/28,2,0.003953,0.004527,0.00067,-0.003816,0.006791
P9709,2009/10/28,1,0.003953,0.004738,0.00032,-0.001957,0.006552
P9713,2009/10/28,3,0.003953,0.002304,-0.002039,-0.002032,0.002923
P9713,2009/10/28,2,0.003953,0.004661,0.00075,-0.003609,0.006585
P9713,2009/10/28,1,0.003953,0.004889,0.000436,-0.002034,0.006014
P9714,2009/10/28,3,0.003953,0.001966,-0.001948,-0.002276,0.00291
P9714,2009/10/28,1,0.003953,0.004738,0.00032,-0.001957,0.006552
P9714,2009/10/28,2,0.003953,0.004527,0.00067,-0.003816,0.006791
P9709,2009/10/29,1,-0.023048,0.001778,-0.003212,-0.000377,-0.002156
P9709,2009/10/29,2,-0.023048,0.002334,-0.001636,0.001118,-0.001446
P9709,2009/10/29,3,-0.023048,0.002434,-0.003463,0.000515,-0.001484
P9713,2009/10/29,2,-0.023048,0.002429,-0.000862,0.000568,-0.000802
P9713,2009/10/29,1,-0.023048,0.002017,-0.001993,-0.001389,-0.001506
P9713,2009/10/29,3,-0.023048,0.002324,-0.002569,0.000035,-0.000843
P9714,2009/10/29,3,-0.023048,0.002434,-0.003463,0.000515,-0.001484
P9714,2009/10/29,1,-0.023048,0.001778,-0.003212,-0.000377,-0.002156
P9714,2009/10/29,2,-0.023048,0.002334,-0.001636,0.001118,-0.001446
P9709,2009/10/30,3,0.014953,0.001943,-0.002507,0.000233,0.001885
P9709,2009/10/30,2,0.014953,0.001382,-0.001859,-0.000704,-0.000076
P9709,2009/10/30,1,0.014953,0.001427,-0.000774,-0.002127,-0.000457
P9713,2009/10/30,3,0.012953,0.001794,-0.002356,0.000167,0.001796
P9714,2009/10/30,3,0.014953,0.001943,-0.002507,0.000233,0.001885
P9713,2009/10/30,2,0.012953,0.001232,-0.001701,-0.000829,-0.000055
P9713,2009/10/30,1,0.012953,0.001248,-0.000552,-0.002165,-0.000386
P9714,2009/10/30,1,0.014953,0.001427,-0.000774,-0.002127,-0.000457
P9714,2009/10/30,2,0.014953,0.001382,-0.001859,-0.000704,-0.000076
P9709,2009/11/2,2,0.029953,-0.000498,-0.006856,-0.000484,0.000549
P9709,2009/11/2,3,0.029953,0.001511,-0.002737,0.001265,0.00335
P9709,2009/11/2,1,0.029953,-0.000844,-0.005533,-0.000337,-0.002141
P9713,2009/11/2,2,0.029953,-0.000761,-0.007002,-0.000216,0.00003
P9713,2009/11/2,1,0.029953,-0.001136,-0.005754,0.000236,-0.002661
P9713,2009/11/2,3,0.029953,0.001538,-0.003447,0.001348,0.002818
P9714,2009/11/2,3,0.029953,0.001511,-0.002737,0.001265,0.00335
P9714,2009/11/2,2,0.029953,-0.000498,-0.006856,-0.000484,0.000549
P9714,2009/11/2,1,0.029953,-0.000844,-0.005533,-0.000337,-0.002141
P9709,2009/11/3,3,0.012953,0.00513,0.002889,-0.002718,0.00261
P9709,2009/11/3,2,0.012953,0.009589,0.000742,-0.004247,0.004581
P9709,2009/11/3,1,0.012953,0.010289,0.0009,-0.005632,0.005451
P9713,2009/11/3,2,0.012953,0.009624,0.000961,-0.00445,0.004757
P9713,2009/11/3,3,0.012953,0.00533,0.002674,-0.002767,0.002828
P9713,2009/11/3,1,0.012953,0.010312,0.001416,-0.005562,0.005627
P9714,2009/11/3,3,0.012953,0.00513,0.002889,-0.002718,0.00261
P9714,2009/11/3,2,0.012953,0.009589,0.000742,-0.004247,0.004581
P9714,2009/11/3,1,0.012953,0.010289,0.0009,-0.005632,0.005451
P9709,2009/11/4,1,0.004953,0.002319,-0.004231,0.002342,0.002283
P9709,2009/11/4,2,0.004953,0.002183,-0.002278,0.00016,0.001141
P9709,2009/11/4,3,0.004953,0.002108,0.000397,-0.000139,0.000477
P9713,2009/11/4,2,0.004953,0.002186,-0.002175,0.000035,0.001016
P9713,2009/11/4,3,0.004953,0.002364,0.000262,-0.000199,0.000268
P9713,2009/11/4,1,0.004953,0.002306,-0.004048,0.002088,0.002277
P9714,2009/11/4,2,0.004953,0.002183,-0.002278,0.00016,0.001141
P9714,2009/11/4,3,0.004953,0.002108,0.000397,-0.000139,0.000477
P9714,2009/11/4,1,0.004953,0.002319,-0.004231,0.002342,0.002283
P9709,2009/11/5,3,0.007953,0.001815,0.001663,-0.000415,0.00313
P9709,2009/11/5,2,0.007953,0.003655,0.004268,-0.002219,0.003579
P9709,2009/11/5,1,0.007953,0.003812,0.004921,-0.004196,0.002924
P9713,2009/11/5,3,0.007953,0.002103,0.001194,-0.00041,0.002901
P9713,2009/11/5,2,0.007953,0.003696,0.003943,-0.002134,0.003353
P9714,2009/11/5,1,0.007953,0.003812,0.004921,-0.004196,0.002924
P9713,2009/11/5,1,0.007953,0.003772,0.004437,-0.004128,0.00294
P9714,2009/11/5,2,0.007953,0.003655,0.004268,-0.002219,0.003579
P9714,2009/11/5,3,0.007953,0.001815,0.001663,-0.000415,0.00313
P9709,2009/11/6,3,0.002953,-0.000151,0.00284,-0.001219,-0.002488
P9709,2009/11/6,2,0.002953,0.001242,0.002105,-0.001193,0.000374
P9709,2009/11/6,1,0.002953,0.001634,0.000582,-0.001705,0.000392
P9713,2009/11/6,1,0.002953,0.001302,-0.000081,-0.001389,0.000055
P9713,2009/11/6,2,0.002953,0.000957,0.001757,-0.000984,0.000351
P9713,2009/11/6,3,0.002953,-0.000448,0.002631,-0.001211,-0.002584
P9714,2009/11/6,2,0.002953,0.001242,0.002105,-0.001193,0.000374
P9714,2009/11/6,1,0.002953,0.001634,0.000582,-0.001705,0.000392
P9714,2009/11/6,3,0.002953,-0.000151,0.00284,-0.001219,-0.002488
P9709,2009/11/9,1,0.003953,0.005571,-0.003238,-0.006864,0.004821
P9709,2009/11/9,2,0.003953,0.004985,-0.001239,-0.006432,0.003496
P9709,2009/11/9,3,0.003953,0.002554,-0.001182,-0.00596,0.000633
P9713,2009/11/9,3,0.003953,0.00299,-0.00142,-0.005689,0.000921
P9713,2009/11/9,2,0.003953,0.005339,-0.001139,-0.006198,0.003728
P9713,2009/11/9,1,0.003953,0.005854,-0.002932,-0.006851,0.005018
P9714,2009/11/9,3,0.003953,0.002554,-0.001182,-0.00596,0.000633
P9714,2009/11/9,2,0.003953,0.004985,-0.001239,-0.006432,0.003496
P9714,2009/11/9,1,0.003953,0.005571,-0.003238,-0.006864,0.004821
P9709,2009/11/10,2,0.001953,0.000242,-0.001929,0.001788,-0.002546
P9709,2009/11/10,3,0.001953,0.000487,-0.003566,0.001547,-0.001377
P9709,2009/11/10,1,0.001953,0.00022,-0.002959,0.00316,-0.002539
P9713,2009/11/10,3,0.002953,0.00015,-0.00318,0.001486,-0.001397
P9714,2009/11/10,1,0.001953,0.00022,-0.002959,0.00316,-0.002539
P9713,2009/11/10,2,0.002953,0.000021,-0.00169,0.001797,-0.00253
P9713,2009/11/10,1,0.002953,0.00004,-0.002562,0.003395,-0.002478
P9714,2009/11/10,3,0.001953,0.000487,-0.003566,0.001547,-0.001377
P9714,2009/11/10,2,0.001953,0.000242,-0.001929,0.001788,-0.002546
P9709,2009/11/11,2,-0.001048,0.005642,-0.002495,-0.002209,0.006544
P9709,2009/11/11,1,-0.001048,0.005203,-0.004361,-0.005401,0.009167
P9709,2009/11/11,3,-0.001048,0.004756,-0.002162,-0.001522,0.003414
P9713,2009/11/11,3,-0.000048,0.004727,-0.001518,-0.002049,0.003385
P9713,2009/11/11,2,-0.000048,0.005724,-0.002002,-0.002785,0.00657
P9713,2009/11/11,1,-0.000048,0.005333,-0.00364,-0.006263,0.009142
P9714,2009/11/11,1,-0.001048,0.005203,-0.004361,-0.005401,0.009167
P9714,2009/11/11,3,-0.001048,0.004756,-0.002162,-0.001522,0.003414
P9714,2009/11/11,2,-0.001048,0.005642,-0.002495,-0.002209,0.006544
P9709,2009/11/12,1,-0.000048,0.003621,-0.001928,0.002029,0.004707
P9709,2009/11/12,2,-0.000048,0.003748,-0.000997,0.001324,0.003095
P9709,2009/11/12,3,-0.000048,0.001646,-0.000762,0.002491,0.001823
P9713,2009/11/12,2,0.000953,0.003902,-0.000501,0.000858,0.003375
P9713,2009/11/12,3,0.000953,0.001501,0.000177,0.002082,0.002035
P9714,2009/11/12,1,-0.000048,0.003621,-0.001928,0.002029,0.004707
P9713,2009/11/12,1,0.000953,0.003812,-0.000889,0.001542,0.005272
P9714,2009/11/12,2,-0.000048,0.003748,-0.000997,0.001324,0.003095
P9714,2009/11/12,3,-0.000048,0.001646,-0.000762,0.002491,0.001823
P9709,2009/11/13,1,0.005953,0.005469,0.001268,-0.000684,-0.001086
P9709,2009/11/13,2,0.005953,0.005235,-0.000609,-0.002521,-0.00155
P9709,2009/11/13,3,0.005953,0.002775,0.001116,-0.001454,-0.001464
P9713,2009/11/13,2,0.008953,0.004164,0.001199,-0.003796,0.000056
P9713,2009/11/13,3,0.008953,0.000432,0.004702,-0.002535,-0.000486
P9713,2009/11/13,1,0.008953,0.004513,0.003137,-0.003347,0.001896
P9714,2009/11/13,2,0.005953,0.005235,-0.000609,-0.002521,-0.00155
P9714,2009/11/13,1,0.005953,0.005469,0.001268,-0.000684,-0.001086
P9714,2009/11/13,3,0.005953,0.002775,0.001116,-0.001454,-0.001464
P9709,2009/11/16,3,0.027953,-0.004019,0.003505,0.001516,-0.001733
P9709,2009/11/16,2,0.027953,-0.006162,0.003897,0.002864,-0.00113
P9709,2009/11/16,1,0.027953,-0.006349,0.00537,0.002624,-0.002255
P9713,2009/11/16,2,0.025953,-0.004948,0.003519,0.002614,-0.001731
P9713,2009/11/16,3,0.025953,-0.002421,0.002588,0.001446,-0.002059
P9714,2009/11/16,2,0.027953,-0.006162,0.003897,0.002864,-0.00113
P9714,2009/11/16,1,0.027953,-0.006349,0.00537,0.002624,-0.002255
P9713,2009/11/16,1,0.025953,-0.005196,0.005448,0.002269,-0.003167
P9714,2009/11/16,3,0.027953,-0.004019,0.003505,0.001516,-0.001733
P9709,2009/11/17,2,0.002953,0.004668,0.002226,-0.000044,-0.000973
P9709,2009/11/17,3,0.002953,0.004578,0.00067,0.000047,0.000973
P9709,2009/11/17,1,0.002953,0.004928,0.002568,0.00115,-0.000371
P9713,2009/11/17,2,0.003953,0.005521,0.002635,-0.000607,-0.000687
P9713,2009/11/17,3,0.003953,0.005078,0.00138,-0.000581,0.001154
P9713,2009/11/17,1,0.003953,0.005843,0.003302,0.000211,0.000344
P9714,2009/11/17,2,0.002953,0.004668,0.002226,-0.000044,-0.000973
P9714,2009/11/17,3,0.002953,0.004578,0.00067,0.000047,0.000973
P9714,2009/11/17,1,0.002953,0.004928,0.002568,0.00115,-0.000371
P9709,2009/11/18,3,0.005953,0.003267,-0.000291,-0.000226,0.000261
P9709,2009/11/18,2,0.005953,0.003586,0.004293,0.000144,-0.000667
P9709,2009/11/18,1,0.005953,0.003589,0.005657,-0.001321,0.000856
P9713,2009/11/18,3,0.005953,0.003248,0.000292,-0.000765,0.000756
P9713,2009/11/18,2,0.005953,0.00388,0.004463,-0.000598,-0.000069
P9713,2009/11/18,1,0.005953,0.003925,0.005895,-0.002459,0.001594
P9714,2009/11/18,1,0.005953,0.003589,0.005657,-0.001321,0.000856
P9714,2009/11/18,2,0.005953,0.003586,0.004293,0.000144,-0.000667
P9714,2009/11/18,3,0.005953,0.003267,-0.000291,-0.000226,0.000261
P9709,2009/11/19,1,0.004953,0.011269,0.002012,-0.002911,0.0068
P9709,2009/11/19,2,0.004953,0.011013,0.002758,-0.003317,0.006033
P9709,2009/11/19,3,0.004953,0.009101,0.000994,-0.002906,0.004164
P9713,2009/11/19,3,0.004953,0.009221,0.000832,-0.003159,0.003839
P9713,2009/11/19,2,0.004953,0.010776,0.002723,-0.003661,0.005749
P9713,2009/11/19,1,0.004953,0.010952,0.001715,-0.003533,0.006385
P9714,2009/11/19,3,0.004953,0.009101,0.000994,-0.002906,0.004164
P9714,2009/11/19,2,0.004953,0.011013,0.002758,-0.003317,0.006033
P9714,2009/11/19,1,0.004953,0.011269,0.002012,-0.002911,0.0068
P9709,2009/11/20,3,-0.003048,0.007522,-0.000947,-0.005882,0.000261
P9709,2009/11/20,2,-0.003048,0.009594,-0.001896,-0.005275,0.004717
P9709,2009/11/20,1,-0.003048,0.009401,-0.001777,-0.006366,0.007965
P9713,2009/11/20,1,-0.003048,0.009151,-0.00201,-0.006622,0.007723
P9713,2009/11/20,3,-0.003048,0.007406,-0.001378,-0.006065,0.000577
P9713,2009/11/20,2,-0.003048,0.009314,-0.002026,-0.005424,0.005036
P9714,2009/11/20,1,-0.003048,0.009401,-0.001777,-0.006366,0.007965
P9714,2009/11/20,2,-0.003048,0.009594,-0.001896,-0.005275,0.004717
P9714,2009/11/20,3,-0.003048,0.007522,-0.000947,-0.005882,0.000261
P9709,2009/11/23,3,0.009953,0.00653,0.002029,-0.001804,0.001986
P9709,2009/11/23,2,0.009953,0.009674,0.001175,-0.002363,0.003415
P9709,2009/11/23,1,0.009953,0.009812,0.000435,-0.003592,0.003485
P9713,2009/11/23,1,0.008953,0.009499,-0.000416,-0.002124,0.002395
P9713,2009/11/23,2,0.008953,0.009433,0.000641,-0.001615,0.002557
P9713,2009/11/23,3,0.008953,0.006878,0.000802,-0.001311,0.001273
P9714,2009/11/23,2,0.009953,0.009674,0.001175,-0.002363,0.003415
P9714,2009/11/23,3,0.009953,0.00653,0.002029,-0.001804,0.001986
P9714,2009/11/23,1,0.009953,0.009812,0.000435,-0.003592,0.003485
P9709,2009/11/24,1,-0.036048,-0.017206,0.001555,0.009462,-0.005947
P9709,2009/11/24,2,-0.036048,-0.016825,0.001386,0.008693,-0.006694
P9709,2009/11/24,3,-0.036048,-0.012244,0.00382,0.007276,-0.00302
P9713,2009/11/24,2,-0.037048,-0.016572,0.000501,0.009266,-0.00672
P9713,2009/11/24,1,-0.037048,-0.016927,0.000421,0.010795,-0.006503
P9713,2009/11/24,3,-0.037048,-0.012142,0.002694,0.008058,-0.002924
P9714,2009/11/24,3,-0.036048,-0.012244,0.00382,0.007276,-0.00302
P9714,2009/11/24,1,-0.036048,-0.017206,0.001555,0.009462,-0.005947
P9714,2009/11/24,2,-0.036048,-0.016825,0.001386,0.008693,-0.006694
P9709,2009/11/25,2,0.021953,0.012937,0.004365,0.000684,0.001732
P9709,2009/11/25,3,0.021953,0.009743,0.006115,0.001287,0.000194
P9709,2009/11/25,1,0.021953,0.013104,0.004228,0.001471,0.001152
P9713,2009/11/25,1,0.021953,0.01339,0.005098,0.000044,0.002061
P9713,2009/11/25,2,0.021953,0.013287,0.004832,-0.000153,0.001776
P9714,2009/11/25,2,0.021953,0.012937,0.004365,0.000684,0.001732
P9713,2009/11/25,3,0.021953,0.010404,0.006289,0.000299,0.000151
P9714,2009/11/25,3,0.021953,0.009743,0.006115,0.001287,0.000194
P9714,2009/11/25,1,0.021953,0.013104,0.004228,0.001471,0.001152
P9709,2009/11/26,2,-0.037048,-0.002767,0.002776,-0.000776,-0.00045
P9709,2009/11/26,1,-0.037048,-0.002041,0.00324,0.001654,0.00014
P9709,2009/11/26,3,-0.037048,-0.002692,-0.000843,-0.000035,0.000209
P9713,2009/11/26,3,-0.037048,-0.002811,-0.000457,-0.000762,-0.00024
P9713,2009/11/26,2,-0.037048,-0.002666,0.002854,-0.001356,-0.000364
P9713,2009/11/26,1,-0.037048,-0.001972,0.003257,0.001088,0.000871
P9714,2009/11/26,3,-0.037048,-0.002692,-0.000843,-0.000035,0.000209
P9714,2009/11/26,1,-0.037048,-0.002041,0.00324,0.001654,0.00014
P9714,2009/11/26,2,-0.037048,-0.002767,0.002776,-0.000776,-0.00045
P9709,2009/11/27,1,-0.026048,-0.001879,-0.003977,0.005737,-0.009237
P9709,2009/11/27,2,-0.026048,-0.001341,-0.003465,0.006124,-0.006863
P9709,2009/11/27,3,-0.026048,-0.001747,-0.006299,0.00441,-0.004795
P9713,2009/11/27,3,-0.026048,-0.001966,-0.005697,0.004286,-0.00424
P9713,2009/11/27,2,-0.026048,-0.001469,-0.003062,0.005892,-0.006623
P9713,2009/11/27,1,-0.026048,-0.001964,-0.003308,0.005351,-0.008674
P9714,2009/11/27,3,-0.026048,-0.001747,-0.006299,0.00441,-0.004795
P9714,2009/11/27,2,-0.026048,-0.001341,-0.003465,0.006124,-0.006863
P9714,2009/11/27,1,-0.026048,-0.001879,-0.003977,0.005737,-0.009237
P9709,2009/11/30,1,0.033953,0.005661,-0.004692,0.001938,0.00323
P9709,2009/11/30,2,0.033953,0.005954,-0.003138,0.000467,0.004161
P9709,2009/11/30,3,0.033953,0.003883,-0.001992,-0.000051,-0.002198
P9713,2009/11/30,1,0.033953,0.005843,-0.003983,0.00206,0.002602
P9713,2009/11/30,3,0.033953,0.003959,-0.001723,-0.000273,-0.0022
P9713,2009/11/30,2,0.033953,0.006018,-0.002827,0.000271,0.003729
P9714,2009/11/30,2,0.033953,0.005954,-0.003138,0.000467,0.004161
P9714,2009/11/30,1,0.033953,0.005661,-0.004692,0.001938,0.00323
P9714,2009/11/30,3,0.033953,0.003883,-0.001992,-0.000051,-0.002198
P9709,2009/12/1,2,0.014953,0.014284,0.001241,-0.002109,0.005287
P9709,2009/12/1,3,0.014953,0.011689,0.000805,-0.001528,0.001713
P9709,2009/12/1,1,0.014953,0.014266,0.001715,-0.001571,0.006049
P9713,2009/12/1,1,0.014953,0.014087,0.001798,-0.002277,0.006202
P9713,2009/12/1,3,0.014953,0.011736,0.00066,-0.002045,0.002006
P9713,2009/12/1,2,0.014953,0.014147,0.001184,-0.002707,0.005552
P9714,2009/12/1,2,0.014953,0.014284,0.001241,-0.002109,0.005287
P9714,2009/12/1,3,0.014953,0.011689,0.000805,-0.001528,0.001713
P9714,2009/12/1,1,0.014953,0.014266,0.001715,-0.001571,0.006049
P9709,2009/12/2,3,0.010953,0.004541,0.002953,-0.003854,0.000546
P9709,2009/12/2,2,0.010953,0.00547,0.00297,-0.003717,0.00087
P9709,2009/12/2,1,0.010953,0.005944,0.004297,-0.001367,-0.000959
P9713,2009/12/2,1,0.010953,0.005251,0.003727,-0.000878,-0.001383
P9713,2009/12/2,3,0.010953,0.004008,0.002822,-0.00321,0.000553
P9713,2009/12/2,2,0.010953,0.004869,0.002838,-0.00319,0.000736
P9714,2009/12/2,2,0.010953,0.00547,0.00297,-0.003717,0.00087
P9714,2009/12/2,1,0.010953,0.005944,0.004297,-0.001367,-0.000959
P9714,2009/12/2,3,0.010953,0.004541,0.002953,-0.003854,0.000546
P9709,2009/12/3,1,-0.001048,0.009579,0.000114,-0.003065,0.002909
P9709,2009/12/3,2,-0.001048,0.010276,0.001189,-0.000868,0.002337
P9709,2009/12/3,3,-0.001048,0.008936,0.000337,-0.001277,-0.000979
P9713,2009/12/3,3,-0.001048,0.008818,0.00048,-0.001048,-0.000896
P9713,2009/12/3,1,-0.001048,0.009441,0.000474,-0.003234,0.002336
P9713,2009/12/3,2,-0.001048,0.010099,0.001436,-0.000684,0.002147
P9714,2009/12/3,3,-0.001048,0.008936,0.000337,-0.001277,-0.000979
P9714,2009/12/3,2,-0.001048,0.010276,0.001189,-0.000868,0.002337
P9714,2009/12/3,1,-0.001048,0.009579,0.000114,-0.003065,0.002909
P9709,2009/12/4,3,0.010953,-0.020006,0.005885,0.004615,-0.004516
P9709,2009/12/4,2,0.010953,-0.033651,0.002288,0.006557,-0.008562
P9709,2009/12/4,1,0.010953,-0.034254,0.00868,0.006068,-0.005053
P9713,2009/12/4,3,0.009953,-0.019725,0.005817,0.00464,-0.004531
P9713,2009/12/4,1,0.009953,-0.033112,0.00784,0.00645,-0.005054
P9714,2009/12/4,3,0.010953,-0.020006,0.005885,0.004615,-0.004516
P9714,2009/12/4,1,0.010953,-0.034254,0.00868,0.006068,-0.005053
P9713,2009/12/4,2,0.009953,-0.032606,0.001881,0.006493,-0.008598
P9714,2009/12/4,2,0.010953,-0.033651,0.002288,0.006557,-0.008562
P9709,2009/12/7,2,0.005953,0.010602,-0.001372,-0.002136,0.004051
P9709,2009/12/7,1,0.005953,0.01101,-0.003162,-0.003324,0.001559
P9709,2009/12/7,3,0.005953,0.007374,-0.001781,-0.001805,0.003686
P9713,2009/12/7,1,0.006953,0.01073,-0.003104,-0.003261,0.001803
P9713,2009/12/7,2,0.006953,0.010342,-0.001439,-0.002432,0.004191
P9713,2009/12/7,3,0.006953,0.007245,-0.001875,-0.002071,0.003833
P9714,2009/12/7,1,0.005953,0.01101,-0.003162,-0.003324,0.001559
P9714,2009/12/7,3,0.005953,0.007374,-0.001781,-0.001805,0.003686
P9714,2009/12/7,2,0.005953,0.010602,-0.001372,-0.002136,0.004051
P9709,2009/12/8,2,-0.010048,0.010903,0.000747,0.000632,-0.000372
P9709,2009/12/8,3,-0.010048,0.008184,0.000259,0.000821,-0.000702
P9709,2009/12/8,1,-0.010048,0.010933,0.00042,-0.000452,-0.000435
P9713,2009/12/8,2,-0.009048,0.010417,0.000674,0.000458,-0.000247
P9714,2009/12/8,2,-0.010048,0.010903,0.000747,0.000632,-0.000372
P9713,2009/12/8,1,-0.009048,0.010447,0.000183,-0.000529,-0.000355
P9713,2009/12/8,3,-0.009048,0.007809,0.000319,0.000641,-0.00061
P9714,2009/12/8,1,-0.010048,0.010933,0.00042,-0.000452,-0.000435
P9714,2009/12/8,3,-0.010048,0.008184,0.000259,0.000821,-0.000702
P9709,2009/12/9,3,-0.016048,0.001367,-0.001053,0.001838,-0.001344
P9709,2009/12/9,2,-0.016048,0.001732,0.001902,0.00307,-0.002075
P9709,2009/12/9,1,-0.016048,0.001087,0.001589,0.001313,-0.000104
P9713,2009/12/9,3,-0.016048,0.000911,-0.000705,0.001931,-0.001317
P9713,2009/12/9,1,-0.016048,0.000836,0.001388,0.001464,-0.000132
P9714,2009/12/9,1,-0.016048,0.001087,0.001589,0.001313,-0.000104
P9714,2009/12/9,2,-0.016048,0.001732,0.001902,0.00307,-0.002075
P9713,2009/12/9,2,-0.016048,0.00147,0.001795,0.00309,-0.002047
P9714,2009/12/9,3,-0.016048,0.001367,-0.001053,0.001838,-0.001344
P9709,2009/12/10,1,0.004953,0.003433,-0.000758,-0.00516,0.004617
P9709,2009/12/10,2,0.004953,0.003354,-0.000475,-0.004387,0.00413
P9709,2009/12/10,3,0.004953,0.001324,0.001264,-0.002724,0.003169
P9713,2009/12/10,1,0.004953,0.003572,-0.000762,-0.004673,0.004349
P9713,2009/12/10,2,0.004953,0.00351,-0.000536,-0.004102,0.004013
P9713,2009/12/10,3,0.004953,0.001683,0.000969,-0.002481,0.003097
P9714,2009/12/10,1,0.004953,0.003433,-0.000758,-0.00516,0.004617
P9714,2009/12/10,2,0.004953,0.003354,-0.000475,-0.004387,0.00413
P9714,2009/12/10,3,0.004953,0.001324,0.001264,-0.002724,0.003169
P9709,2009/12/11,3,-0.001048,0.001227,-0.000572,0.00088,0.00018
P9709,2009/12/11,1,-0.001048,0.001869,-0.002226,0.00013,-0.000558
P9709,2009/12/11,2,-0.001048,0.001758,-0.001515,0.00021,-0.00047
P9713,2009/12/11,3,-0.001048,0.000862,-0.00032,0.001072,0.000323
P9713,2009/12/11,1,-0.001048,0.001484,-0.00196,0.000405,-0.000275
P9713,2009/12/11,2,-0.001048,0.0014,-0.001312,0.000378,-0.000389
P9714,2009/12/11,2,-0.001048,0.001758,-0.001515,0.00021,-0.00047
P9714,2009/12/11,1,-0.001048,0.001869,-0.002226,0.00013,-0.000558
P9714,2009/12/11,3,-0.001048,0.001227,-0.000572,0.00088,0.00018
P9709,2009/12/14,3,0.013953,-0.009569,0.004614,0.003374,-0.004813
P9709,2009/12/14,2,0.013953,-0.014759,0.006084,0.005513,-0.008122
P9709,2009/12/14,1,0.013953,-0.015241,0.009837,0.005395,-0.008373
P9713,2009/12/14,2,0.013953,-0.014425,0.005588,0.005811,-0.008041
P9714,2009/12/14,3,0.013953,-0.009569,0.004614,0.003374,-0.004813
P9714,2009/12/14,1,0.013953,-0.015241,0.009837,0.005395,-0.008373
P9713,2009/12/14,3,0.013953,-0.009411,0.004214,0.003848,-0.004803
P9713,2009/12/14,1,0.013953,-0.014907,0.009046,0.005876,-0.008064
P9714,2009/12/14,2,0.013953,-0.014759,0.006084,0.005513,-0.008122
P9709,2009/12/15,2,-0.007048,0.0117,-0.000252,-0.001837,0.000095
P9709,2009/12/15,3,-0.007048,0.009601,-0.001469,-0.001935,-0.000084
P9709,2009/12/15,1,-0.007048,0.011536,-0.001551,-0.00197,-0.001752
P9713,2009/12/15,1,-0.007048,0.011335,-0.001237,-0.002489,-0.001305
P9713,2009/12/15,2,-0.007048,0.011485,-0.00011,-0.002032,0.000405
P9714,2009/12/15,3,-0.007048,0.009601,-0.001469,-0.001935,-0.000084
P9713,2009/12/15,3,-0.007048,0.009566,-0.001384,-0.002064,0.000274
P9714,2009/12/15,1,-0.007048,0.011536,-0.001551,-0.00197,-0.001752
P9714,2009/12/15,2,-0.007048,0.0117,-0.000252,-0.001837,0.000095
P9709,2009/12/16,3,-0.006048,0.002143,-0.002704,0.000141,0.000663
