date,Mkt-RF,SMB,HML,RF
2012-09,2.73,0.49,1.53,0.01
2012-10,-1.76,-1.15,3.79,0.01
2012-11,0.78,0.59,-0.97,0.01
2012-12,1.18,1.48,3.58,0.01
2013-01,5.57,0.39,0.95,0
2013-02,1.29,-0.45,0.03,0
2013-03,4.03,0.81,-0.3,0
2013-04,1.55,-2.42,0.62,0
2013-05,2.8,1.66,2.6,0
2013-06,-1.2,1.17,-0.17,0
2013-07,5.65,1.86,0.56,0
2013-08,-2.71,0.31,-2.78,0
2013-09,3.77,2.92,-1.19,0
2013-10,4.18,-1.51,1.14,0
2013-11,3.12,1.22,0.24,0
2013-12,2.81,-0.5,-0.31,0
2014-01,-3.32,0.85,-2.09,0
2014-02,4.65,0.34,-0.4,0
2014-03,0.43,-1.89,5.09,0
2014-04,-0.19,-4.24,1.14,0
2014-05,2.06,-1.86,-0.27,0
2014-06,2.61,3.08,-0.74,0
2014-07,-2.04,-4.25,0.01,0
2014-08,4.24,0.36,-0.59,0
2014-09,-1.97,-3.83,-1.23,0
2014-10,2.52,4.21,-1.7,0
2014-11,2.55,-2.09,-3,0
2014-12,-0.06,2.55,2.06,0
2015-01,-3.11,-0.56,-3.48,0
2015-02,6.13,0.49,-1.81,0
2015-03,-1.12,3.03,-0.46,0
2015-04,0.59,-2.98,1.85,0
2015-05,1.36,0.87,-1.37,0
2015-06,-1.53,2.83,-0.79,0
2015-07,1.54,-4.15,-4.12,0
2015-08,-6.04,0.49,2.66,0
2015-09,-3.08,-2.64,0.53,0
2015-10,7.75,-1.97,-0.07,0
2015-11,0.56,3.64,-0.51,0
2015-12,-2.17,-2.83,-2.59,0.01
2016-01,-5.77,-3.35,2.08,0.01
2016-02,-0.07,0.79,-0.5,0.02
2016-03,6.96,0.87,1.16,0.02
2016-04,0.92,0.69,3.26,0.01
2016-05,1.78,-0.27,-1.81,0.01
2016-06,-0.05,0.65,-1.47,0.02
2016-07,3.95,2.64,-1.11,0.02
2016-08,0.5,1.16,3.34,0.02
2016-09,0.25,2.02,-1.49,0.02
2016-10,-2.02,-4.39,4.16,0.02
2016-11,4.86,5.47,8.29,0.01
2016-12,1.82,0.1,3.58,0.03
2017-01,1.94,-1.04,-2.78,0.04
2017-02,3.57,-2.02,-1.79,0.04
2017-03,0.17,1.2,-3.17,0.03
2017-04,1.09,0.71,-1.87,0.05
2017-05,1.06,-2.54,-3.78,0.06
2017-06,0.78,2.17,1.35,0.06
2017-07,1.87,-1.41,-0.29,0.07
2017-08,0.16,-1.67,-2.24,0.09
2017-09,2.51,4.55,3.03,0.09
2017-10,2.25,-1.94,-0.05,0.09
2017-11,3.12,-0.65,-0.04,0.08
2017-12,1.06,-1.28,0.14,0.09
2018-01,5.58,-3.03,-1.37,0.11
2018-02,-3.65,0.26,-1.19,0.11
2018-03,-2.35,3.95,-0.12,0.12
2018-04,0.29,1.12,0.54,0.14
2018-05,2.65,5.23,-3.16,0.14
2018-06,0.48,1.18,-2.38,0.14
2018-07,3.19,-2.18,0.4,0.16
2018-08,3.44,1.15,-4.08,0.16
2018-09,0.06,-2.37,-1.3,0.15
2018-10,-7.68,-4.76,3.44,0.19
2018-11,1.69,-0.79,0.25,0.18
2018-12,-9.55,-2.63,-1.47,0.19
2019-01,8.41,3.01,-0.62,0.21
2019-02,3.4,2.06,-2.84,0.18
2019-03,1.1,-3.13,-4.07,0.19
2019-04,3.96,-1.68,1.93,0.21
2019-05,-6.94,-1.2,-2.39,0.21
2019-06,6.93,0.33,-1.08,0.18
2019-07,1.19,-2.07,0.14,0.19
2019-08,-2.58,-2.41,-4.99,0.16
2019-09,1.44,-0.9,6.71,0.18
2019-10,2.06,0.25,-2.07,0.15
2019-11,3.87,0.87,-1.86,0.12
2019-12,2.77,0.69,1.82,0.14
