index,0,1,2,3
410,-0.036075865,-0.036075865,-0.178896821,-0.270136273
411,0.061900964,0.061900964,0.085373929,0.080206226
413,0.045636998,0.045636998,0.092000184,0.031279545
415,0.105863379,0.105863379,0.119665913,0.10797018
416,0.00870856,0.00870856,0.010420631,0.006560084
417,0.051868699,0.051868699,0.09292057,0.050391302
418,0.073181016,0.073181016,0.111612522,
419,0.051434362,0.051434362,0.075888722,0.034745721
420,0.032858573,0.032858573,0.037598147,0.014735964
421,0.060812016,0.060812016,0.094370058,0.035421583
422,0.152725078,0.152725078,0.120992788,0.026668805
423,0.0394755,0.0394755,0.080668107,0.007378847
425,0.048865381,0.048865381,0.08124221,0.065603359
426,0.051897691,0.051897691,-0.018338319,-0.007777894
428,-0.096452052,-0.096452052,-0.276338262,-0.055954687
429,0.104533473,0.104533473,0.130216825,0.064134875
430,0.02237553,0.02237553,0.01275238,0.003558646
488,0.23396982,0.23396982,0.273754431,0.059947742
498,0.061324164,0.061324164,0.119462091,0.041301271
501,0.096107921,0.096107921,0.144024538,0.072566919
502,0.033248729,0.033248729,0.054328698,-0.000706417
503,-0.006419528,-0.006419528,-0.01322191,-0.007286393
504,-0.005645348,-0.005645348,-0.009793251,-0.004035261
505,0.036375575,0.036375575,0.061608472,0.016143541
506,-0.000779543,-0.000779543,0.011946361,-0.003997654
507,0.024407308,0.024407308,0.037038706,0.023078211
509,-0.00277427,-0.00277427,-0.022837021,-0.001413058
510,0.030632284,0.030632284,0.042966692,0.017408213
513,0.064176719,0.064176719,0.099337389,0.053094483
514,0.008021833,0.008021833,0.014124846,0.00487196
516,0.216747424,0.216747424,0.229921538,0.000207714
517,0.048423153,0.048423153,0.074528721,0.05520715
518,-0.002258556,-0.002258556,-0.008342092,-0.002712862
519,0.024165,0.024165,0.039382884,0.014987862
520,0.01770829,0.01770829,0.021001403,0.006784507
521,0.022389731,0.022389731,0.013343536,0.014702165
523,0.007011259,0.007011259,0.013347504,0.005029948
524,0.033076577,0.033076577,0.047135896,0.03513177
525,0.061344767,0.061344767,0.078199732,0.0341874
526,,,0.005849477,0.046041726
528,0.062151419,0.062151419,0.094711038,0.071945249
529,0.037756889,0.037756889,0.0731712,0.026301166
530,0.034583684,0.034583684,0.055123843,0.040885754
531,0.026674927,0.026674927,0.029555009,0.054521847
532,0.006178942,0.006178942,0.018991743,0.005161262
533,-0.006843301,-0.006843301,-0.702031883,-0.011022504
534,0.000241922,0.000241922,0.008292772,0.004760222
536,-0.068149728,-0.068149728,-0.963958841,-0.102479617
537,0.154630099,0.154630099,0.17937818,0.120346414
538,0.03722043,0.03722043,0.042711813,0.025812469
539,0.070261816,0.070261816,0.044153369,0.044708264
540,,,,0.043969874
541,0.049766377,0.049766377,0.067385865,0.029428432
543,0.047923858,0.047923858,0.074587683,0.055291188
544,0.041992664,0.041992664,0.084072983,0.023874618
545,,,0.033037216,0.009970665
546,0.058536236,0.058536236,0.071940752,0.033640153
547,0.021648819,0.021648819,0.042902998,0.015658172
548,0.008648298,0.008648298,0.014098697,0.006958686
550,0.037060807,0.037060807,0.01386128,0.005846682
551,0.062663253,0.062663253,0.067120642,0.036881138
552,0.074877463,0.074877463,0.097956368,0.044648334
553,0.087684643,0.087684643,0.115437083,0.024088686
554,0.000441059,0.000441059,0.000834126,0.000469812
555,0.027262812,0.027262812,0.005253117,0.011548574
557,0.013673517,0.013673517,0.029459418,0.011650173
558,0.005365915,0.005365915,-0.01451008,-0.009960052
559,0.036596522,0.036596522,0.053099729,0.020154791
560,0.040680273,0.040680273,0.063260973,0.035103895
561,0.0026591,0.0026591,0.029235008,0.000498092
563,0.020988001,0.020988001,0.030072253,0.019765371
564,0.040914411,0.040914411,0.049940512,-0.000603673
565,0.021315034,0.021315034,0.024482436,0.011553903
566,0.026992027,0.026992027,0.014956924,0.008691624
567,0.014175979,0.014175979,0.024533458,0.019490625
568,0.040493527,0.040493527,0.058943123,0.023477252
570,0.013849138,0.013849138,0.040406293,0.009107224
571,-0.007405362,-0.007405362,-0.380443785,-0.045194747
572,-0.128111357,-0.128111357,-0.648957641,-0.04059665
573,-0.02334326,-0.02334326,0.020069232,0.02045328
576,-0.014520579,-0.014520579,0.040489486,0.007503422
581,0.128124322,0.128124322,0.166936648,0.082122963
582,0.049949757,0.049949757,0.061790908,0.034858839
584,0.016290069,0.016290069,0.030988172,0.007979541
585,0.007334988,0.007334988,0.011229542,-0.002900143
586,-0.00224276,-0.00224276,-0.000834532,0.001168806
587,-0.027741189,-0.027741189,-0.615633561,-0.240002079
589,0.023428837,0.023428837,0.033941397,0.028601033
590,-0.005429894,-0.005429894,-0.020978457,0.005577742
591,0.071681662,0.071681662,0.096099918,0.037986247
592,0.017413953,0.017413953,0.006090238,0.001491973
593,0.006082941,0.006082941,-0.080565186,0.00564727
595,-0.000649222,-0.000649222,-0.050033367,-0.033777028
596,0.040371189,0.040371189,0.084105945,0.028045237
597,0.022893953,0.022893953,0.034796829,0.017875801
598,0.065246696,0.065246696,0.083818875,0.044573897
599,0.009457966,0.009457966,0.009340916,0.007385999
600,0.04801726,0.04801726,0.073565338,0.043244106
601,0.05999261,0.05999261,0.078824225,0.070567458
603,0.060557998,0.060557998,0.080798411,0.030318878
605,0.013939532,0.013939532,0.027485203,0.006067961
606,0.082217976,0.082217976,0.024371454,0.021439777
607,0.023539823,0.023539823,0.038031377,0.010532891
608,0.003285897,0.003285897,0.023058992,-0.002115154
609,-0.004245253,-0.004245253,-0.039199516,-0.038007982
610,-0.007154229,-0.007154229,0.048740235,-0.0024089
611,-0.025748069,-0.025748069,-0.086356748,-0.025182391
612,-0.026481006,-0.026481006,-0.093644415,-0.005390682
613,0.000263179,0.000263179,0.000316748,0.000460175
615,0.000646902,0.000646902,0.030791093,0.017112274
616,0.086806649,0.086806649,0.100416889,3.47E-05
617,0.111560558,0.111560558,0.146799104,0.068553508
619,0.002606957,0.002606957,0.00167629,0.001554268
620,0.032949557,0.032949557,0.168506898,0.013629437
622,0.003665029,0.003665029,0.002854702,-0.003034861
623,0.046650383,0.046650383,0.055108482,0.045648825
625,0.041239402,0.041239402,0.028140405,-0.086772648
626,0.01483925,0.01483925,0.026319405,0.016353642
627,0.056912478,0.056912478,0.085769254,0.046614809
628,0.004595528,0.004595528,0.02615696,0.010044312
629,0.055476295,0.055476295,0.122745954,0.041757459
630,0.035492569,0.035492569,0.04725869,0.01926934
631,0.106246733,0.106246733,0.1529233,0.066054549
632,0.005944615,0.005944615,0.017461709,0.01349677
633,-0.006619059,-0.006619059,0.000736765,-0.003826508
635,0.024500963,0.024500963,0.010420747,0.013252037
636,0.066592107,0.066592107,0.107003843,0.027834563
637,0.015591348,0.015591348,0.020664327,0.036756499
638,-0.01518647,-0.01518647,-0.084356992,-0.00170941
639,0.057204907,0.057204907,0.107663172,0.040074246
650,0.053591981,0.053591981,0.086070888,0.041934839
651,0.087833592,0.087833592,0.12286378,0.04175631
652,0.021426484,0.021426484,0.101176656,0.005834
655,0.035322291,0.035322291,0.049828387,0.022723771
656,0.087402376,0.087402376,0.121638682,0.098354249
657,0.028083328,0.028083328,0.043407884,0.016880518
659,0.006344564,0.006344564,0.003835869,-0.0043037
661,0.030649948,0.030649948,0.049137883,0.017609628
662,0.019755565,0.019755565,0.022333059,0.012801998
663,-0.028925333,-0.028925333,-0.659187266,-0.010172067
665,0.042187102,0.042187102,0.045646797,0.023734226
666,,,0.368503671,0.136840844
667,0.038185609,0.038185609,0.023299507,0.001080548
668,0.00410047,0.00410047,0.007575403,0.030916806
669,0.043670638,0.043670638,-0.442846651,-0.058857274
670,-0.020058593,-0.020058593,-0.069199284,-0.02124068
671,0.067716225,0.067716225,0.185841399,0.058678923
672,0.130821087,0.130821087,0.216544198,0.096708838
673,0.020215611,0.020215611,-0.431553319,-0.017648465
676,0.05206621,0.05206621,0.077899104,0.035439356
677,0.003402922,0.003402922,0.002850718,0.002718135
678,-0.006712857,-0.006712857,-0.02437711,0.000577802
679,-0.118065022,-0.118065022,-0.314754029,-0.06542785
680,0.020062227,0.020062227,0.020958203,0.010117017
681,0.011952376,0.011952376,0.020520334,0.009652696
682,0.027295616,0.027295616,0.050299856,0.017562302
683,0.10665908,0.10665908,0.173847815,0.06013084
685,0.056472189,0.056472189,0.070101025,0.040207972
686,0.019211127,0.019211127,0.021292032,0.029299552
687,0.008815922,0.008815922,-0.091524957,-0.014765416
688,0.022012407,0.022012407,0.030722743,0.012772499
690,0.039140688,0.039140688,0.031568435,0.022620101
691,0.009468886,0.009468886,0.007267356,-0.003330278
692,-0.181931987,-0.181931987,0.01683514,-0.111601089
695,0.025051558,0.025051558,0.028136108,0.004654862
697,-0.022706991,-0.022706991,0.00263478,-0.006357266
698,0.029743611,0.029743611,0.039760157,0.018401723
700,0.002572923,0.002572923,0.004175397,0.01888555
701,0.030245471,0.030245471,0.019236043,0.008972249
702,0.031428953,0.031428953,0.03560063,0.003061977
703,0.066828955,0.066828955,0.074103737,0.041033802
705,0.025122801,0.025122801,0.035477427,0.021434176
707,0.080479466,0.080479466,0.058649906,0.003035337
708,0.084244757,0.084244757,0.129443811,0.051514654
709,0.113804414,0.113804414,0.145283083,0.043875875
710,0.017281856,0.017281856,0.022964338,0.01967978
711,,,0.01942505,0.00476747
712,-0.006278151,-0.006278151,-0.019072261,0.011620534
713,-0.011235925,-0.011235925,0.041910816,0.006631711
715,0.036011814,0.036011814,0.055697551,0.029596609
716,0.020290201,0.020290201,0.011625239,0.005375342
717,0.175850489,0.175850489,0.300344281,0.093967173
718,0.054316959,0.054316959,0.101430032,0.058732245
719,0.064945574,0.064945574,0.092051927,0.050061411
720,0.124272942,0.124272942,0.241962183,0.053713609
721,-0.002214896,-0.002214896,0.004201542,-0.007920211
722,0.024877285,0.024877285,0.026463222,0.023605002
723,0.090854056,0.090854056,0.157522067,0.016860672
725,0.027845923,0.027845923,0.032337131,0.009684238
726,0.101423306,0.101423306,0.129915316,0.064676565
727,-0.347316895,-0.347316895,-0.244775676,-0.172013744
728,0.014150472,0.014150472,0.028544208,0.014022344
729,0.035794935,0.035794935,0.014093974,0.030391778
731,0.061710216,0.061710216,0.075056584,0.021513887
732,0.110697693,0.110697693,0.224163472,0.076253241
733,0.033745575,0.033745575,0.045652205,0.025723383
735,0.035767787,0.035767787,0.03512994,-0.004119537
736,0.10775283,0.10775283,0.347830084,0.051059407
737,-0.105452017,-0.105452017,0.167784123,0.004373948
738,0.014788262,0.014788262,0.018628151,0.01182158
739,0.032999838,0.032999838,0.042262519,0.024241682
750,0.011335939,0.011335939,0.006086568,0.019521909
751,0.012105101,0.012105101,0.013208371,0.013600023
752,0.010449637,0.010449637,-0.20600294,-0.023541506
753,0.016915497,0.016915497,0.028420943,0.013242382
755,-0.04693079,-0.04693079,0.024547546,0.040663205
756,0.079839239,0.079839239,0.115777076,0.052676722
757,0.035084881,0.035084881,0.033291877,0.031386291
758,0.03683214,0.03683214,0.034461072,0.018344115
759,0.108681175,0.108681175,0.121612862,0.007870713
760,-0.118721141,-0.118721141,-0.515245121,-0.027112439
761,0.056563696,0.056563696,0.08873478,0.030308601
762,-0.011327072,-0.011327072,-0.056067884,-0.002094489
766,0.022575007,0.022575007,0.049654993,0.017920427
767,-0.005190448,-0.005190448,0.006490611,0.002780579
768,0.003827679,0.003827679,0.013855913,0.005052194
776,0.052628302,0.052628302,0.061714014,0.054588778
777,0.013423037,0.013423037,0.026779755,0.008306013
778,0.096827239,0.096827239,0.118252866,0.053861903
779,-0.00267085,-0.00267085,0.147676023,0.0454958
780,-0.014121862,-0.014121862,-0.082493943,-0.0502491
782,0.01313311,0.01313311,0.016943923,0.000519957
783,0.020699038,0.020699038,0.007970347,0.024688323
785,0.066633311,0.066633311,0.067130886,0.052274675
786,0.073269081,0.073269081,0.106706342,-0.022378843
788,0.010778814,0.010778814,0.014470985,0.007222191
789,0.194010333,0.194010333,0.275137644,0.11595025
790,0.005814674,0.005814674,0.013701231,0.014069067
791,0.114020007,0.114020007,0.103388136,0.037404245
792,-0.044866391,-0.044866391,-0.185148102,-0.024203938
793,0.007259136,0.007259136,-0.831836873,0.029651481
795,0.014785157,0.014785157,0.029956509,0.007626669
796,0.053064361,0.053064361,0.040999573,0.013250039
797,0.036942448,0.036942448,0.071516017,0.013798227
798,0.03250769,0.03250769,0.032629981,-0.024211386
799,0.024391186,0.024391186,0.042885822,0.018993202
800,0.025061898,0.025061898,0.025570857,0.002232936
801,0.004280201,0.004280201,0.020455261,0.000393179
802,0.006092645,0.006092645,0.040910144,-0.008273763
803,-0.007656188,-0.007656188,0.004116177,-0.027999575
806,-0.03067704,-0.03067704,-0.172540257,-0.04085267
807,0.00886092,0.00886092,-0.172590528,0.014817381
809,0.005388019,0.005388019,0.049868305,-0.020618645
810,0.031966137,0.031966137,0.052941571,0.026790408
811,0.061401648,0.061401648,0.089419172,0.037827788
812,0.010327526,0.010327526,0.008900949,0.000199213
813,0.041075358,0.041075358,0.045222072,0.01416466
815,0.006003169,0.006003169,0.009560054,0.000453574
816,-0.048821039,-0.048821039,0.001108933,-0.0099964
818,0.046560409,0.046560409,0.081181726,0.020761817
819,0.013400684,0.013400684,0.019432533,0.010115247
820,-0.024984176,-0.024984176,-0.196666146,-0.057290356
821,0.057945847,0.057945847,0.037665723,0.028983502
822,0.086856387,0.086856387,0.13520088,0.045305538
823,0.062569269,0.062569269,0.078820952,0.024645018
825,0.12380661,0.12380661,0.208193708,0.049388401
826,0.045800262,0.045800262,0.046379577,0.022270228
828,0.089442073,0.089442073,0.136405186,0.058294882
829,0.000366693,0.000366693,-0.039617164,0.00369136
830,0.109707612,0.109707612,0.213614743,0.04788273
831,0.008316031,0.008316031,0.012351457,0.00327465
833,0.027891647,0.027891647,0.027330349,0.012162283
835,-0.013157417,-0.013157417,-0.330066672,0.001701265
836,0.023841921,0.023841921,0.023030374,0.006655422
837,-0.002312783,-0.002312783,-0.102640139,0.007429663
838,0.004347942,0.004347942,0.016029905,-0.011507644
839,-0.001042402,-0.001042402,0.145289695,0.00870862
848,0.040312067,0.040312067,0.05244845,0.032197726
850,0.037486696,0.037486696,0.031925134,0.070966012
851,0.010274121,0.010274121,0.01348068,0.002465175
852,-0.003470386,-0.003470386,0.007459092,0.00586453
856,0.003766427,0.003766427,0.004234353,0.004701876
858,0.037775416,0.037775416,0.071083135,0.021420556
859,0.029148699,0.029148699,0.041344027,0.003497904
860,0.019993982,0.019993982,0.040013519,0.018840579
861,0.027881767,0.027881767,0.032080218,0.010793145
862,0.027439829,0.027439829,0.025078176,0.008315905
863,0.014197741,0.014197741,-0.093000336,0.049074836
868,-0.086798682,-0.086798682,-0.32274464,0.01260628
869,0.04636342,0.04636342,0.088336376,0.041343746
875,0.015102372,0.015102372,0.047883692,0.052506071
876,0.087364229,0.087364229,0.088679494,0.028385611
877,0.102544237,0.102544237,0.166034483,0.060811174
878,0.045167591,0.045167591,0.035767948,0.031676076
880,0.030382597,0.030382597,0.020916618,0.019871749
881,0.028178744,0.028178744,0.054836373,0.006962628
882,0.045083618,0.045083618,0.004745177,0.006107286
883,0.068942986,0.068942986,0.079803391,0.040510625
885,0.094034383,0.094034383,0.165575963,0.061915795
886,0.038283293,0.038283293,0.044789917,0.011245859
887,0.077331277,0.077331277,0.092103594,0.039312152
888,0.04796338,0.04796338,0.070012062,0.024275038
889,0.020154584,0.020154584,0.037053404,0.009783027
890,0.020954116,0.020954116,-0.086941166,-0.040233164
892,0.04015512,0.04015512,0.069233976,0.005024836
893,-0.001733451,-0.001733451,-0.000387232,0.003396988
895,0.043736209,0.043736209,0.065218748,0.030185271
897,-0.009392666,-0.009392666,-0.039644516,-0.006335288
898,0.181512824,0.181512824,0.252089037,0.047002654
899,0.045347746,0.045347746,0.044110148,0.03646807
900,0.129229691,0.129229691,0.161933108,0.085676975
901,0.010251159,0.010251159,0.031832115,0.006454146
902,0.061810545,0.061810545,0.070896279,0.045800569
903,0.036662064,0.036662064,0.048545482,0.025997143
905,0.021708753,0.021708753,0.033272536,0.027604404
906,0.065021233,0.065021233,0.093130087,0.072537863
908,0.025763223,0.025763223,0.050825922,0.011967794
909,0.021372548,0.021372548,0.031038886,0.009336232
910,0.069739279,0.069739279,0.133917425,0.032834549
911,-0.32271499,-0.32271499,-0.779800605,-0.248320617
912,,,0.047123666,0.012059883
913,0.016282233,0.016282233,0.008857511,0.016278834
915,0.079784528,0.079784528,0.069073638,0.032118901
917,0.002650005,0.002650005,0.027704875,0.00350264
918,-0.060446354,-0.060446354,-0.120353267,-0.033531963
919,0.04508189,0.04508189,0.091414824,0.063793483
920,0.031278392,0.031278392,0.04777141,0.017721686
921,0.147375188,0.147375188,0.222871862,0.087527341
922,0.081097542,0.081097542,0.084780475,0.039243261
923,0.011441423,0.011441423,0.023914239,0.03419495
925,0.017391148,0.017391148,0.008212085,0.007475441
926,0.105647434,0.105647434,0.2013036,0.071585585
927,-0.188299808,-0.188299808,0.007283512,-0.081704867
928,0.046277711,0.046277711,0.077981539,0.035896806
929,-0.01834572,-0.01834572,-0.056967217,0.015698366
930,0.043350418,0.043350418,0.037737868,0.012848639
931,0.026554635,0.026554635,0.023194297,0.012284486
932,0.271035692,0.271035692,0.535258273,0.164169995
933,0.026400194,0.026400194,-0.008627151,0.027648584
935,0.043267201,0.043267201,0.061289587,0.032849067
936,0.068020049,0.068020049,0.062462065,0.043301783
937,0.071992143,0.071992143,0.078756856,0.045561773
938,0.033088277,0.033088277,0.06430367,0.025272452
939,-0.406782348,-0.406782348,-1.023675665,
948,0.00793125,0.00793125,0.041985196,-0.01133697
949,0.023916538,0.023916538,0.033657609,0.018516746
950,0.037489652,0.037489652,0.086555826,0.057178762
951,0.116894944,0.116894944,0.162288305,0.080917304
952,0.045961827,0.045961827,0.069309834,0.024637695
953,-0.100571409,-0.100571409,-0.239352907,-0.030771768
955,-0.014520056,-0.014520056,-0.05194161,-0.003338504
957,0.010274842,0.010274842,0.013861031,0.007405497
958,0.035987875,0.035987875,0.036669797,0.029335374
959,0.126518392,0.126518392,0.168853444,0.070529404
960,0.052214469,0.052214469,0.07054208,0.031384725
961,0.067675965,0.067675965,0.11111668,0.045114176
962,0.001113166,0.001113166,0.011191609,0.001003164
963,0.031210703,0.031210703,0.062077883,0.036613943
965,0.080695862,0.080695862,0.022707097,-0.006048985
966,0.055808278,0.055808278,0.055432254,0.040998417
967,0.035852553,0.035852553,0.205987999,0.027418645
968,0.035008332,0.035008332,0.064775156,0.029438378
969,-0.016302219,-0.016302219,-0.071010984,0.01110707
970,0.025493461,0.025493461,0.038143214,0.009692514
971,0.005390663,0.005390663,-0.607612452,0.002634712
972,-0.053799968,-0.053799968,-0.215827367,0.014300527
973,0.013640672,0.013640672,0.038942502,0.011550219
975,0.035007889,0.035007889,0.038118879,0.018415155
976,0.028077956,0.028077956,0.018247211,0.015473351
977,0.011633409,0.011633409,0.031734491,0.008839685
978,0.029986616,0.029986616,0.035133939,-0.003075129
979,-0.255072227,-0.255072227,,
980,0.038413019,0.038413019,0.091205194,-0.033879834
981,,,-0.037702105,-0.022398814
982,-0.199059959,-0.199059959,-1.304511648,-0.166890731
983,0.083693653,0.083693653,0.124223594,0.076075871
985,-0.005104331,-0.005104331,-0.001791584,0.014305011
987,0.026814558,0.026814558,0.027697463,0.057649751
988,0.016844332,0.016844332,0.022520028,0.020890466
989,0.025222555,0.025222555,0.037923858,0.022614933
990,0.034899049,0.034899049,0.055999281,0.007377224
993,-0.036203297,-0.036203297,-0.190076866,0.036709292
995,-0.041736044,-0.041736044,-0.102717648,
996,0.002506046,0.002506046,0.005264778,0.000351701
997,0.033622275,0.033622275,0.039630195,0.025317937
998,0.006971988,0.006971988,0.04633827,0.007000869
999,0.04560745,0.04560745,0.060605882,0.060328681
1696,0.056607952,0.056607952,0.083236942,0.033389175
1872,,,0.11906918,0.230159723
1896,-0.10117663,-0.10117663,-0.248567697,-0.000419264
1965,0.06376277,0.06376277,0.088106424,0.049544171
1979,0.065823425,0.065823425,0.141908612,0.032711851
2001,0.07637142,0.07637142,0.096071378,0.028009186
2002,0.076897813,0.076897813,0.082079905,0.017070388
2003,0.051012311,0.051012311,0.06143087,0.032485789
2004,0.077533487,0.077533487,0.087715216,0.04503292
2005,0.002342152,0.002342152,-1.058452012,-0.038824476
2006,0.011454394,0.011454394,0.002652312,-0.021161007
2007,0.021655143,0.021655143,0.039648036,0.011644162
2008,0.036625203,0.036625203,0.053250931,0.010173805
2009,0.043282047,0.043282047,0.05031084,0.017292646
2010,0.014200603,0.014200603,0.042444821,0.025698454
2011,,,-0.594750906,0.110738266
2012,0.01107143,0.01107143,0.021058897,0.009794911
2013,0.018388347,0.018388347,0.038624218,0.01356553
2014,0.050895194,0.050895194,0.069795176,0.026152754
2015,0.000692386,0.000692386,0.003110403,0.06222192
2016,0.068294834,0.068294834,0.109786936,0.080642788
2017,0.014123299,0.014123299,0.012049175,0.003526159
2018,-0.420892375,-0.420892375,-0.419920254,-0.016713044
2019,0.047948937,0.047948937,0.053712387,0.031322158
2020,0.045222088,0.045222088,0.059591556,0.039072735
2021,0.011862852,0.011862852,-0.113842646,-0.024979429
2022,0.038349821,0.038349821,0.051070791,0.033780454
2023,0.003966033,0.003966033,0.005621492,0.003940548
2024,0.044503599,0.044503599,0.137862722,0.019488309
2025,0.023399226,0.023399226,0.043933862,0.019480676
2026,0.064606864,0.064606864,0.066562252,0.027931193
2027,0.038336837,0.038336837,0.075309707,0.009792742
2028,0.026305955,0.026305955,0.039180558,0.025902064
2029,0.041675988,0.041675988,0.077808346,0.024919755
2030,0.005631409,0.005631409,0.010678122,0.006858705
2031,0.025500575,0.025500575,0.034071824,0.011403607
2032,0.024892239,0.024892239,0.038705075,0.013438037
2033,0.057232892,0.057232892,0.064355569,0.03456905
2034,0.039115145,0.039115145,0.068417184,0.029431733
2035,0.049906775,0.049906775,0.088906079,0.037387195
2036,0.033208199,0.033208199,0.051018419,0.01695648
2037,0.036017848,0.036017848,0.091021945,0.022981791
2038,0.023988974,0.023988974,0.033155697,0.021758289
2039,0.111699237,0.111699237,0.138705105,0.03391591
2040,0.04652222,0.04652222,0.065896754,0.019987437
2041,-0.004667407,-0.004667407,-0.005204991,-0.000723019
2042,0.07242092,0.07242092,0.091329657,0.033142556
2043,0.046553136,0.046553136,0.078346321,0.026775038
2044,0.009279343,0.009279343,0.020845087,0.001157799
2045,-0.025164027,-0.025164027,-0.102387542,0.070939985
2046,0.018000769,0.018000769,0.015436632,0.011147791
2047,0.034777881,0.034777881,0.029642023,0.02615193
2048,0.100841069,0.100841069,0.155946297,0.080218003
2049,0.012595334,0.012595334,0.019875251,0.007168427
2050,0.036746049,0.036746049,0.048498842,0.023595476
2051,0.063180259,0.063180259,0.095614994,0.03481815
2052,-0.025192473,-0.025192473,-0.107415054,0.003181355
2053,0.018679322,0.018679322,0.031378887,0.037654498
2054,0.022261741,0.022261741,0.024070591,0.018528497
2055,0.016956037,0.016956037,0.053027003,0.0063009
2056,0.050197838,0.050197838,0.075848692,0.025764617
2057,0.041920665,0.041920665,0.054793631,0.01008017
2058,0.00078572,0.00078572,0.002475413,-0.002468514
2059,0.004780129,0.004780129,0.138452854,0.006666057
2060,0.02529966,0.02529966,0.062371667,0.022943982
2061,0.085465291,0.085465291,0.088595731,0.028654932
2062,0.049429103,0.049429103,0.046768862,0.03489822
2063,0.024760285,0.024760285,0.040758592,0.009229846
2064,0.049079937,0.049079937,0.063369569,0.028174475
