Stkcd,0,1,2,3
2448,2529245.57,2989963.17,2613867.17,2439533.92
2449,6305924.99,8723803.74,8067695.93,6764268.35
2450,24705974.55,19176234.18,10445065.16,
2451,5067584.35,4996796.4,4169978.52,4184264.24
2452,1469203.66,1885336.49,1604047.06,1817543.17
2453,2884543.07,3871944.36,3295006.04,3206253.69
2454,2558750.08,3234410.25,3243861.41,2972251.0
2455,1754223.23,2075075.19,2303658.9,2458214.71
2456,24517937.19,37884081.41,20916281.57,31749558.95
2457,2688997.99,3719111.64,2829468.03,2645519.16
2458,2563332.19,7346051.51,6914003.98,7926859.69
2459,3239064.07,4574133.8,4891459.5,4678623.62
2460,17676341.73,22087426.15,18757425.93,18060697.56
2461,5985423.56,8706070.63,8638054.45,9046138.55
2462,3602642.73,4492707.4,3739767.54,3805014.79
2463,12000016.96,19297098.41,22994462.69,41364551.5
2464,2463759.45,3256693.52,4173999.71,4633139.68
2465,16149963.3,20249569.36,20056535.87,20957768.64
2466,33330211.36,39940353.92,28721764.56,30956942.06
2467,3242758.82,4178416.5,7074232.76,6415007.37
2468,5457715.2,7687249.92,8274493.44,7627530.24
2469,1779545.18,2233699.94,1974182.94,1798082.11
2470,17226917.09,20225272.92,9892189.17,8138358.75
2471,3368634.42,4933485.53,3706439.13,3403092.18
2472,3141643.17,3922935.3,2988732.85,2871264.6
2473,1052800.0,1628800.0,1312000.0,1395200.0
2474,2906363.27,4668931.97,4025688.64,3660370.51
2475,57793520.5,101940206.9,101899101.9,142995803.1
2476,2614919.59,3453335.51,3658542.2,3252771.41
2477,2956014.9,4690210.31,1872142.77,356505.28
2478,2730604.87,3739741.46,3591339.02,3474451.27
2479,3424286.03,4325830.16,5865424.61,6486573.97
2480,3118446.48,3590145.46,3027987.45,2675186.52
2481,3099957.43,4339940.4,8181673.35,8845949.94
2482,8854622.95,9543638.27,7338937.02,7095926.93
2483,2449990.04,3074234.07,2805742.01,2745331.3
2484,4704066.31,5979357.02,4627701.6,5093526.35
2485,4128930.97,4400929.06,3704640.0,3682880.0
2486,3129821.5,3511040.0,2978560.0,4026880.0
2487,1803600.0,2548800.0,2288708.96,2939335.27
2488,5092237.71,8003294.79,6404173.45,5382429.08
2489,4937919.62,7388175.19,6274812.75,6800844.96
2490,1215738.54,1769140.21,1616208.64,1407665.59
2491,9265262.69,12722099.28,9517932.14,9035584.29
2492,2141948.77,2492304.7,2106116.92,1775667.57
2493,51719549.03,66906421.73,63988219.35,63687603.25
2494,1793721.83,1958933.05,1599008.61,1433799.81
2495,2148465.23,2557696.7,2405960.62,2041853.82
2496,1854908.66,2584206.71,2728133.48,2838442.79
2497,5410595.85,6445453.79,5747204.32,5202293.88
2498,6618512.67,10143951.57,9847316.16,9248492.88
2499,1398482.9,1810468.4,895784.99,727589.07
2500,16746052.91,27127474.22,22912673.74,22205492.45
2501,2833689.57,3184145.87,1335935.98,1532357.44
2502,2448569.93,3016790.1,2413432.08,2230501.82
2503,4592369.96,6898325.94,5485699.54,4903455.29
2504,1513103.74,1873761.35,1459212.38,1446775.91
2505,8886302.96,11903257.67,10806183.23,9709108.79
2506,12617600.0,26796384.0,33748527.0,34014145.13
2507,16805569.74,24044490.94,23641424.04,17362264.37
2508,18868264.8,30103805.15,25373207.2,24587890.54
2509,4616634.27,6012815.25,4361408.25,3174421.51
2510,2824784.96,3784739.73,3186735.12,2880166.28
2511,10713776.65,11926978.9,15651046.77,15867714.35
2512,3860823.29,4902144.68,3840154.93,4302628.91
2513,1653686.26,2169470.79,1694702.55,1688323.74
2514,2068067.63,2750956.75,2362951.57,2303487.42
2515,3559107.12,5198504.91,4935181.95,4303510.08
2516,2677334.12,3176977.46,2762179.21,2536386.13
2517,4488944.23,7747299.56,5106174.71,4272474.85
2518,4017247.39,7040058.99,5014223.25,4604340.42
2519,2902101.98,3866697.48,3583971.21,3184388.63
2520,3595973.38,2043385.02,3665604.95,3436815.5
2521,2368881.16,2683597.87,2203016.95,2328529.67
2522,4145851.18,4877306.47,6414811.14,4677867.61
2523,3983124.52,5049791.77,4665867.62,4288282.96
2524,2299797.45,2612110.95,2539820.06,4113151.75
2526,2852735.83,4809860.08,3721141.75,3579665.33
2527,2259350.52,2802916.24,2376555.27,2283059.16
2528,3145553.95,4111062.93,3403693.8,4444267.29
2529,1358000.0,1678000.0,2098200.0,1606800.0
2530,2462658.66,4219031.29,3647275.95,3482849.58
2531,7871976.86,11799120.37,10684799.34,12347665.46
2532,1866694.91,3050442.76,2434306.24,2619619.25
2533,2283732.59,3083606.51,2653272.4,2467077.84
2534,3889002.39,4958628.39,4936599.27,5086672.79
2535,2024681.01,2816947.5,2026721.36,1810385.93
2536,2874615.42,3370773.42,2784621.95,2219216.47
2537,12345484.66,14614085.97,9009828.96,11709921.36
2538,3373591.91,4204766.72,3590013.64,3464376.52
2539,2482753.62,3494021.56,2815805.93,2870305.4
2540,4134878.58,5074623.71,4242278.02,3606579.44
2541,2606098.95,3389413.59,2922940.27,2978368.98
2542,4224707.95,5608213.14,5233342.64,4649728.68
2543,6235604.81,7206126.96,6512203.63,5942507.12
2544,5538045.42,7923192.52,6653843.85,6403150.74
2545,3624114.28,5891628.23,4912260.71,4896837.6
2546,2941043.53,4438869.41,3581118.93,3135433.82
2547,4219718.83,6293682.72,7344874.75,6675321.35
2548,2264537.5,3648989.04,4802534.9,4141016.52
2549,3355470.94,4571131.4,3566350.82,3746218.95
2550,3434249.72,4600087.13,4193399.66,4217014.41
2551,2067372.64,2750504.47,2268381.24,2080837.91
2552,1024762.59,1497114.1,1541146.87,3878886.53
2553,1211301.02,1562742.32,1365935.19,1349534.6
2554,2085331.99,2600893.78,2793267.58,2409646.78
2555,11162607.41,22246196.27,21574600.16,28356698.53
2556,3573098.24,4335265.97,3942884.5,3692429.04
2557,9645515.49,13059946.92,12791453.05,12913035.18
2558,8273108.3,9426303.58,36782983.36,38260780.71
2559,2013266.49,2615319.27,2581592.62,2546576.58
2560,1453046.69,1594958.95,1584145.67,1640915.39
2561,3055887.46,3726595.22,3490945.38,3232798.11
2562,2189278.08,3299177.35,2223726.23,2587465.23
2563,16402492.01,22047744.31,20270442.13,22847588.14
2564,3021332.7,3516736.15,4328859.36,3759666.78
2565,2581835.35,12669483.82,8089708.8,6991367.13
2566,1299011.16,1629421.67,1576095.25,1480577.32
2567,4293347.48,10202185.93,8960855.33,7517808.49
2568,3604739.29,5475805.71,6664901.7,7451710.11
2569,1334770.55,1561192.36,1387968.23,1389365.99
2570,5069820.43,6879010.38,6932390.67,5556787.38
2571,1324223.45,1458418.18,1425502.49,1347009.35
2572,10181695.33,16366704.8,11842730.65,10908441.79
2573,7787776.65,10085278.62,8682416.25,7085913.36
2574,2603040.0,3178560.0,3099360.0,2840640.0
2575,4444836.0,5127751.2,4144588.8,4432762.23
2576,1450303.02,2035918.89,1974627.2,1680323.9
2577,2739798.11,3538671.48,3023904.48,2709363.06
2578,1881849.52,2047364.05,1955286.83,1805086.76
2579,2979951.71,3954032.44,3464130.61,3875364.99
2580,1509437.54,1876356.15,1705650.55,1649852.62
2581,2589101.69,3182270.5,2701319.62,2993909.97
2582,1965459.24,2686824.59,2367937.55,2363875.63
2583,8281631.82,11504015.81,8785717.57,10748521.0
2584,2153830.78,2854500.87,1905541.31,2122773.01
2585,4346180.28,5650034.37,4312092.59,4005303.4
2586,3135288.57,3773444.65,3037263.75,2603368.93
2587,1910330.34,2718702.4,2263589.22,2404497.03
2588,2838330.59,3648239.84,3354655.22,2978388.36
2589,7560089.26,9816184.77,8154586.83,9324314.98
2590,2763266.39,3671320.92,3497530.58,3028296.66
2591,1236859.96,1447853.72,1571956.46,1442241.88
2592,4901046.77,6556023.17,3796497.68,3426089.63
2593,1418091.45,1838338.52,1782348.51,1611517.01
2594,58231777.25,61097022.53,57933089.97,55641474.51
2595,8445643.74,10883612.11,11073350.63,10050870.85
2596,5167204.36,8572638.27,7259804.66,5561657.28
2597,8803858.6,9839933.42,10105878.42,11001800.15
2598,1831716.42,2201842.0,1864136.17,1717884.74
2599,1874985.32,2311795.26,2024339.11,1525228.37
2600,3719727.56,8272674.08,10557552.56,16138153.19
2601,8678025.74,11373152.43,10463018.03,19216345.01
2602,26371317.25,32030813.51,28308943.33,23253774.88
2603,10349202.21,12891979.43,11454281.46,10677525.87
2604,843405.15,1133008.12,,
2605,2007890.31,2858102.19,2585469.5,3029273.35
2606,2649370.37,2964386.97,2345959.96,2228146.08
2607,5078897.58,10565927.16,11263212.73,10856059.65
2608,4122983.54,5389520.97,9074951.66,8053620.64
2609,2032694.54,2987914.31,2947586.63,3358195.72
2610,6603292.49,9632110.41,8172046.69,7035936.99
2611,3853824.48,4576693.02,4276764.11,5175826.62
2612,1779499.74,2148159.21,2091573.55,1932615.58
2613,1652511.95,2124658.22,1533065.36,1379667.35
2614,5135298.51,7001365.72,5438471.61,3825591.55
2615,1109885.96,1436187.83,1283260.6,1261397.5
2616,3353671.42,3992247.21,3373360.07,3211255.24
2617,4165525.97,5023749.92,4622298.92,6443527.3
2618,7544858.4,9933789.6,7347607.2,6876396.0
2619,4706956.9,6145581.71,4661662.54,4035106.98
2620,1769918.33,2204049.24,1883492.89,1758032.11
2621,4585160.27,6482561.3,7071432.84,6640649.86
2622,2570268.27,4258581.74,2729926.88,2763525.98
2623,2444667.94,2955303.54,2360093.91,2219669.12
2624,13575129.14,15558999.0,30509307.92,32130557.74
2625,4227510.58,4940636.11,4745752.44,4577200.16
2626,7213524.94,7975686.06,7033486.88,9860084.42
2627,1772038.15,2189539.75,2078676.98,2188058.86
2628,3314854.9,4175013.11,3805991.16,3353969.89
2629,1350833.7,1561039.96,733998.92,589266.74
2630,2765719.13,3377088.62,2992406.14,2438419.6
2631,4164728.17,5775003.5,5367189.9,4927810.77
2632,3841991.86,4951353.58,3945073.87,3400145.58
2633,1211112.21,1598906.76,1429937.44,1290978.0
2634,1334717.26,1667045.65,1583288.08,2334794.41
2635,4145225.4,5454069.34,4890925.78,5166470.89
2636,1756758.65,2360413.44,2462020.24,2193398.08
2637,1845748.48,2215415.19,1812064.81,2707806.63
2638,2516980.6,2908728.55,2800997.86,2957697.04
2639,2712512.07,5730372.6,4237604.08,4501253.97
2640,11144606.76,11886267.73,8754535.97,8211844.47
2641,2920713.8,3503064.71,3637453.38,4032571.31
2642,3321232.2,3584249.04,2264007.67,3290441.17
2643,9028346.09,11133982.63,8861562.22,11373256.52
2644,3988231.17,4483568.46,3538853.01,3324377.07
2645,2166513.95,2689885.3,3492895.17,3583876.59
2646,4819500.0,5953500.0,6009031.74,5127913.8
2647,8085485.23,7844712.47,7951100.43,8986983.23
2648,10023832.32,15313106.86,15416713.8,12892168.85
2649,3057425.79,3920846.16,3775367.87,3864349.6
2650,3409539.34,3883086.47,3542132.53,3577578.2
2651,1709309.2,2290223.57,2534686.6,2640964.59
2652,1966772.68,2537442.47,1848743.33,1734889.56
2653,5404059.78,6716409.55,6465967.16,8795161.77
2654,2271842.1,2795228.5,2440014.65,2403073.67
2655,2350800.0,3466800.0,2858400.0,3657600.0
2656,2924606.14,3014231.16,2619379.48,1870985.34
2657,3471522.67,5465807.91,4914990.06,5037373.64
2658,2163385.71,2605221.42,2645369.55,2145582.37
2659,2609245.95,2668334.96,2686994.64,3524831.48
2660,1248700.54,1500130.93,1458810.3,1791169.49
2661,4039561.22,5676336.43,4526185.56,4003808.59
2662,5500321.05,7309445.21,4957382.77,4172657.35
2663,3087131.75,4649445.39,3885116.19,3705605.88
2664,4297558.23,4861000.31,4581057.56,5305281.8
2665,6340634.23,8980684.79,7649377.24,7152700.95
2666,1704503.28,2200358.78,2147424.34,2029902.36
2667,1075484.94,1359111.3,1323012.95,1124642.98
2668,3186447.56,4429620.12,3389264.34,4632453.54
2669,2317357.24,3034625.93,2868384.41,3049273.52
2670,6430796.42,9550498.25,20448613.96,18419981.62
2671,1384777.54,1780826.19,1611094.31,1537434.56
2672,7509555.91,8152500.85,7419963.94,6399454.79
2673,26859111.04,40376212.55,35298544.88,31201383.44
2674,1824811.14,3440454.2,3462092.28,2613351.27
2675,4990921.89,7985612.24,6882627.12,7690298.8
2676,2059099.43,2606272.7,2447880.44,2368684.3
2677,2850915.68,4066200.7,3763094.31,4031351.07
2678,7762122.09,10096186.77,10287039.62,9892392.66
2679,4066791.0,5750088.84,4248323.12,3849895.48
2680,,877033.41,,
2681,4043817.55,5745314.55,4698933.81,4722798.3
2682,1858104.58,2311377.96,2276879.78,1985053.86
2683,4920833.01,8245235.38,7107276.74,8370792.6
2684,2461440.94,2844922.16,1339736.39,1154110.27
2685,3438370.98,5079405.47,4503609.28,3907381.2
2686,2287596.73,2861877.92,2357213.02,2368407.2
2687,1977222.18,2172069.6,1759652.35,1703837.0
2688,2375342.83,3533984.75,3153785.33,3733433.62
2689,3403483.06,5276959.98,4631702.44,4204961.65
2690,6966974.79,9095045.1,10683116.63,10856431.24
2691,2505875.83,3238310.45,2329548.98,2092185.92
2692,2854381.76,3276458.26,1709767.52,2789996.82
2693,1569165.01,1988684.7,1863785.71,1912195.73
2694,2084228.28,2443234.11,1965909.08,1689179.29
2695,4507006.01,5817393.07,6502275.7,6552118.93
2696,1883953.77,1764104.04,1371279.15,1209242.2
2697,5060355.63,5642351.0,6382169.75,8032664.5
2698,4839988.39,7186484.45,7439838.28,8090001.14
2699,4294527.55,7523259.95,4500620.27,4187950.76
2700,3099995.71,3222116.76,2417370.39,2392319.92
2701,11908153.63,14096806.38,10990156.39,11084133.18
2702,1272151.65,1603740.05,1632435.2,1402874.0
2703,2317346.34,2947841.52,3368171.65,2853820.31
2705,4212407.32,10350278.77,9156015.84,10077283.09
2706,3353501.22,3558678.89,3257209.72,4684187.16
2707,3341773.6,4196699.3,3222550.0,2829694.42
2708,1830600.16,3641075.51,3451343.98,3144557.84
2709,4423368.51,10551241.57,8197112.23,5851152.04
2711,4085149.54,4442206.32,1274272.7,1095222.43
2712,1836505.7,2791914.03,2609104.28,2545192.5
2713,1201425.53,5231193.4,4030845.91,3351920.98
2714,30854573.89,73638608.34,68381200.19,82272818.27
2715,1373059.08,1478423.74,1410393.02,1299177.34
2716,3324638.7,4257490.02,4855595.75,3411367.26
2717,4773203.5,6409608.78,5166087.13,4879076.52
2718,718480.05,1449671.92,1277414.83,1130020.86
2719,1532456.98,1788805.48,1874481.18,1709371.44
2721,3827903.6,3923901.19,3652242.7,3257678.69
2722,1575041.65,3294904.56,2562894.92,2562894.92
2723,1566323.0,1948353.0,1979610.0,1616263.25
2724,1728404.49,2239295.64,1938485.87,2029034.23
2725,878071.28,1825783.95,1825783.95,1827549.7
2726,5941434.43,6760401.32,8163503.48,6644323.64
2727,5321922.28,7394368.08,8326701.45,6726641.92
2728,1557431.2,1942877.76,1989545.88,1980777.4
2729,1373608.0,1839034.4,2281122.8,2528505.6
2730,1963773.24,2454716.55,2306562.06,2443096.59
2731,2224777.11,3091539.99,2262044.68,1726290.0
2732,2662680.87,2902337.71,2625331.75,3301409.19
2733,3354210.24,7961749.76,6616758.39,6521869.74
2734,2096616.96,2903323.1,3049793.41,3171232.05
2735,916198.25,1355378.2,1172117.82,1363593.11
2736,68634000.0,111028000.0,107912000.0,100696000.0
2737,4045858.67,9679265.91,7953224.9,7702117.59
2738,1832277.37,3261423.16,3180917.57,3000818.15
2739,37335498.91,37906205.43,32476550.57,30662513.31
2740,857259.17,1235895.64,1602539.46,1288771.64
2741,3008302.71,2862158.03,2649572.81,2842825.87
2742,2213065.36,2006261.92,1871610.26,1650996.07
2743,1935331.93,2453803.97,2050830.54,2201089.31
2745,5869341.17,8073593.31,8284068.91,8352561.45
2746,3314949.79,5612151.84,5623056.27,5606534.37
2747,6176232.71,7912698.85,6400581.77,6585973.18
2748,1692000.0,2023200.0,2035200.0,1898400.0
2749,2425380.69,3324239.35,2761227.45,2820975.4
2750,2224814.63,6706226.94,4604571.7,5152829.59
2751,1878399.15,2459614.6,1998779.75,3107764.45
2752,1234236.48,1288713.13,5269158.8,4724073.41
2753,1792735.19,2236895.12,1731789.77,1609522.21
2755,2239614.0,2844309.78,1745574.56,1880812.11
2756,2204557.38,2940642.82,2701185.0,2976031.5
2757,2786898.39,3209839.66,2615868.12,2652695.92
2758,1285138.48,2005712.88,1644723.59,1802709.08
2759,1493540.74,1809554.4,2529990.3,1730927.91
2760,1072977.71,1354996.85,1337369.34,1257548.05
2761,3687627.23,4024526.58,3381170.59,3070286.0
2762,984561.33,1303878.52,1098603.18,988362.73
2763,1455545.64,1669970.59,1558088.14,1475794.75
2765,1590537.0,1970328.69,1559949.75,1396624.43
2766,1360314.14,1529730.55,656836.44,639739.61
2767,1743278.18,2026406.33,2098482.0,2005471.21
2768,3243633.12,3659632.7,4461786.1,4178714.36
2769,2352169.52,2997044.4,2288290.7,1990792.63
2770,1626884.63,2110868.23,2038120.98,1476662.46
2771,1010279.01,1546371.56,1348797.1,1513221.89
2772,1643988.05,2030753.73,2184225.0,1746888.31
2773,16194047.67,24265666.66,20449708.36,20694182.49
2774,712641.99,912357.7,727598.67,720644.25
2775,2483306.09,2960617.76,2554258.46,2348842.86
2776,3344731.74,4959500.75,3732162.96,2748803.22
2777,1415743.2,5261040.0,4996526.6,6854550.56
2778,969684.75,1313771.78,1224269.08,981560.35
2779,1922192.34,2199329.13,1883108.95,2091553.71
2780,927852.5,1636723.78,2168231.19,1870754.06
2781,3000727.17,3625444.84,3734814.63,3756575.57
2782,4677480.0,6539100.0,5235540.0,4426140.0
2783,1659073.74,2706638.19,3514695.78,3669433.24
2785,926226.37,1729836.1,1505483.47,1949546.94
2786,2321751.6,3545532.0,2802186.0,4017649.2
2787,675335.71,1465436.41,1111496.26,1100702.21
2788,1333063.38,2843330.29,2529898.58,2510828.99
2789,1070141.03,1469068.91,1482386.25,1349889.0
2790,677760.0,1854278.4,1709793.28,1621268.48
2791,792596.1,2298987.36,2550313.24,3318790.44
2792,2165271.77,3666598.11,3906389.54,3964810.22
2793,657133.47,838653.35,2016220.5,2593827.46
2795,968362.5,1056975.0,2850000.0,2728000.0
2796,1058558.56,1807664.76,4962347.85,4550588.39
2797,10397993.66,15079009.25,22205216.0,22275264.0
2798,1305337.5,3760694.56,3712603.29,3939781.6
2799,924806.25,1159568.9,2071500.0,2217000.0
2800,580627.71,750087.45,1459331.1,1731419.69
2801,625011.2,797824.0,1513313.52,2103649.92
2802,816451.16,942871.93,818799.53,1184484.34
2803,1151018.36,1781542.31,1592697.27,2700656.77
2805,788264.72,1100353.19,1002222.28,1256081.92
2806,1058641.32,1160178.58,939735.53,1391414.66
2807,3649187.2,4554442.06,4270790.89,9314905.72
2808,1120490.87,1348965.96,1183496.37,1513218.69
2809,916289.14,1385847.27,1029660.21,1203008.0
2810,1094622.43,1550152.34,1412729.13,1773147.19
2811,810000.0,769500.0,662850.0,2342668.1
2812,6278191.48,7725441.04,5943195.43,14200852.44
2813,777300.0,916200.0,953700.0,779400.0
2815,3180875.44,3721158.56,3422590.81,4078293.51
2816,858328.24,1294077.27,1036359.55,1130057.62
2817,714488.0,842846.6,865693.6,772644.0
2818,1879094.96,2311736.5,1934872.94,1840613.07
2819,926186.28,1077300.88,1098058.56,1943790.58
2820,1465745.58,1798962.05,1595493.24,1638983.32
2821,8205660.94,11131157.45,11999185.27,14424443.79
2822,1585390.8,1857784.2,1922056.8,2540298.0
2823,1030517.02,1259409.74,1032338.64,969124.77
2824,675195.96,1264957.43,886113.47,857977.61
2825,568016.99,678280.58,659179.81,620417.53
2826,1345823.95,1582857.52,1155333.18,1190786.51
2827,878367.82,1065912.92,1044363.11,994481.19
2828,1172774.07,1249354.48,1374783.74,1240942.32
2829,1106653.7,1415287.12,1270538.29,1356880.4
2830,606763.2,698395.2,581265.6,628276.8
2831,4786020.24,6790770.9,4979014.5,5823012.8
2832,2638543.22,3531224.01,3652701.98,3505185.63
2833,1954153.4,2692708.44,2092668.39,2014870.78
2835,608031.09,946144.26,806756.94,1023018.48
2836,641467.84,917671.04,777314.72,763786.4
2837,1048898.75,1350849.57,1198112.7,1394476.22
2838,1320137.99,1541541.62,1338577.07,1491557.31
2839,4546294.79,5914347.97,4843529.01,4623464.37
2840,1917840.54,2792387.56,2494513.33,2349244.61
2841,3788238.13,5279565.62,5285323.19,6146507.97
2842,1085275.75,1497551.25,1989265.2,1754828.4
2843,1012200.0,1428000.0,1083600.0,1026900.0
2845,1119297.4,1688749.74,1184634.32,1462639.49
2846,539784.0,729407.37,670123.17,654772.8
2847,775473.57,1007754.95,1113075.08,1355094.97
2848,1024597.52,1350645.66,1364395.91,1214800.54
2849,811715.03,921515.01,873853.14,958117.19
2850,1713970.52,2263927.45,1836596.05,2991319.82
2851,2687228.92,5735129.16,4697510.73,5091725.77
2852,1531154.09,2017712.47,1750235.29,1661152.95
2853,1066024.79,1216578.38,903403.04,1060452.75
2855,713904.0,889044.0,835668.0,998298.0
2856,652251.6,737698.08,633398.64,581400.96
2857,581864.33,731783.45,661029.54,681315.63
2858,847756.25,1038886.75,1195490.45,986560.12
2859,3335214.28,3797263.48,2852557.25,3643247.08
2860,884854.33,1019166.8,915875.02,955297.95
2861,985274.44,1281235.39,1064681.48,1246566.67
2862,664019.6,863132.0,651867.2,602322.8
2863,1183436.44,1300479.6,1146279.88,1025521.06
2864,1433788.1,1544321.43,1296744.74,1236086.2
2865,728472.0,869061.0,704850.0,600859.65
2866,843341.58,1015073.66,907841.89,987661.03
2867,4341340.21,5719077.88,5639202.8,5133670.29
2868,573823.2,743431.8,868426.8,691126.2
2869,718632.14,950448.95,1745610.28,2623515.14
2870,548357.09,940412.8,737004.4,817645.6
2871,562105.0,678283.0,667590.0,626841.0
2872,1840727.57,2281556.02,1242921.19,1135402.06
2873,1061616.89,1111168.64,952870.23,1017544.68
2875,557100.25,779862.59,756143.48,706882.72
2876,1747883.45,2439708.41,1894237.76,3068298.69
2877,755901.6,837466.24,1225160.35,1547650.83
2878,926373.83,1096464.54,1011781.11,958227.95
2879,1501732.05,1935403.74,1592943.25,1530504.38
2880,1085130.0,1300860.0,1164780.0,1830316.5
2881,807487.59,1015593.6,951212.22,1374225.09
2882,809250.0,989360.0,1001810.0,905625.0
2883,607326.17,842440.19,949188.35,883331.47
2884,1420713.16,1960964.5,1524585.82,1495814.73
2885,954457.41,1088487.6,1248240.76,1263133.0
2886,864685.1,1164819.63,1071554.68,1257092.39
2887,813724.74,1234705.36,1030478.42,1027808.78
2888,661009.51,893679.17,827151.3,644283.17
2889,906238.99,988455.25,911462.57,937876.39
2890,728870.26,868718.53,805115.22,772715.14
2891,1782112.11,1977611.27,1638849.21,1934574.52
2892,704224.64,1428201.28,1352090.24,2260497.89
2893,1030294.03,1043108.64,1245429.86,1136701.06
2895,1064942.32,1227889.18,1033777.62,1040900.98
2896,1066545.0,1183337.5,953520.0,766515.0
2897,1377457.03,1534399.57,1590979.71,1663556.88
2898,899376.82,1005291.45,898767.17,816789.07
2899,1146434.1,1249573.5,1084539.18,1114677.83
2900,1440638.75,1747132.26,1426327.77,1381765.18
2901,1186446.56,1317160.17,1318363.06,1897862.01
2902,1672762.0,1943543.0,2894613.75,3344525.63
2903,1140480.0,1370160.0,929280.0,1207800.0
2905,875616.0,1225056.0,1192800.0,1216320.0
2906,1973946.8,2329904.42,2283387.24,2265184.86
2907,1110806.4,1384970.4,1049488.0,997563.26
2908,1364121.79,1691267.56,1752149.83,1571989.27
2909,816931.73,913218.34,717474.69,800688.47
2910,877555.94,1131039.15,951673.84,867179.43
2911,4569060.0,4737080.0,4073130.0,4687372.3
2912,4122906.14,6091789.65,4774453.49,4917718.0
2913,1437638.96,1926695.5,1584279.65,1859351.19
2915,743043.23,768793.93,752359.3,956860.8
2916,6587467.4,10222612.2,10061632.6,14906853.64
2917,759141.2,884761.8,754671.68,986544.96
2918,1321318.5,1886460.75,1584547.43,1890361.03
2919,562900.98,636751.78,667194.1,621107.82
2920,2121905.0,3533247.0,2740640.0,2881342.5
2921,1247426.0,1182737.5,993499.5,891156.5
2922,572220.0,1188846.01,1049225.72,1078935.16
2923,705600.0,1120750.13,1157761.69,1068933.94
2925,3280030.0,9480015.77,6472749.85,6751502.82
2926,4394250.0,21924557.85,18670548.05,17461407.79
2927,1321829.6,1741132.64,1444282.11,1367320.86
2928,757755.0,2970251.43,2282819.27,2039835.82
2929,1802394.36,2722412.8,2317957.55,2106537.76
2930,1572455.5,2483749.08,2210290.76,1947259.27
2931,725927.4,694152.8,708130.35,696491.3
2932,734434.18,785704.75,677503.88,1130705.83
2933,1180457.0,1584313.0,1267920.0,1999315.41
2935,1138275.6,1228153.5,1423377.9,2482216.71
2936,3042000.0,3606000.0,3048000.0,6994136.59
2937,1039140.0,1569980.0,1270336.0,1499378.15
2938,4049626.8,6180766.01,6786360.89,9273460.45
2939,3075474.71,4769934.04,5179583.55,4593039.93
2940,804825.0,934425.0,753300.0,705600.0
2941,1400750.0,2328300.0,1690000.0,1617200.0
2942,918600.0,931500.0,783000.0,1041900.0
2943,872500.0,931250.0,806250.0,766000.0
2945,,4090500.0,4995000.0,4298400.0
2946,,1523873.55,1292517.95,1162753.93
2947,,1298659.63,1237296.06,1666841.02
2948,,3445462.38,2899780.51,2588606.55
2949,,1393922.9,1118864.6,1158578.9
2950,,1633920.0,1226880.0,998400.0
2951,,1548900.0,1081350.0,895500.0
2952,,751636.8,821131.2,842619.6
2953,,,1063454.4,990320.4
2955,,,2018800.4,2057227.6
2956,,,1284200.0,1068200.0
2957,,,,1551030.0
2958,,4216666.67,4077777.78,3422222.22
2959,,,,2256600.0
2960,,,,1797600.0
2961,,,,1366650.0
2962,,,,2241288.0
2966,,,,3376666.67
3816,,,,8598414.61
200011,325857.27,377913.31,373856.99,381969.62
200012,2491037.8,3075977.85,2629204.67,2751228.51
200016,1801200.57,2377260.21,2077060.12,2012151.99
200017,529013.15,546398.56,459471.52,459471.52
200018,303373.72,379876.65,232146.84,131901.62
200019,199752.22,212172.05,188884.87,188367.38
200020,476320.55,509979.18,515078.97,494679.8
200022,1729140.4,,,
200025,182424.0,233640.0,236570.4,223938.0
200026,390277.44,430284.96,489071.52,473558.4
200028,1434709.58,1674010.8,1508805.14,1577928.66
200030,151585.96,173104.47,162584.31,158280.61
200037,715045.55,1306079.51,1290248.24,1327187.86
200045,182883.6,228851.64,197712.0,200183.4
200054,219600.0,239700.0,174900.0,153900.0
200055,1655666.42,1907775.48,1512910.32,1393119.77
200056,573534.14,692615.38,583255.06,566243.45
200058,665403.43,744266.06,667867.88,692512.46
200152,1542800.0,1684200.0,1212400.0,1110200.0
200160,526132.8,747662.4,581515.2,535363.2
200168,188581.5,225679.5,182398.5,187035.75
200413,790000.0,992500.0,852500.0,862500.0
200418,7452309.37,10121080.5,,
200429,2081432.59,2531189.38,2151146.13,2070957.54
200468,289000.0,394000.0,295000.0,257000.0
200488,2966430.04,3496149.69,2578053.28,2246084.77
200505,242356.75,226762.75,225463.25,199473.25
200512,494995.79,604376.88,645163.05,591399.46
200521,403991.45,439542.7,403991.45,384599.86
200530,519225.0,659295.0,632730.0,589260.0
200539,2179653.84,2283446.88,2035940.4,1908195.12
200541,1067802.12,1174269.19,1045882.43,939415.35
200550,2700400.0,3347120.0,2494000.0,2377040.0
200553,1054081.34,1179368.35,1032364.93,835246.71
200570,351000.0,432000.0,387000.0,366000.0
200581,2337472.8,2890812.6,2428834.2,2140959.6
200596,4669200.0,7276800.0,8124000.0,7904400.0
200613,431200.0,384560.0,322080.0,258720.0
200625,3147931.64,3761282.21,2751057.73,3129891.91
200706,507520.0,529724.0,485316.0,480558.0
200725,2124977.62,2827062.73,2508784.15,2714729.12
200726,2243643.94,2264579.92,1412876.31,1384317.98
200761,832000.0,960000.0,872000.0,812000.0
