,0,1,2,3
1,1239.799842,1239.799842,1490.402939,1084.505632
2,913.6420188,913.6420188,1017.2273119999999,859.6221572000001
4,148.1269255,148.1269255,136.18624509999998,70.74634546
5,454.01770139999996,454.01770139999996,556.7088748,511.5969032
6,780.8150709,780.8150709,913.2219061000001,878.4740046000001
7,140.7175575,140.7175575,69.55625311,80.33546484
8,578.9146638999999,578.9146638999999,675.4216336000001,703.0804142999999
9,1000.467741,1000.467741,1128.1208550000001,847.5616341
10,285.93541489999996,285.93541489999996,221.0516954,305.7442155
11,470.071862,470.071862,688.8400467,678.2843081
12,1022.914889,1022.914889,1276.865457,1167.837765
14,374.1064263,374.1064263,507.11590240000004,480.30662340000003
16,1401.040533,1401.040533,1827.0702199999998,1466.4718269999998
17,14.23406781,14.23406781,12.85410976,11.73263262
18,589.9688017999999,589.9688017999999,87.32876497,-587.2237778
19,232.8564207,232.8564207,551.8846114,566.1305412
20,149.8565156,149.8565156,170.96027019999997,165.0629878
21,697.4854351,697.4854351,754.9479146000001,537.0886763
22,624.1000658,624.1000658,,
23,286.5597363,286.5597363,287.4588539,308.6360275
25,134.04716100000002,134.04716100000002,153.0228113,146.5963227
26,914.7376913999999,914.7376913999999,987.2867107999999,955.7750914999999
27,1136.001446,1136.001446,1320.46696,1223.833783
28,795.224878,795.224878,899.053856,932.4785795
29,,,,
30,925.8372636,925.8372636,1089.938722,853.8688184
31,1218.212966,1218.212966,1554.600565,1445.0016369999998
32,470.1837052,470.1837052,522.6555785,377.3912605
34,378.30943160000004,378.30943160000004,437.23793380000006,480.8996166
35,519.5861635,519.5861635,468.7756699,712.3455579
36,902.7630802000001,902.7630802000001,864.9189016,692.9251492000001
37,1122.332676,1122.332676,1262.581116,447.5631721
38,810.4323034,810.4323034,394.1378325,716.3952218999999
39,2959.948367,2959.948367,3904.984777,3301.347074
40,908.4982085000001,908.4982085000001,1355.446455,1476.012707
42,635.0567988,635.0567988,1027.7346949999999,1189.2540060000001
43,1071.131345,1071.131345,979.2372849999999,603.374842
45,1193.718651,1193.718651,1293.704236,1121.90597
46,1066.681795,1066.681795,1171.585716,1118.7482519999999
48,153.2399279,153.2399279,172.29789169999998,177.0137842
49,406.523094,406.523094,384.7253455,451.29818839999996
50,1056.4507800000001,1056.4507800000001,1294.277218,963.3566624
55,1014.368906,1014.368906,1910.794969,1458.024379
56,492.76794119999994,492.76794119999994,1316.730188,1455.440733
58,550.2759527000001,550.2759527000001,416.2302132,459.58605939999995
59,1194.056642,1194.056642,1445.473932,1360.765577
60,653.3812393999999,653.3812393999999,758.1345424,653.5102626
61,738.0638754,738.0638754,800.7434967999999,722.6279584
62,339.64027660000005,339.64027660000005,428.16505700000005,383.0770872
63,546.5156216,546.5156216,489.50906169999996,302.4442714
65,666.8137292,666.8137292,779.8588201,730.3362862
66,355.68559819999996,355.68559819999996,477.84888739999997,225.829317
68,357.89338019999997,357.89338019999997,218.8588865,210.29311659999996
69,1358.092934,1358.092934,1481.158943,1367.160612
70,563.3555102000001,563.3555102000001,620.2088777,326.4771229
78,690.1256832,690.1256832,902.5858594,805.2668503
88,659.6524654,659.6524654,797.4523659,745.3820668
89,671.4667172000001,671.4667172000001,729.6969899000001,656.5584947000001
90,756.5111731000001,756.5111731000001,1321.554236,934.3655018
96,459.0676038,459.0676038,511.7283206999999,498.8081162
99,829.250294,829.250294,936.9872332,758.808452
100,1508.858514,1508.858514,1833.669767,1356.443972
150,258.2063928,258.2063928,273.0693439,524.2251441000001
151,292.1461848,292.1461848,330.0704958,266.4937444
153,640.5619333,640.5619333,791.0756202,670.4366223
155,606.311324,606.311324,828.6137822000001,773.7200749
156,824.3980636,824.3980636,939.420482,682.2812089
157,1591.08823,1591.08823,1696.1775989999999,973.7056932
158,640.6136504,640.6136504,706.1224752,669.9712855
159,1071.296442,1071.296442,1054.6901380000002,588.0219400000001
166,699.0819159,699.0819159,776.2202831000001,726.8796676
301,482.56942180000004,482.56942180000004,713.4932558999999,591.0087657
