,date,Reversal
173,2014-06-01,0.06763322294360612
174,2014-07-01,0.053474607106256025
175,2014-08-01,-0.02037088966056244
176,2014-09-01,0.008460845809578725
177,2014-10-01,-0.03831233537211552
178,2014-11-01,-0.12866159435581087
179,2014-12-01,0.0893158124708126
180,2015-01-01,-0.05079455707132215
181,2015-02-01,-0.05382805987432521
182,2015-03-01,-0.021861908318939416
183,2015-04-01,0.015980811439801956
184,2015-05-01,0.1897930517978184
185,2015-06-01,0.07240153651443415
186,2015-07-01,0.05097130339906597
187,2015-08-01,0.05618862218117838
188,2015-09-01,0.04359210519579859
189,2015-10-01,-0.04149070361482268
190,2015-11-01,0.053217657231495984
191,2015-12-01,0.029719264391036893
192,2016-01-01,0.0010267992075157079
193,2016-02-01,0.07869201390830888
194,2016-03-01,0.027587023178004523
195,2016-04-01,0.011554812859656658
196,2016-05-01,-0.017862945985643988
197,2016-06-01,0.05961994330152011
198,2016-07-01,0.01445132396090952
199,2016-08-01,-0.0060373903200968485
200,2016-09-01,0.02544263810664537
201,2016-10-01,-0.009277901433536635
202,2016-11-01,0.007183790887625538
203,2016-12-01,-0.0109308944113128
204,2017-01-01,0.01731399379793056
205,2017-02-01,-0.005500510981933151
206,2017-03-01,-0.032359869545417336
207,2017-04-01,-0.06364732731619355
208,2017-05-01,0.04144203971434318
209,2017-06-01,-0.007936720612097083
210,2017-07-01,0.04329644991785028
211,2017-08-01,-0.0010796905417396353
212,2017-09-01,0.0026730554823278883
213,2017-10-01,-0.002140857336408064
214,2017-11-01,0.003007400066025144
215,2017-12-01,-0.007189923271463318
216,2018-01-01,0.03690117303279268
217,2018-02-01,0.004000625806068584
218,2018-03-01,-0.00558442416619441
219,2018-04-01,-0.006517197741137709
220,2018-05-01,0.0013940734358689894
221,2018-06-01,0.02518108575872282
222,2018-07-01,-0.04093940565867519
223,2018-08-01,-0.0007007414394688011
224,2018-09-01,-0.01195305271300312
225,2018-10-01,0.0485880656642154
226,2018-11-01,0.020722344759483792
227,2018-12-01,0.01810730814878923
228,2019-01-01,0.10205428303395006
229,2019-02-01,-0.02569166101982734
230,2019-03-01,0.011605321750634078
231,2019-04-01,0.00980369288511252
232,2019-05-01,0.022559649726474895
233,2019-06-01,0.008798196877558468
234,2019-07-01,-0.014370857831595231
235,2019-08-01,0.012180671215859676
236,2019-09-01,0.0014152127755238456
237,2019-10-01,0.006826248115439236
238,2019-11-01,0.0009272245119070488
239,2019-12-01,-0.005722882942610322
