Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
10,2018/3/26,1,8318.157,8349.869,8206.801,8302.718,-0.011585
10,2018/3/27,2,8404.219,8420.432,8288.895,8351.397,0.005863
10,2018/3/28,3,8256.851,8345.635,8185.695,8205.263,-0.017498
10,2018/3/29,4,8221.512,8359.011,8096.482,8308.096,0.012533
10,2018/3/30,5,8304.497,8339.924,8268.709,8304.419,-0.000443
10,2018/4/2,1,8300.845,8398.036,8276.431,8289.496,-0.001797
10,2018/4/3,2,8214.977,8270.237,8194.876,8238.271,-0.00618
10,2018/4/4,3,8269.34,8319.215,8223.9,8229.339,-0.001084
10,2018/4/9,1,8230.795,8278.795,8184.156,8254.819,0.003096
10,2018/4/10,2,8272.206,8421.264,8253.513,8420.266,0.020042
10,2018/4/11,3,8431.999,8481.537,8398.514,8437.373,0.002032
10,2018/4/12,4,8431.049,8431.049,8343.595,8349.358,-0.010432
10,2018/4/13,5,8391.07,8408.467,8275.372,8282.92,-0.007957
10,2018/4/16,1,8264.832,8275.133,8099.633,8136.431,-0.017686
10,2018/4/17,2,8147.704,8173.567,8022.344,8029.18,-0.013182
10,2018/4/18,3,8111.285,8119.081,7970.018,8078.378,0.006127
10,2018/4/19,4,8095.551,8194.028,8082.891,8164.485,0.010659
10,2018/4/20,5,8134.742,8158.083,8022.886,8058.136,-0.013026
10,2018/4/23,1,8033.575,8108.912,8020.801,8079.681,0.002674
10,2018/4/24,2,8088.531,8278.329,8088.531,8240.548,0.01991
10,2018/4/25,3,8198.602,8225.63,8175.202,8200.533,-0.004856
10,2018/4/26,4,8215.888,8226.109,8048.919,8082.357,-0.014411
10,2018/4/27,5,8103.041,8114.209,7968.386,8075.308,-0.000872
10,2018/5/2,3,8098.208,8125.067,8041.444,8084.063,0.001084
10,2018/5/3,4,8065.302,8150.47,8020.96,8136.896,0.006535
10,2018/5/4,5,8120.671,8153.218,8088.151,8096.474,-0.004968
10,2018/5/7,1,8108.61,8210.966,8087.548,8208.212,0.013801
10,2018/5/8,2,8207.224,8336.802,8204.929,8303.836,0.01165
10,2018/5/9,3,8301.466,8311.442,8257.751,8290.027,-0.001663
10,2018/5/10,4,8318.031,8340.585,8281.696,8335.84,0.005526
10,2018/5/11,5,8354.669,8357.997,8300.79,8303.718,-0.003853
10,2018/5/14,1,8330.748,8397.083,8330.748,8376.474,0.008762
10,2018/5/15,2,8398.979,8403.373,8339.229,8402.578,0.003116
10,2018/5/16,3,8370.453,8393.896,8318.062,8325.91,-0.009124
10,2018/5/17,4,8332.254,8340.94,8255.293,8266.038,-0.007191
10,2018/5/18,5,8258.305,8368.794,8228.819,8367.665,0.012295
10,2018/5/21,1,8409.877,8432.351,8384.691,8402.906,0.004212
10,2018/5/22,2,8399.432,8399.432,8317.28,8368.479,-0.004097
10,2018/5/23,3,8349.277,8349.277,8251.026,8251.026,-0.014035
10,2018/5/24,4,8247.399,8265.255,8192.767,8197.894,-0.006439
10,2018/5/25,5,8189.748,8234.709,8158.676,8192.906,-0.000608
10,2018/5/28,1,8194.254,8239.939,8149.14,8213.88,0.00256
10,2018/5/29,2,8193.656,8225.386,8137.546,8169.584,-0.005393
10,2018/5/30,3,8068.723,8093.038,7990.288,7992.606,-0.021663
10,2018/5/31,4,8048.421,8156.926,8036.06,8148.456,0.019499
10,2018/6/1,5,8126.802,8159.337,8057.605,8092.934,-0.006814
10,2018/6/4,1,8127.137,8192.828,8106.949,8183.374,0.011175
10,2018/6/5,2,8188.67,8246.814,8156.614,8244.529,0.007473
10,2018/6/6,3,8232.316,8249.967,8215.314,8232.156,-0.001501
10,2018/6/7,4,8248.997,8286.749,8218.901,8225.749,-0.000778
10,2018/6/8,5,8199.524,8199.564,8062.634,8103.955,-0.014806
10,2018/6/11,1,8079.376,8119.809,8047.483,8103.983,0.000003
10,2018/6/12,2,8107.239,8197.227,8067.063,8186.031,0.010124
10,2018/6/13,3,8167.073,8174.403,8104.9,8124.968,-0.007459
10,2018/6/14,4,8096.759,8176.441,8082.273,8117.114,-0.000967
10,2018/6/15,5,8087.621,8128.921,8050.582,8089.767,-0.003369
10,2018/6/19,2,7991.417,8012.091,7748.587,7847.556,-0.02994
10,2018/6/20,3,7805.144,7883.227,7742.57,7855.629,0.001029
10,2018/6/21,4,7853.305,7948.819,7775.32,7786.446,-0.008807
10,2018/6/22,5,7735.813,7812.21,7690.925,7811.226,0.003182
10,2018/6/25,1,7845.482,7855.873,7688.058,7691.677,-0.015305
10,2018/6/26,2,7617.66,7641.906,7507.326,7617.525,-0.009641
10,2018/6/27,3,7600.94,7631.079,7434.513,7482.07,-0.017782
10,2018/6/28,4,7426.469,7513.748,7386.207,7408.482,-0.009835
10,2018/6/29,5,7419.649,7575.759,7411.134,7571.95,0.022065
10,2018/7/2,1,7555.729,7561.904,7286.312,7336.939,-0.031037
10,2018/7/3,2,7341.207,7362.868,7168.565,7346.718,0.001333
10,2018/7/4,3,7323.432,7377.61,7270.408,7279.32,-0.009174
10,2018/7/5,4,7278.364,7351.053,7216.558,7263.499,-0.002173
10,2018/7/6,5,7268.641,7373.338,7157.653,7315.602,0.007173
10,2018/7/9,1,7338.031,7505.781,7338.031,7505.019,0.025892
10,2018/7/10,2,7513.523,7531.745,7451.497,7514.821,0.001306
10,2018/7/11,3,7372.484,7427.145,7325.609,7388.947,-0.01675
10,2018/7/12,4,7372.612,7568.364,7372.612,7530.883,0.019209
10,2018/7/13,5,7545.525,7559.341,7511.209,7547.293,0.002179
10,2018/7/16,1,7532.889,7567.337,7456.199,7483.302,-0.008479
10,2018/7/17,2,7466.641,7470.866,7375.528,7431.772,-0.006886
10,2018/7/18,3,7447.695,7503.966,7403.485,7407.361,-0.003285
10,2018/7/19,4,7431.637,7481.798,7376.215,7397.417,-0.001342
10,2018/7/20,5,7393.915,7607.119,7346.288,7574.697,0.023965
10,2018/7/23,1,7535.49,7678.531,7523.864,7662.938,0.011649
10,2018/7/24,2,7677.359,7816.62,7677.359,7780.127,0.015293
10,2018/7/25,3,7800.351,7801.98,7745.575,7779.394,-0.000094
10,2018/7/26,4,7793.283,7817.921,7677.913,7695.281,-0.010812
10,2018/7/27,5,7688.095,7717.258,7647.521,7666.443,-0.003747
10,2018/7/30,1,7666.382,7752.1,7622.148,7684.197,0.002316
10,2018/7/31,2,7676.304,7717.983,7634.76,7693.157,0.001166
10,2018/8/1,3,7721.427,7760.316,7538.909,7541.065,-0.01977
10,2018/8/2,4,7515.274,7515.274,7290.979,7391.027,-0.019896
10,2018/8/3,5,7382.654,7415.091,7298.009,7298.417,-0.01253
10,2018/8/6,1,7297.284,7374.06,7193.304,7227.156,-0.009764
10,2018/8/7,2,7248.321,7429.043,7206.349,7429.043,0.027935
10,2018/8/8,3,7410.203,7429.834,7320.338,7328.74,-0.013501
10,2018/8/9,4,7300.429,7511.482,7295.12,7492.241,0.02231
10,2018/8/10,5,7491.995,7539.405,7442.806,7495.287,0.000407
10,2018/8/13,1,7423.858,7462.776,7335.729,7448.367,-0.00626
10,2018/8/14,2,7437.669,7452.162,7376.686,7415.973,-0.004349
10,2018/8/15,3,7411.327,7411.567,7233.935,7242.553,-0.023385
10,2018/8/16,4,7159.271,7291.761,7113.679,7215.378,-0.003752
10,2018/8/17,5,7276.776,7287.855,7104.612,7116.382,-0.01372
10,2018/8/20,1,7139.99,7203.701,7081.222,7203.701,0.01227
10,2018/8/21,2,7211.246,7344.758,7209.179,7326.17,0.017001
10,2018/8/22,3,7338.675,7338.675,7281.217,7301.852,-0.003319
10,2018/8/23,4,7308.406,7365.911,7260.435,7331.668,0.004083
10,2018/8/24,5,7303.266,7420.878,7270.948,7357.132,0.003473
10,2018/8/27,1,7386.811,7511.414,7382.143,7511.414,0.02097
10,2018/8/28,2,7516.914,7532.2,7471.64,7493.101,-0.002438
10,2018/8/29,3,7479.1,7495.026,7448.597,7465.741,-0.003651
10,2018/8/30,4,7468.295,7506.85,7392.397,7393.931,-0.009619
10,2018/8/31,5,7357.04,7421.14,7321.32,7371.182,-0.003077
10,2018/9/3,1,7341.353,7359.857,7284.725,7350.294,-0.002834
10,2018/9/4,2,7355.126,7462.14,7318.708,7443.583,0.012692
10,2018/9/5,3,7414.632,7426.61,7290.944,7290.944,-0.020506
10,2018/9/6,4,7268.097,7322.286,7205.452,7226.423,-0.008849
10,2018/9/7,5,7250.022,7345.802,7217.343,7276.072,0.00687
10,2018/9/10,1,7263.71,7284.658,7180.965,7186.382,-0.012327
10,2018/9/11,2,7184.472,7215.089,7129.056,7161.113,-0.003516
10,2018/9/12,3,7140.047,7170.042,7099.604,7122.167,-0.005439
10,2018/9/13,4,7204.801,7227.981,7109.181,7206.407,0.011828
10,2018/9/14,5,7218.866,7249.286,7190.513,7219.538,0.001822
10,2018/9/17,1,7182.134,7192.491,7131.011,7138.988,-0.011157
10,2018/9/18,2,7116.649,7301.678,7116.597,7299.334,0.022461
10,2018/9/19,3,7286.111,7435.169,7277.912,7383.631,0.011549
10,2018/9/20,4,7393.221,7427.073,7362.657,7379.87,-0.000509
10,2018/9/21,5,7404.355,7614.865,7376.889,7614.865,0.031843
10,2018/9/25,2,7538.564,7583.232,7520.448,7550.775,-0.008416
10,2018/9/26,3,7569.959,7707.525,7560.127,7635.898,0.011273
10,2018/9/27,4,7636.612,7648.236,7587.732,7614.626,-0.002786
10,2018/9/28,5,7627.937,7719.901,7618.928,7699.016,0.011083
10,2018/10/8,1,7529.51,7536.931,7358.559,7377.625,-0.041744
10,2018/10/9,2,7365.882,7410.871,7340.73,7373.7,-0.000532
10,2018/10/10,3,7385.983,7444.006,7312.449,7375.855,0.000292
10,2018/10/11,4,7144.091,7218.801,6969.76,7037.727,-0.045843
10,2018/10/12,5,7043.197,7176.519,6981.655,7145.157,0.015265
10,2018/10/15,1,7150.423,7169.005,7036.402,7047.03,-0.013733
10,2018/10/16,2,7051.093,7149.703,6984.351,7007.795,-0.005568
10,2018/10/17,3,7095.314,7112.73,6917.292,7040.782,0.004707
10,2018/10/18,4,6996.26,6996.26,6861.654,6863.708,-0.02515
10,2018/10/19,5,6806.464,7083.352,6782.573,7075.655,0.030879
10,2018/10/22,1,7122.343,7433.316,7122.343,7365.975,0.041031
10,2018/10/23,2,7373.557,7382.052,7130.002,7169.923,-0.026616
10,2018/10/24,3,7147.413,7339.334,7147.136,7202.988,0.004612
10,2018/10/25,4,7025.667,7230.086,7011.943,7226.248,0.003229
10,2018/10/26,5,7236.117,7269.843,7117.579,7176.01,-0.006952
10,2018/10/29,1,7154.98,7162.983,6933.475,6966.303,-0.029223
10,2018/10/30,2,6944.404,7137.15,6932.399,7053.041,0.012451
10,2018/10/31,3,7068.764,7182.461,7043.937,7150.199,0.013775
10,2018/11/1,4,7210.799,7287.981,7169.153,7179.416,0.004086
10,2018/11/2,5,7347.142,7414.903,7266.085,7414.903,0.0328
10,2018/11/5,1,7367.866,7386.841,7283.065,7350.702,-0.008658
10,2018/11/6,2,7338.799,7341.907,7254.827,7317.001,-0.004585
10,2018/11/7,3,7325.317,7376.292,7261.762,7268.755,-0.006594
10,2018/11/8,4,7336.039,7339.278,7245.243,7256.894,-0.001632
10,2018/11/9,5,7215.143,7215.143,7133.887,7136.156,-0.016638
10,2018/11/12,1,7117.996,7202.759,7101.708,7198.213,0.008696
10,2018/11/13,2,7112.368,7298.473,7105.254,7260.182,0.008609
10,2018/11/14,3,7256.378,7263.991,7175.457,7186.265,-0.010181
10,2018/11/15,4,7183.046,7277.141,7177.945,7277.073,0.012636
10,2018/11/16,5,7277.44,7357.769,7236.518,7300.557,0.003227
10,2018/11/19,1,7307.958,7384.361,7292.866,7384.361,0.011479
10,2018/11/20,2,7329.206,7357.826,7223.692,7232.961,-0.020503
10,2018/11/21,3,7169.12,7257.144,7166.049,7248.977,0.002214
10,2018/11/22,4,7261.371,7266.03,7183.956,7217.052,-0.004404
10,2018/11/23,5,7203.463,7216.122,7067.993,7074.206,-0.019793
10,2018/11/26,1,7093.805,7138.626,7055.771,7076.425,0.000314
10,2018/11/27,2,7099.536,7125.499,7043.106,7063.758,-0.00179
10,2018/11/28,3,7066.607,7147.608,7043.493,7144.413,0.011418
10,2018/11/29,4,7188.749,7200.27,7067.725,7067.725,-0.010734
10,2018/11/30,5,7065.75,7146.324,7061.355,7140.999,0.010367
10,2018/12/3,1,7326.592,7353.609,7259.825,7317.641,0.024736
10,2018/12/4,2,7312.783,7344.789,7289.915,7344.355,0.003651
10,2018/12/5,3,7252.5,7339.923,7244.184,7307.574,-0.005008
10,2018/12/6,4,7237.697,7249.868,7162.624,7168.062,-0.019091
10,2018/12/7,5,7187.029,7196.916,7155.503,7164.413,-0.000509
10,2018/12/10,1,7108.542,7149.957,7076.363,7100.996,-0.008852
10,2018/12/11,2,7109.55,7136.48,7094.76,7124.68,0.003335
10,2018/12/12,3,7177.333,7177.333,7125.498,7146.809,0.003106
10,2018/12/13,4,7164.393,7281.969,7145.775,7247.546,0.014095
10,2018/12/14,5,7220.897,7226.914,7132.321,7132.321,-0.015898
10,2018/12/17,1,7119.386,7144.133,7075.891,7134.996,0.000375
10,2018/12/18,2,7091.611,7144.454,7033.635,7063.989,-0.009952
10,2018/12/19,3,7075.903,7082.156,6977.476,6986.028,-0.011036
10,2018/12/20,4,6968.451,6998.592,6867.375,6918.107,-0.009722
10,2018/12/21,5,6892.683,6898.037,6797.506,6846.114,-0.010406
10,2018/12/24,1,6815.185,6866.251,6796.425,6858.958,0.001876
10,2018/12/25,2,6793.047,6839.281,6694.164,6809.09,-0.00727
10,2018/12/26,3,6798.645,6831.712,6762.07,6775.752,-0.004896
10,2018/12/27,4,6860.052,6868.515,6756.681,6758.855,-0.002494
10,2018/12/28,5,6765.806,6835.151,6751.681,6808.796,0.007389
10,2019/1/2,3,6815.015,6819.411,6683.261,6717.252,-0.013445
10,2019/1/3,4,6702.366,6791.102,6685.406,6726.162,0.001326
10,2019/1/4,5,6670.488,6880.578,6661.627,6875.225,0.022162
10,2019/1/7,1,6914.533,6927.173,6864.368,6898.073,0.003323
10,2019/1/8,2,6887.697,6893.547,6854.619,6875.613,-0.003256
10,2019/1/9,3,6910.454,7028.962,6906.983,6940.649,0.009459
10,2019/1/10,4,6940,6967.863,6905.306,6925.823,-0.002136
10,2019/1/11,5,6947.002,6995.217,6928.681,6980.115,0.007839
10,2019/1/14,1,6974.662,6983.279,6913.08,6918.311,-0.008854
10,2019/1/15,2,6929.706,7055.762,6917.074,7051.85,0.019302
10,2019/1/16,3,7046.897,7064.309,7023.16,7052.133,0.00004
10,2019/1/17,4,7067.923,7090.009,7017.367,7019.946,-0.004564
10,2019/1/18,5,7053.573,7158.916,7040.761,7148.468,0.018308
10,2019/1/21,1,7152.246,7215.934,7152.246,7184.839,0.005088
10,2019/1/22,2,7177.659,7177.659,7073.065,7091.844,-0.012943
10,2019/1/23,3,7080.726,7125.434,7066.865,7085.65,-0.000873
10,2019/1/24,4,7096.544,7141.221,7055.905,7127.414,0.005894
10,2019/1/25,5,7143.297,7225.963,7141.059,7186.737,0.008323
10,2019/1/28,1,7227.04,7278.532,7157.793,7178.49,-0.001148
10,2019/1/29,2,7165.157,7226.043,7110.153,7207.895,0.004096
10,2019/1/30,3,7181.878,7228.621,7159.82,7161.999,-0.006367
10,2019/1/31,4,7194.259,7273.911,7182.687,7241.959,0.011164
10,2019/2/1,5,7293.479,7320.287,7247.472,7319.484,0.010705
10,2019/2/11,1,7294.865,7419.892,7294.865,7418.32,0.013503
10,2019/2/12,2,7419.069,7467.036,7392.41,7456.021,0.005082
10,2019/2/13,3,7469.137,7619.911,7441.946,7600.125,0.019327
10,2019/2/14,4,7579.893,7623.28,7560.037,7595.428,-0.000618
10,2019/2/15,5,7571.805,7581.146,7444.926,7451.412,-0.018961
10,2019/2/18,1,7511.775,7667.192,7511.775,7667.192,0.028958
10,2019/2/19,2,7685.947,7752.895,7619.401,7659.68,-0.00098
10,2019/2/20,3,7690.745,7711.081,7622.161,7680.838,0.002762
10,2019/2/21,4,7676.108,7783.783,7637.612,7658.996,-0.002844
10,2019/2/22,5,7654.76,7834.793,7604.132,7834.793,0.022953
10,2019/2/25,1,7946.529,8318.908,7946.529,8315.488,0.061354
10,2019/2/26,2,8321.724,8384,8187.885,8199.251,-0.013978
10,2019/2/27,3,8203.961,8346.547,8123.875,8213.096,0.001689
10,2019/2/28,4,8202.668,8241.327,8144.055,8173.605,-0.004808
10,2019/3/1,5,8232.454,8367.776,8171.858,8367.776,0.023756
10,2019/3/4,1,8430.548,8648.855,8376.979,8427.624,0.007152
10,2019/3/5,2,8403.221,8450.346,8358.88,8444.398,0.00199
10,2019/3/6,3,8452.111,8545.963,8390.848,8526.997,0.009782
10,2019/3/7,4,8512.445,8530.41,8383.746,8448.375,-0.00922
10,2019/3/8,5,8253.133,8342.34,8092.29,8095.877,-0.041724
10,2019/3/11,1,8101.341,8220.996,8070.938,8212.658,0.014425
10,2019/3/12,2,8281.286,8384.752,8212.048,8270.977,0.007101
10,2019/3/13,3,8292.818,8319.864,8192.38,8235.776,-0.004256
10,2019/3/14,4,8210.068,8293.371,8140.935,8190.509,-0.005496
10,2019/3/15,5,8218.076,8358.833,8218.076,8276.989,0.010559
10,2019/3/18,1,8301.724,8499.357,8255.511,8499.357,0.026866
10,2019/3/19,2,8515.834,8549.697,8421.948,8456.28,-0.005068
10,2019/3/20,3,8433.038,8514.996,8376.184,8468.344,0.001427
10,2019/3/21,4,8480.788,8531.511,8446.685,8467.811,-0.000063
10,2019/3/22,5,8468.82,8487.117,8364.62,8450.748,-0.002015
10,2019/3/25,1,8331.698,8386.537,8241.604,8244.837,-0.024366
10,2019/3/26,2,8299.904,8305.986,8131.506,8160.722,-0.010202
10,2019/3/27,3,8210.287,8275.954,8179.132,8251.435,0.011116
10,2019/3/28,4,8218.375,8259.311,8168.791,8213.355,-0.004615
10,2019/3/29,5,8246.196,8546.235,8245.191,8533.62,0.038993
10,2019/4/1,1,8605.653,8762.263,8605.653,8734.315,0.023518
10,2019/4/2,2,8765.662,8777.939,8708.991,8739.202,0.00056
10,2019/4/3,3,8685.726,8874.34,8670.005,8864.668,0.014357
10,2019/4/4,4,8905.1,8978.686,8866.936,8957.266,0.010446
10,2019/4/8,1,9033.206,9100.417,8872.367,8959.029,0.000197
10,2019/4/9,2,8960.416,8997.577,8891.774,8960.031,0.000112
10,2019/4/10,3,8923.033,9049.237,8872.148,8984.231,0.002701
10,2019/4/11,4,8984.712,9030.131,8805.569,8824.336,-0.017797
10,2019/4/12,5,8800.609,8847.581,8752.144,8807.147,-0.001948
10,2019/4/15,1,8960.158,9012.94,8783.228,8784.64,-0.002556
10,2019/4/16,2,8751.744,9037.24,8725.574,9037.24,0.028755
10,2019/4/17,3,9020.737,9074.207,8969.223,9029.684,-0.000836
10,2019/4/18,4,9024.771,9055.718,8968.411,9004.301,-0.002811
10,2019/4/19,5,9020.999,9101.384,8946.938,9092.911,0.009841
10,2019/4/22,1,9116.952,9119.271,8865.758,8887.02,-0.022643
10,2019/4/23,2,8882.064,8980.62,8854.563,8886.282,-0.000083
10,2019/4/24,3,8913.721,8945.577,8767.114,8895.325,0.001018
10,2019/4/25,4,8863.675,8886.278,8717.121,8724.47,-0.019207
10,2019/4/26,5,8684.191,8738.019,8613.994,8617.252,-0.012289
10,2019/4/29,1,8645.326,8778.434,8605.068,8673.135,0.006485
10,2019/4/30,2,8655.209,8720.74,8637.593,8702.258,0.003358
10,2019/5/6,1,8412.748,8449.125,8139.299,8240.224,-0.053094
10,2019/5/7,2,8268.152,8322.452,8185.921,8283.602,0.005264
10,2019/5/8,3,8123.515,8271.69,8111.452,8154,-0.015646
10,2019/5/9,4,8090.334,8124.24,7968.202,8000.203,-0.018862
10,2019/5/10,5,8093.224,8290.677,7984.806,8282.089,0.035235
10,2019/5/13,1,8162.041,8215.455,8121.418,8139.483,-0.017219
10,2019/5/14,2,8058.551,8172.496,8058.551,8086.882,-0.006462
10,2019/5/15,3,8144.693,8290.375,8144.693,8257.308,0.021074
10,2019/5/16,4,8241.951,8301.872,8218.068,8300.352,0.005213
10,2019/5/17,5,8302.53,8304.221,8081.876,8102.991,-0.023777
10,2019/5/20,1,8075.902,8111.734,7980.864,8047.993,-0.006787
10,2019/5/21,2,8050.167,8196.57,8032.751,8138.156,0.011203
10,2019/5/22,3,8137.029,8159.646,8070.974,8102.569,-0.004373
10,2019/5/23,4,8060.548,8079.347,7972.163,7985.031,-0.014506
10,2019/5/24,5,7993.176,8073.976,7987.175,8010.02,0.003129
10,2019/5/27,1,7999.533,8115.981,7922.732,8093.378,0.010407
10,2019/5/28,2,8084.711,8195.841,8074.421,8168.016,0.009222
10,2019/5/29,3,8107.744,8231.456,8095.716,8164.686,-0.000408
10,2019/5/30,4,8135.991,8146.91,8062.881,8123.604,-0.005032
10,2019/5/31,5,8123.786,8180.23,8089.376,8092.02,-0.003888
10,2019/6/3,1,8113.552,8184.513,8060.812,8106.393,0.001776
10,2019/6/4,2,8108.217,8114.045,8012.204,8038.391,-0.008389
10,2019/6/5,3,8100.576,8115.267,8029.459,8035.056,-0.000415
10,2019/6/6,4,8048.234,8048.234,7965.75,7978.566,-0.00703
10,2019/6/10,1,8006.833,8103.61,7987.527,8073.011,0.011837
10,2019/6/11,2,8093.109,8309.741,8093.109,8300.295,0.028154
10,2019/6/12,3,8272.365,8285.277,8229.837,8246.759,-0.00645
10,2019/6/13,4,8244.461,8269.348,8177.518,8242.597,-0.000505
10,2019/6/14,5,8255.185,8296.848,8176.468,8186.536,-0.006801
10,2019/6/17,1,8183.728,8254.97,8181.255,8201.24,0.001796
10,2019/6/18,2,8219.192,8243.145,8171.275,8228.213,0.003289
10,2019/6/19,3,8418.616,8443.745,8331.32,8332.735,0.012703
10,2019/6/20,4,8342.127,8641.701,8339.804,8603.199,0.032458
10,2019/6/21,5,8604.915,8658.173,8577.697,8609.73,0.000759
10,2019/6/24,1,8621.084,8658.071,8587.414,8634.219,0.002844
10,2019/6/25,2,8626.008,8626.834,8439.712,8541.472,-0.010742
10,2019/6/26,3,8492.339,8552.406,8475.003,8515.754,-0.003011
10,2019/6/27,4,8545.193,8645.969,8540.731,8600.138,0.009909
10,2019/6/28,5,8590.031,8597.991,8525.646,8579.414,-0.00241
10,2019/7/1,1,8726.846,8797.574,8703.043,8780.434,0.023431
10,2019/7/2,2,8771.525,8785.28,8740.997,8771.107,-0.001062
10,2019/7/3,3,8749.797,8749.797,8657.842,8686.61,-0.009634
10,2019/7/4,4,8685.246,8707.428,8600.886,8640.763,-0.005278
10,2019/7/5,5,8640.368,8677.264,8595.297,8662.231,0.002485
10,2019/7/8,1,8615.864,8615.864,8401.8,8455.934,-0.023816
10,2019/7/9,2,8444.726,8472.484,8389.215,8423.575,-0.003827
10,2019/7/10,3,8455.84,8460.627,8382.73,8406.645,-0.00201
10,2019/7/11,4,8450.062,8502.594,8386.529,8411.943,0.00063
10,2019/7/12,5,8401.579,8482.773,8384.165,8454.018,0.005002
10,2019/7/15,1,8417.957,8523.986,8313.843,8475.351,0.002523
10,2019/7/16,2,8464.994,8483.15,8424.968,8437.619,-0.004452
10,2019/7/17,3,8420.475,8461.081,8393.249,8422.753,-0.001762
10,2019/7/18,4,8404.415,8405.96,8359.63,8359.775,-0.007477
10,2019/7/19,5,8400.586,8490.904,8400.586,8450.928,0.010904
10,2019/7/22,1,8459.325,8464.452,8357.598,8385.146,-0.007784
10,2019/7/23,2,8390.993,8411.587,8364.637,8403.43,0.002181
10,2019/7/24,3,8436.252,8516.135,8435.625,8470.347,0.007963
10,2019/7/25,4,8476.275,8530.857,8456.547,8530.857,0.007144
10,2019/7/26,5,8496.504,8564.45,8492.229,8555.361,0.002872
10,2019/7/29,1,8551.726,8561.87,8516.356,8537.68,-0.002067
10,2019/7/30,2,8557.683,8615.287,8557.683,8573.097,0.004148
10,2019/7/31,3,8542.099,8542.132,8479.525,8496.042,-0.008988
10,2019/8/1,4,8461.895,8484.017,8401.117,8420.449,-0.008897
10,2019/8/2,5,8277.12,8317.548,8258.888,8298.406,-0.014494
10,2019/8/5,1,8245.696,8270.768,8140.679,8140.869,-0.018984
10,2019/8/6,2,8002.532,8079.598,7930.253,8049.286,-0.01125
10,2019/8/7,3,8084.359,8093.848,8022.372,8022.372,-0.003344
10,2019/8/8,4,8092.751,8140.29,8084.85,8127.477,0.013101
10,2019/8/9,5,8165.533,8171.922,8054.604,8067.063,-0.007433
10,2019/8/12,1,8100.819,8199.019,8087.383,8198.76,0.016325
10,2019/8/13,2,8149.901,8162.425,8109.898,8125.726,-0.008908
10,2019/8/14,3,8214.951,8226.535,8152.904,8155.44,0.003657
10,2019/8/15,4,8021.983,8185.094,8012.55,8183.959,0.003497
10,2019/8/16,5,8194.481,8273.522,8167.836,8218.444,0.004214
10,2019/8/19,1,8259.7,8387.787,8227.874,8387.787,0.020605
10,2019/8/20,2,8368.007,8401.096,8355.041,8377.397,-0.001239
10,2019/8/21,3,8358.959,8382.827,8350.81,8364.347,-0.001558
10,2019/8/22,4,8390.709,8395.296,8340.701,8388.208,0.002853
10,2019/8/23,5,8395.652,8487.868,8380.21,8471.849,0.009971
10,2019/8/26,1,8340.565,8379.105,8316.994,8341.784,-0.015353
10,2019/8/27,2,8395.724,8504.976,8391.515,8433.04,0.01094
10,2019/8/28,3,8429.695,8442.254,8369.414,8387.309,-0.005423
10,2019/8/29,4,8390.873,8399.449,8325.658,8359.242,-0.003346
10,2019/8/30,5,8416.095,8441.358,8339.788,8380.367,0.002527
10,2019/9/2,1,8378.978,8486.827,8367.85,8467.969,0.010453
10,2019/9/3,2,8471.286,8481.432,8425.017,8466.001,-0.000232
10,2019/9/4,3,8458.538,8542.89,8454.796,8542.89,0.009082
10,2019/9/5,4,8596.142,8740.588,8596.142,8641.308,0.01152
10,2019/9/6,5,8687.794,8698.915,8637.197,8698.722,0.006644
10,2019/9/9,1,8773.719,8782.46,8704.211,8730.228,0.003622
10,2019/9/10,2,8741.499,8741.538,8659.956,8702.251,-0.003205
10,2019/9/11,3,8731.859,8736.708,8640.363,8665.57,-0.004215
10,2019/9/12,4,8698.417,8770.684,8672.483,8766.49,0.011646
10,2019/9/16,1,8782.693,8785.659,8698.126,8728.733,-0.004307
10,2019/9/17,2,8707.323,8707.323,8558.944,8579.571,-0.017089
10,2019/9/18,3,8606.979,8656.767,8605.881,8620.257,0.004742
10,2019/9/19,4,8649.117,8649.335,8585.345,8634.288,0.001628
10,2019/9/20,5,8653.797,8670.532,8630.486,8655.884,0.002501
10,2019/9/23,1,8632.099,8632.099,8511.652,8555.829,-0.011559
10,2019/9/24,2,8569.196,8635.238,8550.69,8583.07,0.003184
10,2019/9/25,3,8556.737,8574.49,8523.295,8527.464,-0.006479
10,2019/9/26,4,8558.914,8584.697,8489.078,8491.745,-0.004189
10,2019/9/27,5,8496.694,8511.467,8463.882,8495.943,0.000494
10,2019/9/30,1,8469.873,8508.816,8409.041,8409.487,-0.010176
10,2019/10/8,2,8409.547,8513.406,8409.547,8459.012,0.005889
10,2019/10/9,3,8423.725,8492.266,8393.687,8476.862,0.00211
10,2019/10/10,4,8469.193,8538.248,8450.027,8531.565,0.006453
10,2019/10/11,5,8558.399,8647.449,8526.155,8625.942,0.011062
10,2019/10/14,1,8694.469,8789.414,8670.828,8716.051,0.010446
10,2019/10/15,2,8721.303,8721.303,8670.894,8689.292,-0.00307
10,2019/10/16,3,8693.641,8756.083,8643.01,8651.914,-0.004302
10,2019/10/17,4,8664.204,8686.398,8634.365,8659.381,0.000863
10,2019/10/18,5,8680.92,8696.727,8513.613,8520.663,-0.016019
10,2019/10/21,1,8505.027,8540.815,8483.284,8530.142,0.001112
