Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
399106,2013/1/21,1,938.822,942.503,934.091,942.503,0.007274
399106,2013/1/22,2,942.745,942.745,921.717,928.904,-0.014429
399106,2013/1/23,3,926.041,932.237,918.056,930.4,0.001611
399106,2013/1/24,4,930.038,940.782,904.679,911.533,-0.020278
399106,2013/1/25,5,910.05,914.924,906.116,909.515,-0.002214
399106,2013/1/28,1,909.635,932.606,909.635,932.606,0.025388
399106,2013/1/29,2,933.584,943.354,932.413,941.276,0.009297
399106,2013/1/30,3,941.265,944.165,934.37,942.601,0.001408
399106,2013/1/31,4,942.159,942.776,932.128,936.208,-0.006782
399106,2013/2/1,5,934.075,944.28,932.341,944.28,0.008622
399106,2013/2/4,1,945.813,947.77,931.941,935.801,-0.008979
399106,2013/2/5,2,931.532,947.601,929.732,946.999,0.011966
399106,2013/2/6,3,947.158,954.583,947.158,951.524,0.004778
399106,2013/2/7,4,950.956,958.391,947.184,956.726,0.005467
399106,2013/2/8,5,956.036,973.646,956.036,969.524,0.013377
399106,2013/2/18,1,973.838,975.394,964.183,970.092,0.000586
399106,2013/2/19,2,969.459,970.042,948.325,951.709,-0.01895
399106,2013/2/20,3,950.81,969.379,950.234,969.379,0.018567
399106,2013/2/21,4,963.164,963.164,941.345,950.008,-0.019983
399106,2013/2/22,5,948.348,957.218,946.493,947.689,-0.002441
399106,2013/2/25,1,949.065,958.275,948.205,955.789,0.008547
399106,2013/2/26,2,951.917,961.173,942.592,943.329,-0.013036
399106,2013/2/27,3,944.995,953.532,938.063,945.858,0.002681
399106,2013/2/28,4,948.56,966.416,944.754,966.416,0.021735
399106,2013/3/1,5,966.212,977.361,964.309,977.357,0.011321
399106,2013/3/4,1,966.416,966.533,936.789,942.795,-0.035363
399106,2013/3/5,2,941.834,964.713,938.555,964.678,0.023211
399106,2013/3/6,3,967.534,979.331,967.534,979.188,0.015041
399106,2013/3/7,4,977.612,980.095,958.716,968.34,-0.011079
399106,2013/3/8,5,968.322,972.178,957.474,958.231,-0.01044
399106,2013/3/11,1,956.492,963.099,950.063,958.43,0.000208
399106,2013/3/12,2,957.764,964.021,924.557,935.379,-0.024051
399106,2013/3/13,3,933.2,933.427,917.976,927.076,-0.008877
399106,2013/3/14,4,924.312,935.281,923.307,930.603,0.003804
399106,2013/3/15,5,930.443,948.386,920.958,933.297,0.002895
399106,2013/3/18,1,930.059,935.996,921.599,922.574,-0.011489
399106,2013/3/19,2,922.801,927.498,910.93,924.529,0.002119
399106,2013/3/20,3,924.535,949.819,924.396,949.819,0.027354
399106,2013/3/21,4,950.029,961.776,949.201,958.389,0.009023
399106,2013/3/22,5,957.246,962.594,954.22,960.836,0.002553
399106,2013/3/25,1,962.03,964.801,954.324,959.931,-0.000942
399106,2013/3/26,2,956.952,957.904,942.508,953.364,-0.006841
399106,2013/3/27,3,953.059,963.055,948.928,955.24,0.001968
399106,2013/3/28,4,947.89,947.89,929.948,930.14,-0.026276
399106,2013/3/29,5,930.72,934.499,925.012,927.894,-0.002415
399106,2013/4/1,1,927.205,937.09,926.4,933.691,0.006247
399106,2013/4/2,2,934.154,943.407,919.761,921.415,-0.013148
399106,2013/4/3,3,922.197,924.812,909.802,913.322,-0.008783
399106,2013/4/8,1,901.173,918.503,892.481,918.503,0.005673
399106,2013/4/9,2,919.253,928.819,919.253,926.215,0.008396
399106,2013/4/10,3,925.677,928.238,914.506,921.856,-0.004706
399106,2013/4/11,4,924.674,927.177,918.599,919.116,-0.002972
399106,2013/4/12,5,917.951,923.117,911.79,912.647,-0.007038
399106,2013/4/15,1,909.723,910.171,897.619,900.464,-0.013349
399106,2013/4/16,2,892.845,910.056,890.456,909.948,0.010532
399106,2013/4/17,3,909.812,919.934,909.508,919.865,0.010898
399106,2013/4/18,4,915.441,927.384,912.899,923.141,0.003561
399106,2013/4/19,5,924.072,945.641,924.072,943.42,0.021967
399106,2013/4/22,1,940.163,949.1,939.518,949.1,0.006021
399106,2013/4/23,2,949.044,949.044,922.427,923.418,-0.027059
399106,2013/4/24,3,923.074,945.869,921.714,943.778,0.022049
399106,2013/4/25,4,941.334,947.205,927.796,927.796,-0.016934
399106,2013/4/26,5,927.905,930.969,911.174,912.618,-0.016359
399106,2013/5/2,4,908.493,918.545,905.712,918.482,0.006425
399106,2013/5/3,5,920.631,940.917,920.631,936.577,0.019701
399106,2013/5/6,1,938.673,955.1,938.673,953.978,0.018579
399106,2013/5/7,2,952.26,958.956,948.337,955.327,0.001414
399106,2013/5/8,3,957.597,965.407,956.129,965.407,0.010551
399106,2013/5/9,4,964.773,968.169,957.125,967.693,0.002368
399106,2013/5/10,5,965.404,973.235,961.777,971.363,0.003793
399106,2013/5/13,1,971.692,974.4,967.203,974.199,0.00292
399106,2013/5/14,2,973.292,973.292,955.031,960.813,-0.013741
399106,2013/5/15,3,960.908,975.646,960.908,975.646,0.015438
399106,2013/5/16,4,974.483,990.608,971.535,986.269,0.010888
399106,2013/5/17,5,985.486,1003.765,985.055,1002.541,0.016499
399106,2013/5/20,1,1004.921,1018.305,1003.415,1016.915,0.014338
399106,2013/5/21,2,1016.13,1030.744,1015.069,1030.744,0.013599
399106,2013/5/22,3,1029.392,1032.652,1016.633,1021.399,-0.009066
399106,2013/5/23,4,1017.028,1030.338,1011.584,1014.47,-0.006784
399106,2013/5/24,5,1015.121,1029.303,1015.121,1029.303,0.014621
399106,2013/5/27,1,1029.624,1037.194,1028.678,1037.194,0.007666
399106,2013/5/28,2,1037.202,1038.564,1022.334,1036.409,-0.000757
399106,2013/5/29,3,1037.52,1044.273,1036.859,1042.604,0.005977
399106,2013/5/30,4,1040.09,1045.541,1037.46,1043.472,0.000833
399106,2013/5/31,5,1044.437,1047.071,1035.775,1035.8,-0.007352
399106,2013/6/3,1,1034.798,1039.177,1025.196,1027.589,-0.007927
399106,2013/6/4,2,1026.585,1026.585,999.566,1007.094,-0.019945
399106,2013/6/5,3,1006.385,1014.07,1003.537,1012.599,0.005466
399106,2013/6/6,4,1009.717,1011.908,998.152,998.884,-0.013544
399106,2013/6/7,5,999.426,1004.478,977.947,983.459,-0.015442
399106,2013/6/13,4,971.015,971.015,936.641,955.261,-0.028672
399106,2013/6/14,5,956.803,977.088,956.803,975.646,0.02134
399106,2013/6/17,1,977.599,985.391,971.026,977.657,0.002061
399106,2013/6/18,2,978.332,981.85,966.693,979.428,0.001811
399106,2013/6/19,3,974.881,975.494,959.504,975.069,-0.004451
399106,2013/6/20,4,969.438,970.461,941.723,942.059,-0.033854
399106,2013/6/21,5,924.792,944.388,913.391,939.165,-0.003072
399106,2013/6/24,1,936.761,936.761,874.349,881.869,-0.061007
399106,2013/6/25,2,871.285,883.532,815.894,879.934,-0.002194
399106,2013/6/26,3,881.347,901.721,875.532,901.721,0.02476
399106,2013/6/27,4,903.487,915.961,886.661,886.91,-0.016425
399106,2013/6/28,5,880.855,905.757,872.237,887.68,0.000868
399106,2013/7/1,1,884.976,906.427,881.834,906.427,0.021119
399106,2013/7/2,2,907.209,922.861,905.732,922.234,0.017439
399106,2013/7/3,3,919.305,925.36,903.329,923.082,0.00092
399106,2013/7/4,4,917.091,939.597,912.181,928.578,0.005954
399106,2013/7/5,5,929.907,938.984,922.443,922.443,-0.006607
399106,2013/7/8,1,908.754,911.482,888.585,889.531,-0.035679
399106,2013/7/9,2,887.951,895.098,882.594,892.925,0.003815
399106,2013/7/10,3,892.936,918.396,891.924,918.396,0.028525
399106,2013/7/11,4,919.761,952.888,919.586,945.254,0.029244
399106,2013/7/12,5,944.922,956.646,939.737,940.194,-0.005353
399106,2013/7/15,1,943.382,961.819,943.382,961.412,0.022568
399106,2013/7/16,2,961.691,971.404,956.161,971.402,0.010391
399106,2013/7/17,3,968.801,974.639,952.689,956.503,-0.015338
399106,2013/7/18,4,953.311,960.655,944.984,952.614,-0.004066
399106,2013/7/19,5,952.522,961.659,931.652,931.652,-0.022005
399106,2013/7/22,1,925.48,948.274,921.7,948.274,0.017841
399106,2013/7/23,2,950.845,974.435,950.845,974.434,0.027587
399106,2013/7/24,3,972.517,983.142,964.245,980.972,0.00671
399106,2013/7/25,4,981.243,984.278,958.754,961.817,-0.019527
399106,2013/7/26,5,957.78,965.753,946.532,959.992,-0.001897
399106,2013/7/29,1,954.874,956.393,939.779,941.325,-0.019445
399106,2013/7/30,2,942.126,947.664,922.345,938.866,-0.002612
399106,2013/7/31,3,944.396,951.874,939.982,942.965,0.004366
399106,2013/8/1,4,945.422,971.707,944.917,971.707,0.03048
399106,2013/8/2,5,976.878,985.972,974.707,975.4,0.003801
399106,2013/8/5,1,975.439,991.544,974.818,991.544,0.016551
399106,2013/8/6,2,990.815,1004.892,988.102,1002.366,0.010914
399106,2013/8/7,3,1002.045,1005.187,989.234,990.777,-0.011562
399106,2013/8/8,4,988.744,1000.944,987.45,994.641,0.0039
399106,2013/8/9,5,996.917,1003.987,983.962,996.424,0.001793
399106,2013/8/12,1,999.303,1009.134,998.668,1009.134,0.012756
399106,2013/8/13,2,1009.071,1014.972,1005.006,1014.972,0.005785
399106,2013/8/14,3,1015.278,1019.801,1008.803,1012.8,-0.00214
399106,2013/8/15,4,1011.726,1014.818,1000.736,1001.048,-0.011603
399106,2013/8/16,5,996.231,1014.906,979.761,980.608,-0.020419
399106,2013/8/19,1,974.324,999.321,973.212,999.294,0.019056
399106,2013/8/20,2,998.283,1007.95,993.515,998.841,-0.000453
399106,2013/8/21,3,999.16,1003.833,993.477,1003.829,0.004994
399106,2013/8/22,4,1002.323,1010.474,1001.027,1006.687,0.002847
399106,2013/8/23,5,1008.895,1012.703,986.392,1004.931,-0.001744
399106,2013/8/26,1,1006.298,1023.592,1006.298,1023.592,0.018569
399106,2013/8/27,2,1023.147,1029.446,1018.289,1029.446,0.005719
399106,2013/8/28,3,1023.034,1026.18,1014.631,1016.258,-0.012811
399106,2013/8/29,4,1016.851,1020.165,1008.957,1014.443,-0.001786
399106,2013/8/30,5,1013.099,1017.404,992.607,996.701,-0.017489
399106,2013/9/2,1,995.674,1008.183,991.927,1008.041,0.011378
399106,2013/9/3,2,1009.321,1023.799,1008.49,1023.793,0.015626
399106,2013/9/4,3,1023.507,1027.455,1020.093,1023.806,0.000013
399106,2013/9/5,4,1023.212,1028.217,1020.24,1025.828,0.001975
399106,2013/9/6,5,1024.321,1031.699,1023.21,1030.755,0.004803
399106,2013/9/9,1,1033.36,1040.774,1031.166,1039.907,0.008879
399106,2013/9/10,2,1040.754,1044.578,1034.798,1044.578,0.004492
399106,2013/9/11,3,1044.303,1044.785,1029.475,1034.517,-0.009632
399106,2013/9/12,4,1031.478,1038.731,1030.005,1035,0.000467
399106,2013/9/13,5,1035.054,1043.381,1032.619,1041.491,0.006271
399106,2013/9/16,1,1042.95,1049.916,1041.531,1045.244,0.003603
399106,2013/9/17,2,1045.106,1045.106,1030.025,1030.247,-0.014348
399106,2013/9/18,3,1028.965,1036.519,1026.05,1036.512,0.006081
399106,2013/9/23,1,1038.809,1059.742,1038.809,1059.742,0.022412
399106,2013/9/24,2,1059.588,1061.728,1048.942,1059.808,0.000062
399106,2013/9/25,3,1058.513,1062.45,1052.433,1054.067,-0.005417
399106,2013/9/26,4,1051.79,1054.704,1039.315,1039.855,-0.013483
399106,2013/9/27,5,1039.969,1047.651,1039.949,1043.741,0.003737
399106,2013/9/30,1,1046.05,1056.551,1046.05,1056.551,0.012273
399106,2013/10/8,2,1057.433,1075.09,1055.073,1074.799,0.017271
399106,2013/10/9,3,1072.31,1084.876,1069.421,1084.876,0.009376
399106,2013/10/10,4,1085.774,1086.671,1073.281,1076.849,-0.007399
399106,2013/10/11,5,1079.454,1087.801,1077.351,1087.443,0.009838
399106,2013/10/14,1,1088.275,1098.224,1085.959,1097.058,0.008842
399106,2013/10/15,2,1097.981,1098.874,1086.873,1094.582,-0.002257
399106,2013/10/16,3,1091.504,1091.504,1061.43,1066.332,-0.025809
399106,2013/10/17,4,1070.288,1079.22,1063.793,1066.532,0.000188
399106,2013/10/18,5,1066.546,1076.124,1064.616,1074.125,0.007119
399106,2013/10/21,1,1076.423,1101.594,1076.423,1101.594,0.025573
399106,2013/10/22,2,1101.575,1106.265,1086.367,1088.548,-0.011843
399106,2013/10/23,3,1087.685,1090.281,1059.961,1065.221,-0.021429
399106,2013/10/24,4,1062.376,1067.614,1056.801,1058.78,-0.006047
399106,2013/10/25,5,1059.598,1064.653,1033.632,1039.94,-0.017794
399106,2013/10/28,1,1038.952,1041.23,1031.463,1037.849,-0.002011
399106,2013/10/29,2,1037.056,1045.937,993.228,1019.04,-0.018123
399106,2013/10/30,3,1016.83,1035.235,1015.473,1035.201,0.015859
399106,2013/10/31,4,1032.774,1032.786,1019.956,1021.042,-0.013678
399106,2013/11/1,5,1017.529,1021.87,1006.274,1016.97,-0.003988
399106,2013/11/4,1,1018.246,1027.027,1017.691,1021.47,0.004425
399106,2013/11/5,2,1017.882,1034.625,1009.823,1034.612,0.012866
399106,2013/11/6,3,1031.761,1040.249,1023.862,1023.862,-0.01039
399106,2013/11/7,4,1020.551,1022.997,1008.088,1011.255,-0.012313
399106,2013/11/8,5,1006.204,1009.73,994.606,997.881,-0.013225
399106,2013/11/11,1,996.537,1008.689,990.393,1004.943,0.007077
399106,2013/11/12,2,1005.241,1014.648,1002.364,1014.187,0.009199
399106,2013/11/13,3,1011.241,1011.241,996.29,996.367,-0.017571
399106,2013/11/14,4,995.237,1011.121,988.476,1011.107,0.014794
399106,2013/11/15,5,1011.595,1038.625,1011.595,1029.712,0.018401
399106,2013/11/18,1,1034.956,1052.129,1034.149,1052.129,0.02177
399106,2013/11/19,2,1052.938,1057.233,1048.404,1054.049,0.001825
399106,2013/11/20,3,1057.229,1060.799,1050.401,1060.791,0.006396
399106,2013/11/21,4,1056.826,1058.157,1047.483,1055.923,-0.004589
399106,2013/11/22,5,1056.687,1059.639,1050.062,1052.708,-0.003045
399106,2013/11/25,1,1049.156,1060.21,1046.697,1052.195,-0.000487
399106,2013/11/26,2,1050.754,1057.746,1047.782,1054.65,0.002333
399106,2013/11/27,3,1053.763,1069.319,1053.148,1069.257,0.01385
399106,2013/11/28,4,1070.92,1085.913,1070.883,1079.882,0.009937
399106,2013/11/29,5,1079.89,1090.519,1079.89,1089.603,0.009002
399106,2013/12/2,1,1061.802,1071.999,1031.463,1035.537,-0.04962
399106,2013/12/3,2,1025.406,1055.162,1023.474,1053.292,0.017146
399106,2013/12/4,3,1051.328,1073.907,1050.066,1064.017,0.010182
399106,2013/12/5,4,1062.822,1066.339,1055.696,1058.007,-0.005648
399106,2013/12/6,5,1055.858,1060.336,1051.81,1055.865,-0.002025
399106,2013/12/9,1,1058.516,1066.729,1058.516,1066.729,0.010289
399106,2013/12/10,2,1067.695,1069.953,1059.971,1066.347,-0.000358
399106,2013/12/11,3,1062.687,1062.912,1049.516,1056.778,-0.008974
399106,2013/12/12,4,1054.734,1069.189,1054.603,1064.05,0.006881
399106,2013/12/13,5,1058.142,1070.774,1055.435,1068.186,0.003887
399106,2013/12/16,1,1068.863,1069.397,1052.395,1054.686,-0.012638
399106,2013/12/17,2,1053.887,1055.811,1043.405,1047.491,-0.006822
399106,2013/12/18,3,1047.795,1051.892,1042.46,1046.837,-0.000624
399106,2013/12/19,4,1048.398,1053.344,1039.56,1039.903,-0.006624
399106,2013/12/20,5,1040.191,1043.272,1022.922,1026.235,-0.013144
399106,2013/12/23,1,1026.112,1028.807,1010.08,1025.582,-0.000636
399106,2013/12/24,2,1026.792,1042.141,1025.572,1034.785,0.008973
399106,2013/12/25,3,1035.534,1050.991,1032.969,1050.991,0.015661
399106,2013/12/26,4,1050.161,1051.048,1032.302,1032.599,-0.0175
399106,2013/12/27,5,1031.46,1053.847,1031.46,1050.853,0.017678
399106,2013/12/30,1,1054.377,1057.608,1050.273,1054.218,0.003202
399106,2013/12/31,2,1050.375,1057.665,1045.433,1057.665,0.00327
399106,2014/1/2,4,1055.882,1068.104,1054.191,1068.103,0.009869
399106,2014/1/3,5,1065.777,1069.067,1060.382,1065.687,-0.002262
399106,2014/1/6,1,1063.486,1063.486,1037.621,1038.336,-0.025665
399106,2014/1/7,2,1032.752,1044.674,1030.785,1044.666,0.006096
399106,2014/1/8,3,1046.464,1059.217,1046.229,1053.77,0.008715
399106,2014/1/9,4,1051.275,1060.895,1038.48,1038.624,-0.014373
399106,2014/1/10,5,1035.141,1037.615,1018.65,1021.593,-0.016398
399106,2014/1/13,1,1021.412,1029.84,1013.26,1019.469,-0.002079
399106,2014/1/14,2,1019.492,1039.626,1018.184,1039.625,0.019771
399106,2014/1/15,3,1039.049,1047.305,1038.143,1047.305,0.007387
399106,2014/1/16,4,1047.809,1053.035,1043.396,1046.169,-0.001085
399106,2014/1/17,5,1043.536,1045.026,1035.355,1036.033,-0.009689
399106,2014/1/20,1,1034.024,1038.794,1021.14,1026.938,-0.008779
399106,2014/1/21,2,1026.197,1042.587,1026.197,1042.587,0.015239
399106,2014/1/22,3,1043.554,1067.055,1043.554,1067.054,0.023468
399106,2014/1/23,4,1067.414,1079.601,1066.219,1075.475,0.007892
399106,2014/1/24,5,1073.328,1092.472,1072.027,1089.529,0.013068
399106,2014/1/27,1,1084.497,1093.047,1077.552,1083.21,-0.0058
399106,2014/1/28,2,1084.002,1089.121,1070.513,1079.843,-0.003108
399106,2014/1/29,3,1081.119,1089.855,1080.414,1089.004,0.008484
399106,2014/1/30,4,1087.904,1088.638,1078.378,1081.269,-0.007103
399106,2014/2/7,5,1075.053,1098.685,1071.973,1098.685,0.016107
399106,2014/2/10,1,1102.47,1128.437,1102.47,1128.06,0.026737
399106,2014/2/11,2,1128.859,1133.861,1114.561,1127.221,-0.000744
399106,2014/2/12,3,1127.338,1139.041,1122.155,1139.041,0.010486
399106,2014/2/13,4,1138.064,1140.681,1119.868,1119.933,-0.016776
399106,2014/2/14,5,1119.065,1138.389,1117.604,1138.389,0.01648
399106,2014/2/17,1,1143.15,1160.386,1142.707,1160.386,0.019323
399106,2014/2/18,2,1160.921,1160.924,1150.991,1155.623,-0.004105
399106,2014/2/19,3,1154.868,1162.053,1146.965,1157.198,0.001363
399106,2014/2/20,4,1157.612,1159.725,1135.686,1139.269,-0.015493
399106,2014/2/21,5,1136.94,1143.004,1125.42,1135.011,-0.003737
399106,2014/2/24,1,1130.499,1134.192,1114.938,1134.192,-0.000722
399106,2014/2/25,2,1135.587,1142.947,1083.227,1089.216,-0.039655
399106,2014/2/26,3,1081.678,1094.739,1066.245,1094.734,0.005066
399106,2014/2/27,4,1097.329,1110.507,1074.471,1075.48,-0.017588
399106,2014/2/28,5,1072.958,1090.886,1063.762,1090.865,0.014305
399106,2014/3/3,1,1090.565,1109.445,1088.937,1109.412,0.017002
399106,2014/3/4,2,1105.838,1108.382,1094.098,1106.348,-0.002762
399106,2014/3/5,3,1108.355,1111.574,1101.716,1103.673,-0.002418
399106,2014/3/6,4,1101.509,1108.197,1086.477,1105.691,0.001828
399106,2014/3/7,5,1105.092,1111.788,1097.419,1102.282,-0.003083
399106,2014/3/10,1,1093.354,1093.354,1062.67,1064.06,-0.034675
399106,2014/3/11,2,1060.561,1072.03,1053.793,1064.295,0.000221
399106,2014/3/12,3,1061.473,1072.233,1047.021,1062.785,-0.001419
399106,2014/3/13,4,1062.863,1078.348,1062.863,1078.348,0.014644
399106,2014/3/14,5,1074.218,1081.047,1066.787,1074.192,-0.003854
399106,2014/3/17,1,1075.638,1096.355,1075.373,1096.355,0.020632
399106,2014/3/18,2,1097.15,1107.223,1096.368,1099.902,0.003235
399106,2014/3/19,3,1097.139,1097.139,1084.207,1094.444,-0.004962
399106,2014/3/20,4,1092.068,1098.237,1065.426,1065.426,-0.026514
399106,2014/3/21,5,1059.264,1085.986,1050.2,1084.496,0.017899
399106,2014/3/24,1,1083.542,1088.696,1077.977,1085.48,0.000907
399106,2014/3/25,2,1082.23,1088.42,1077.214,1083.311,-0.001998
399106,2014/3/26,3,1084.698,1090.743,1084.474,1088.855,0.005118
399106,2014/3/27,4,1087.309,1087.309,1067.323,1067.323,-0.019775
399106,2014/3/28,5,1064.518,1066.827,1041.459,1044.141,-0.02172
399106,2014/3/31,1,1044.09,1048.597,1033.661,1039.879,-0.004082
399106,2014/4/1,2,1038.667,1057.058,1038.395,1057.008,0.016472
399106,2014/4/2,3,1057.697,1060.876,1051.923,1055.12,-0.001786
399106,2014/4/3,4,1055.713,1063.547,1051.238,1055.581,0.000437
399106,2014/4/4,5,1053.18,1068.069,1050.832,1068.068,0.01183
399106,2014/4/8,2,1062.92,1078.201,1060.92,1078.201,0.009487
399106,2014/4/9,3,1079.392,1087.888,1079.392,1087.885,0.008982
399106,2014/4/10,4,1089.365,1096.857,1087.33,1092.696,0.004422
399106,2014/4/11,5,1088.455,1090.687,1081.984,1088.102,-0.004204
399106,2014/4/14,1,1087.791,1094.504,1087.537,1094.413,0.0058
399106,2014/4/15,2,1093.47,1093.47,1084.127,1085.959,-0.007725
399106,2014/4/16,3,1083.211,1087.501,1079.469,1085.058,-0.00083
399106,2014/4/17,4,1086.444,1090.589,1085.503,1086.232,0.001082
399106,2014/4/18,5,1083.704,1089.682,1080.55,1089.358,0.002878
399106,2014/4/21,1,1083.042,1092.823,1074.166,1074.779,-0.013383
399106,2014/4/22,2,1073.062,1077.155,1051.495,1066.497,-0.007706
399106,2014/4/23,3,1065.218,1072.153,1060.578,1064.929,-0.00147
399106,2014/4/24,4,1063.633,1065.745,1054.275,1057.307,-0.007157
399106,2014/4/25,5,1056.124,1057.149,1036.607,1036.716,-0.019475
399106,2014/4/28,1,1032.713,1032.713,1006.67,1007.271,-0.028402
399106,2014/4/29,2,1004.926,1019.839,1004.926,1019.838,0.012476
399106,2014/4/30,3,1019.236,1027.947,1018.142,1027.575,0.007586
399106,2014/5/5,1,1025.431,1037.033,1021.548,1037.033,0.009204
399106,2014/5/6,2,1035.95,1049.649,1035.265,1044.2,0.006911
399106,2014/5/7,3,1041.212,1041.212,1027.612,1027.989,-0.015525
399106,2014/5/8,4,1025.088,1040.207,1023.158,1026.196,-0.001744
399106,2014/5/9,5,1025.518,1026.308,1009.727,1017.687,-0.008292
399106,2014/5/12,1,1023.341,1040.562,1020.019,1040.536,0.022452
399106,2014/5/13,2,1040.056,1044.68,1035.962,1039.385,-0.001106
399106,2014/5/14,3,1038.737,1043.266,1036.601,1040.807,0.001368
399106,2014/5/15,4,1039.137,1040.118,1021.649,1022.514,-0.017576
399106,2014/5/16,5,1020.583,1022.655,1008.455,1019.364,-0.003081
399106,2014/5/19,1,1017.112,1017.119,1006.539,1014.188,-0.005078
399106,2014/5/20,2,1019.006,1028.184,1015.852,1018.502,0.004254
399106,2014/5/21,3,1015.841,1028,1008.464,1028,0.009325
399106,2014/5/22,4,1028.503,1040.517,1028.354,1028.684,0.000665
399106,2014/5/23,5,1028.262,1040.46,1026.474,1040.46,0.011448
399106,2014/5/26,1,1044.564,1052.795,1044.564,1052.795,0.011855
399106,2014/5/27,2,1052.024,1054.172,1047.321,1048.81,-0.003785
399106,2014/5/28,3,1048.697,1063.319,1047.341,1063.221,0.01374
399106,2014/5/29,4,1063.519,1065.793,1050.503,1050.578,-0.011891
399106,2014/5/30,5,1050.176,1057.008,1044.166,1053.751,0.00302
399106,2014/6/3,2,1054.184,1059.159,1052.742,1052.884,-0.000823
399106,2014/6/4,3,1051.648,1051.648,1035.942,1044.429,-0.00803
399106,2014/6/5,4,1043.243,1058.299,1042.33,1058.299,0.01328
399106,2014/6/6,5,1058.654,1060.808,1049.885,1055.559,-0.002589
399106,2014/6/9,1,1053.599,1058.706,1048.778,1049.307,-0.005923
399106,2014/6/10,2,1049.868,1063.885,1046.039,1063.884,0.013892
399106,2014/6/11,3,1062.293,1069.722,1060.92,1068.927,0.00474
399106,2014/6/12,4,1066.762,1070.206,1063.114,1066.556,-0.002218
399106,2014/6/13,5,1065.33,1080.392,1064.889,1079.361,0.012006
399106,2014/6/16,1,1080.224,1087.366,1080.224,1086.534,0.006646
399106,2014/6/17,2,1085.295,1085.295,1075.406,1075.805,-0.009875
399106,2014/6/18,3,1075.858,1077.315,1068.259,1068.721,-0.006585
399106,2014/6/19,4,1067.891,1070.209,1034.773,1040.421,-0.02648
399106,2014/6/20,5,1039.869,1050.37,1038.641,1050.114,0.009316
399106,2014/6/23,1,1052.026,1064.408,1052.026,1061.259,0.010613
399106,2014/6/24,2,1061.398,1068.501,1061.228,1068.501,0.006824
399106,2014/6/25,3,1067.691,1067.691,1059.291,1064.234,-0.003993
399106,2014/6/26,4,1064.461,1081.314,1064.461,1080.332,0.015126
399106,2014/6/27,5,1080.565,1091.677,1078.344,1086.976,0.00615
399106,2014/6/30,1,1087.697,1096.784,1085.543,1096.784,0.009023
399106,2014/7/1,2,1097.803,1101.723,1094.639,1101.723,0.004503
399106,2014/7/2,3,1102.004,1106.938,1095.823,1106.938,0.004733
399106,2014/7/3,4,1106.78,1116.782,1103.833,1113.909,0.006298
399106,2014/7/4,5,1114.699,1116.058,1110.709,1113.551,-0.000321
399106,2014/7/7,1,1113.841,1116.709,1106.631,1111.825,-0.00155
399106,2014/7/8,2,1110.906,1120.376,1103.13,1120.376,0.007691
399106,2014/7/9,3,1119.119,1121.979,1102.409,1102.427,-0.016021
399106,2014/7/10,4,1102.025,1107.474,1099.361,1100.863,-0.001419
399106,2014/7/11,5,1100.602,1110.906,1099.889,1107.815,0.006315
399106,2014/7/14,1,1108.731,1121.058,1106.351,1121.045,0.011942
399106,2014/7/15,2,1120.26,1120.975,1110.095,1116.754,-0.003828
399106,2014/7/16,3,1115.397,1118.45,1101.361,1105.224,-0.010325
399106,2014/7/17,4,1103.678,1104.183,1092.389,1099.053,-0.005583
399106,2014/7/18,5,1095.726,1107.287,1094.482,1101.255,0.002004
399106,2014/7/21,1,1100.878,1103.05,1095.031,1100.085,-0.001062
399106,2014/7/22,2,1098.743,1114.775,1098.498,1114.757,0.013337
399106,2014/7/23,3,1114.461,1116.16,1098.553,1102.731,-0.010788
399106,2014/7/24,4,1101.829,1106.792,1089.889,1101.092,-0.001486
399106,2014/7/25,5,1101.594,1111.535,1100.956,1111.524,0.009474
399106,2014/7/28,1,1115.12,1134.28,1115.12,1133.833,0.020071
399106,2014/7/29,2,1135.137,1149.194,1132.944,1145.738,0.0105
399106,2014/7/30,3,1144.826,1151.822,1142.915,1150.561,0.00421
399106,2014/7/31,4,1150.123,1160.016,1148.072,1160.013,0.008215
399106,2014/8/1,5,1156.434,1164.249,1146.754,1148.29,-0.010106
399106,2014/8/4,1,1149.624,1164.322,1149.438,1164.322,0.013962
399106,2014/8/5,2,1165.141,1172.762,1158.762,1172.762,0.007249
399106,2014/8/6,3,1169.452,1179.29,1164.732,1177.332,0.003897
399106,2014/8/7,4,1177.351,1183.088,1166.185,1166.496,-0.009204
399106,2014/8/8,5,1167.759,1176.745,1167.52,1174.41,0.006784
399106,2014/8/11,1,1176.28,1191.358,1176.28,1191.358,0.014431
399106,2014/8/12,2,1191.441,1194.943,1188.584,1194.943,0.003009
399106,2014/8/13,3,1194.786,1198.103,1181.245,1194.811,-0.00011
399106,2014/8/14,4,1193.773,1200.738,1187.237,1187.953,-0.00574
399106,2014/8/15,5,1188.275,1202.226,1186.763,1201.175,0.01113
399106,2014/8/18,1,1204.102,1218.745,1204.102,1218.731,0.014616
399106,2014/8/19,2,1221.513,1225.456,1214.344,1223.087,0.003574
399106,2014/8/20,3,1222.926,1228.202,1218.652,1222.116,-0.000794
399106,2014/8/21,4,1222.908,1223.827,1208.943,1223.827,0.0014
399106,2014/8/22,5,1223.499,1233.939,1222.431,1232.504,0.00709
399106,2014/8/25,1,1233.249,1233.249,1219.803,1223.067,-0.007657
